gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	significant	significant_up	significant_down
CFAP58	8.317812702059426	0.2671017561138461	0.14445698848116745	1.8490054300742094	0.0644570286379963	0.11923471125660086	FALSE	FALSE	FALSE
CFAP61	8.539805873674558	0.12818385088494796	0.21191273306965597	0.6048898007597013	0.5452522204239859	0.6718165638047212	FALSE	FALSE	FALSE
CFAP65	6.164882512199368	-0.06731668540935151	0.2480521652651307	-0.27138116427002373	0.7860978873922363	0.8725196529733518	FALSE	FALSE	FALSE
CFAP69	125.6515400384114	-0.571993281238115	0.10916026084699679	-5.239940586435963	1.6062830444990763e-7	1.0651698428357217e-6	FALSE	FALSE	FALSE
CFAP70	65.2402014748615	-0.028177154198297655	0.08049756961943909	-0.35003732822628286	0.7263106837186077	0.8256073482124551	FALSE	FALSE	FALSE
CFAP73	1.9181787104131272	1.3131930050225467	1.153530763012174	1.1384117763738284	0.25494857892550143	0.3696960506129754	FALSE	FALSE	FALSE
CFAP74	2.349406909854876	-0.26215133213632524	0.42844754731890217	-0.6118633045673633	0.5406282018279704	0.667880424792639	FALSE	FALSE	FALSE
CFAP77	1.507416486184422	1.1577967975051646	0.9745192749690725	1.1880696741908041	0.23480596082080935	0.34631622680417384	FALSE	FALSE	FALSE
CFAP97	124.86490872255096	-0.010855915147362465	0.04432809447101024	-0.24489920617864666	0.8065344763563899	0.8868687281679326	FALSE	FALSE	FALSE
CFAP99	2.325273053785159	0.11211828729939019	0.3504182521256562	0.31995561480965834	0.7490019774763936	0.8441307529805357	FALSE	FALSE	FALSE
CFB	21.034051645259495	-0.044697412470800765	0.11660198520169104	-0.3833332030624169	0.701472723544605	0.8052658689667794	FALSE	FALSE	FALSE
CFC1	0.380421058908078	-0.2861525608462651	3.1976632104215095	-0.0894880236022558	0.9286940711771239	0.9669138698211174	FALSE	FALSE	FALSE
CFD	32.198225368954006	1.1271199729053383	0.14933139612893875	7.547776302393486	4.427525336894339e-14	8.21628194516697e-13	TRUE	TRUE	FALSE
CFDP1	81.29376389923883	0.14994249629309825	0.045942125819782714	3.2637256900405096	0.0010995756881275365	0.0033804734875439173	FALSE	FALSE	FALSE
CFH	198.9803477774014	0.6136550417241281	0.08812697233730911	6.963305619706776	3.3237966717268642e-12	4.653099369223865e-11	TRUE	TRUE	FALSE
CFHR1	1.2431128871682253	0.5555410228730431	0.4309256892410505	1.2891805634782787	0.19733532053855915	0.30069944699082374	FALSE	FALSE	FALSE
CFHR3	1.528487118469035	0.44512824076163887	0.36314083755178894	1.2257730189823595	0.220284103223952	0.32892237881766206	FALSE	FALSE	FALSE
CFHR4	0.20218360346843323	-0.12534918476937545	3.1995677768603374	-0.03917691185538121	0.9687493411720491	0.9876625556466868	FALSE	FALSE	FALSE
CFI	77.46006924008348	0.5637967403807131	0.08745020116503713	6.447060531246907	1.1404025034871116e-10	1.272591326222035e-9	FALSE	FALSE	FALSE
CFL1	134.77789278227053	-0.08221886647157985	0.04267674948212232	-1.9265494085022121	0.05403580873470162	0.10240893797902312	FALSE	FALSE	FALSE
CFL1P5	4.241456885062058	-0.32233518287942875	0.18712786621569769	-1.7225397232279713	0.08497179339772133	0.15065152145769473	FALSE	FALSE	FALSE
CFL2	217.0607227176322	0.38870411999123416	0.0585066218878053	6.64376283314783	3.0577445737035075e-11	3.7114989769263135e-10	FALSE	FALSE	FALSE
CFLAR	198.6883393243487	0.11599670028462804	0.033515522271999276	3.460984416212965	5.382039667000814e-4	0.0017747602610989344	FALSE	FALSE	FALSE
CFP	7.852211040311015	0.1558107787544623	0.1400665877396049	1.112405044407358	0.26596403670862606	0.3819875455561195	FALSE	FALSE	FALSE
CFTR	72.20593795446439	0.8077356983405731	0.17152015654793823	4.709275659475152	2.48598667907163e-6	1.3283874752132506e-5	TRUE	TRUE	FALSE
CGA	1.1878870712996885	0.6795665334678828	0.8064768129263375	0.8426361707809613	0.3994319552022284	0.5292410292312387	FALSE	FALSE	FALSE
CGB7	0.9484312293608831	0.8601461316830893	0.5114185109938599	1.6818830628784498	0.09259151759818819	0.16185673400835413	FALSE	FALSE	FALSE
CGGBP1	37.17249172346031	-0.027001210416873297	0.06197514849033483	-0.4356780269930971	0.6630703501943822	0.773336799379525	FALSE	FALSE	FALSE
CGN	102.5628495123637	-0.6030633512131394	0.07594820218040323	-7.940455914685847	2.0143944176517117e-15	4.4742399719903226e-14	TRUE	FALSE	TRUE
CGNL1	351.8828767474794	-0.11286585606833596	0.03864196956795307	-2.9208101276995713	0.003491225284682817	0.00943414633870454	FALSE	FALSE	FALSE
CGREF1	33.4209852260098	-0.5079546761328116	0.10211121540295076	-4.974523847633421	6.540821218434581e-7	3.8566500588717305e-6	FALSE	FALSE	FALSE
CGRRF1	32.200847714482805	0.02612539811335045	0.07158115727776329	0.36497591135574325	0.7151293877034178	0.8168953214606933	FALSE	FALSE	FALSE
CH17-140K24.2	2.670781924872547	-0.4598946415754783	0.32552722150458824	-1.412768614095753	0.15772376945885172	0.2512501747128252	FALSE	FALSE	FALSE
CH17-140K24.7	0.5431185325534243	-0.30473426303164136	3.1946062069675025	-0.09539024320650527	0.9240048655331151	0.9642244260030283	FALSE	FALSE	FALSE
CH17-212P11.4	3.0959930867104717	0.5368422028796034	0.30683599885855145	1.7496063202384629	0.08018626840012659	0.14350138322790326	FALSE	FALSE	FALSE
CH17-212P11.5	0.607051367536332	0.8331098214424981	3.196429540612879	0.26063763047401906	0.79437196745867	0.8786253934440703	FALSE	FALSE	FALSE
CH17-224D4.1	1.2983529896897834	0.512834515210748	2.080393979272044	0.2465083634736317	0.8052887310459322	0.8862593770604308	FALSE	FALSE	FALSE
CH17-224D4.2	3.8609863460669334	1.2720071814338243	0.3559898240726027	3.5731560157584825	3.527044731353183e-4	0.0012129318234158713	TRUE	TRUE	FALSE
CH17-260O16.1	0.29653620597756924	-0.26580504436972563	3.1975875695059086	-0.08312674433207089	0.9337507605337024	0.9694323504095326	FALSE	FALSE	FALSE
CH17-262H11.1	8.202478544957296	0.25087862389603227	0.5567009838729774	0.45065238101550636	0.6522401077589516	0.7644298058894964	FALSE	FALSE	FALSE
CH17-360D5.1	5.029378494181498	-1.7934947773614658	0.31046347623080056	-5.776830173827501	7.612104760521549e-9	6.242969054641674e-8	TRUE	FALSE	TRUE
CH17-360D5.2	4.048975055637286	0.5226913708937216	0.23988407290023783	2.178933201251326	0.029336630892789	0.060962356537918504	FALSE	FALSE	FALSE
CH17-431G21.1	14.745664466571073	-0.06918985507610406	0.11628022190492018	-0.5950268579009	0.5518255181468765	0.6775177107633037	FALSE	FALSE	FALSE
CH17-472G23.1	1.3025184283929647	0.5743443869215543	0.5185366877260782	1.1076253629038435	0.2680236451863209	0.38450988384200846	FALSE	FALSE	FALSE
CH17-472G23.2	2.998763083586148	0.34997269003335474	0.2265335739502959	1.5449042891546962	0.12236941584241873	0.20325719407331058	FALSE	FALSE	FALSE
CH17-472G23.4	37.01360930174314	0.09770381581519039	0.06783752137225563	1.4402621711227432	0.14979323963314506	0.24088572064271363	FALSE	FALSE	FALSE
CH25H	13.022775675952339	1.227590482524632	0.1445772022443637	8.490899418912287	2.050439738891704e-17	6.076578290842058e-16	TRUE	TRUE	FALSE
CH507-42P11.8	0.39763324088064983	1.4274614194743231	3.1405403156967657	0.45452733478367213	0.6494493222738884	0.7620684869223222	FALSE	FALSE	FALSE
CH507-9B2.5	1.634761837938584	-0.6112642709543555	0.3188398357950103	-1.917151504705177	0.05521868695086796	0.10434932114344796	FALSE	FALSE	FALSE
CHAC1	3.1978541033931815	0.3129671160666554	0.23328843734271865	1.3415457689696066	0.17974332011761338	0.27904379823706443	FALSE	FALSE	FALSE
CHAC2	3.184393618884821	-0.6068475456407575	0.22280389587837152	-2.7236846252097635	0.006455812097944919	0.01625078533125637	TRUE	FALSE	TRUE
CHAD	1.0359155889748275	0.1277886540413583	0.5058906546965487	0.252601333618251	0.8005762993570785	0.882859004435085	FALSE	FALSE	FALSE
CHADL	11.06110359049626	-0.1310897467402103	0.11865026783682356	-1.1048415577156083	0.269228249629082	0.38564740630666655	FALSE	FALSE	FALSE
CHAF1A	62.28557111379203	-0.2743224514202187	0.05411432877448834	-5.0693126503223915	3.992549202496365e-7	2.4472111683580136e-6	FALSE	FALSE	FALSE
CHAF1B	28.424129703395145	0.04243789419000369	0.07399980121828444	0.5734865971439639	0.5663152714318291	0.690624470651427	FALSE	FALSE	FALSE
CHAMP1	105.1935043331487	-0.06513534203064174	0.046247332288143574	-1.4084129572018684	0.15900882466976804	0.25284855911950344	FALSE	FALSE	FALSE
CHAT	1.7994015657878786	0.2221624376453545	0.7318300005831819	0.30357109911908137	0.7614546726254185	0.8538326700174166	FALSE	FALSE	FALSE
CHCHD1	21.967671512281342	-0.15149016918929195	0.08092034611946546	-1.872089980505544	0.06119415594115012	0.11396214796024544	FALSE	FALSE	FALSE
CHCHD10	54.81596587466447	0.01635888935707792	0.05472856795558959	0.2989095086564774	0.7650090917552448	0.856525535616419	FALSE	FALSE	FALSE
CHCHD2	78.79024666201612	-0.07350700307061368	0.04567319360773516	-1.6094123765885426	0.10752620078277912	0.18294369519521425	FALSE	FALSE	FALSE
CHCHD3	60.45007650186546	0.053678124623497914	0.049723467586133926	1.0795330098512035	0.2803501866005471	0.3981900435301462	FALSE	FALSE	FALSE
CHCHD3P3	0.6227952485670959	0.5165382871769814	0.9926240553190685	0.5203765558663049	0.6028011469937862	0.7226877052152848	FALSE	FALSE	FALSE
CHCHD4	16.04592721390184	-0.14002633036579734	0.09491017676348934	-1.475356333122578	0.14011676864441966	0.22760741767319612	FALSE	FALSE	FALSE
CHCHD5	10.770323626050468	-0.26580282813399775	0.11561551817372598	-2.299023801758148	0.02150358777755074	0.04649686859367028	FALSE	FALSE	FALSE
CHCHD6	22.34558859086702	0.014549588421574453	0.08071893117507704	0.1802500133459004	0.8569562963976953	0.9235255805266279	FALSE	FALSE	FALSE
CHCHD7	22.336210004647473	0.13051401002169374	0.0811280416357202	1.608741039352652	0.10767297806469575	0.18308060235213242	FALSE	FALSE	FALSE
CHD1	210.9693258231275	0.053120687540044086	0.04516513707091474	1.176143613970177	0.23953749207974895	0.3517472237498767	FALSE	FALSE	FALSE
CHD1L	110.34454846468526	-0.27587834076808454	0.04509639860341556	-6.117524886947175	9.503992186220728e-10	9.153487333577363e-9	FALSE	FALSE	FALSE
CHD2	333.60291739838823	-0.018015049984415034	0.02443275433949915	-0.7373319329491661	0.46092051754050284	0.5909945402254067	FALSE	FALSE	FALSE
CHD3	538.1452944374306	-0.18348257489811529	0.035174318014031355	-5.216379030431305	1.824546368815727e-7	1.1915687031262454e-6	FALSE	FALSE	FALSE
CHD4	366.3454741501326	-0.04482808735254429	0.02604197375817944	-1.7213782553046457	0.0851822074596076	0.1509511533230514	FALSE	FALSE	FALSE
CHD5	19.347718501302893	0.24323689297152074	0.11948052623887992	2.0357869238474238	0.04177175604632504	0.0824377103616445	FALSE	FALSE	FALSE
CHD6	404.54427114554863	-0.2943795464679263	0.04030715931813134	-7.303405932045074	2.805730568842384e-13	4.635695176818187e-12	FALSE	FALSE	FALSE
CHD7	273.4527638838905	-0.23866548097716367	0.05767253257999476	-4.138286811769926	3.499087912658792e-5	1.4895840560804916e-4	FALSE	FALSE	FALSE
CHD8	354.1651311680445	-0.16452305054707575	0.02317673510410606	-7.098629285275317	1.2600028563322289e-12	1.882577083195414e-11	FALSE	FALSE	FALSE
CHD9	444.94040872995527	0.12357784571374461	0.033838587328529415	3.6519800461515057	2.602261089915588e-4	9.212243703948627e-4	FALSE	FALSE	FALSE
CHDH	27.10445593601897	-0.5225274535798423	0.09145471983015395	-5.713509970291959	1.1066938661972869e-8	8.837553501564325e-8	FALSE	FALSE	FALSE
CHEK1	18.940425878675985	-0.2831087752070398	0.08807910048754375	-3.21425597718357	0.0013078302565272127	0.003938664086787643	FALSE	FALSE	FALSE
CHEK2	33.187566077673836	-0.033994615575075625	0.06673004684028483	-0.5094349125280866	0.6104474099304947	0.7293749693296645	FALSE	FALSE	FALSE
CHERP	68.98867888576235	-0.15516855243473873	0.047457812335619916	-3.269610308570323	0.001076957375093604	0.0033185135363832524	FALSE	FALSE	FALSE
CHFR	75.52602550973891	-0.3031092085747318	0.04581204940635266	-6.616364308135498	3.681404736084299e-11	4.433264698991156e-10	FALSE	FALSE	FALSE
CHGA	34.165984419548124	0.8708055610603419	0.22999148858443927	3.7862512496441085	1.5293704339732172e-4	5.70864275813461e-4	TRUE	TRUE	FALSE
CHGB	25.831082226946876	0.8447288128130194	0.23042248472771135	3.6659999296996975	2.463739917446146e-4	8.756396654796637e-4	TRUE	TRUE	FALSE
CHI3L1	19.16254025426624	1.0396876626274605	0.1919963959969147	5.415141556324671	6.124023705146935e-8	4.318890040176455e-7	TRUE	TRUE	FALSE
CHI3L2	10.677534384796354	0.7712310865660168	0.18489784717729818	4.171119882355822	3.0310633900618733e-5	1.3076544000577303e-4	TRUE	TRUE	FALSE
CHIC1	24.579691047972027	0.39293570584845516	0.07895358211303703	4.976793900065144	6.46460900632531e-7	3.8158904394870904e-6	FALSE	FALSE	FALSE
CHIC2	39.49665390643166	0.23180645051182272	0.061513321823461024	3.7683942866407247	1.6430103893181377e-4	6.092712364519669e-4	FALSE	FALSE	FALSE
CHID1	79.04496597951845	-0.26979776847154935	0.04509872970667663	-5.98238066185725	2.198996157473053e-9	1.969134339682333e-8	FALSE	FALSE	FALSE
CHIT1	43.90308063887381	1.6041981552446134	0.26372898462628047	6.082752555688397	1.1813659839398076e-9	1.1192845261206313e-8	TRUE	TRUE	FALSE
CHKA	99.68171654309921	-0.44017319921247927	0.05257582904442377	-8.372158978996916	5.65720511595631e-17	1.5767721115559987e-15	FALSE	FALSE	FALSE
CHKB	11.81333172353127	-0.16658840533323602	0.10990701447430994	-1.5157213225200925	0.1295898336767162	0.2131307608064771	FALSE	FALSE	FALSE
CHL1	48.4468087829611	0.6413456307030069	0.11454273520646387	5.599182082975215	2.1536549892273538e-8	1.640753067287954e-7	TRUE	TRUE	FALSE
CHM	86.53890381463867	0.12322515662385866	0.04518951854428808	2.726852610812651	0.006394159336357963	0.016123848654240675	FALSE	FALSE	FALSE
CHML	40.86708597800305	-0.06112235832685445	0.06710938971746579	-0.9107869790529005	0.36240762447312397	0.48977996921800626	FALSE	FALSE	FALSE
CHMP1A	28.37880556780579	-0.05257687005542025	0.07280928848840329	-0.7221176191523206	0.4702221665369492	0.6000059398201087	FALSE	FALSE	FALSE
CHMP1B	42.919514201059556	-0.003448684191599418	0.05981552322623184	-0.05765533770482864	0.9540231698285535	0.9804938075276481	FALSE	FALSE	FALSE
CHMP2A	64.73658755189003	-0.06479895785416323	0.04738586476003893	-1.367474418422115	0.171476650308416	0.2688056192443847	FALSE	FALSE	FALSE
CHMP2B	50.89071602425681	0.13608837457199877	0.05764052677471378	2.360984227363084	0.018226505797444982	0.04029243457889925	FALSE	FALSE	FALSE
CHMP3	5.782712421604658	0.05763753281303902	0.1584024758632583	0.3638676257989483	0.7159568607603379	0.8175371298007993	FALSE	FALSE	FALSE
CHMP4A	2.702785954451239	-0.17726642302816173	0.23205071668041094	-0.763912413475972	0.4449194394022891	0.5758268349806163	FALSE	FALSE	FALSE
CHMP4B	143.35508863653615	0.01605260629320769	0.03712113831652571	0.43243841706387914	0.6654228016398879	0.7749996871370088	FALSE	FALSE	FALSE
CHMP4BP1	15.417440895318801	0.0768369107797344	0.09785090703857353	0.7852447473935498	0.4323100841393378	0.5630248904540913	FALSE	FALSE	FALSE
CHMP4C	27.5618212207306	-0.24589832334579556	0.09685877413465452	-2.538730492334582	0.011125549064713818	0.026132931316335272	FALSE	FALSE	FALSE
CHMP5	100.57764722361692	-0.05902797366434906	0.04174276682020458	-1.4140886711845366	0.15733586901464366	0.25072494807104273	FALSE	FALSE	FALSE
CHMP6	29.243364562328352	-0.1897282576888554	0.07057449443035987	-2.688340302261347	0.0071808174459349165	0.017838200377339762	FALSE	FALSE	FALSE
CHMP7	63.98296748180558	0.041158064467077954	0.05254682632373196	0.7832645156057607	0.43347179619064735	0.5641627309971908	FALSE	FALSE	FALSE
CHN1	54.9109084535278	0.24732084157533804	0.10111133126505287	2.4460249754502006	0.014444099436484871	0.0329031637089307	FALSE	FALSE	FALSE
CHN2	61.077238591186976	-0.28709285785516647	0.07806186076166902	-3.677760881612736	2.3529037671592246e-4	8.397546377318922e-4	FALSE	FALSE	FALSE
CHODL	20.90910964037977	0.9461641407749118	0.16402031470203504	5.768578986656294	7.994274243154615e-9	6.536494822344067e-8	TRUE	TRUE	FALSE
CHORDC1	139.45201020853816	0.452564242986451	0.06109883895337455	7.4070841727747005	1.2910652399873289e-13	2.2324238038143657e-12	FALSE	FALSE	FALSE
CHP1	86.84433036680312	-0.1527592130973925	0.0460797039958011	-3.3151083850562992	9.160759819972772e-4	0.0028703980558655233	FALSE	FALSE	FALSE
CHP2	3.901017903657398	1.0787107275564414	0.26503589753508255	4.0700551796522335	4.700200382165399e-5	1.9481688579021453e-4	TRUE	TRUE	FALSE
CHPF	42.31182817464566	-0.5210020951034894	0.07066978568716904	-7.372345763291081	1.6765150731695193e-13	2.850767717240205e-12	FALSE	FALSE	FALSE
CHPF2	52.64303384850451	-0.35787860236858265	0.055379135242109766	-6.462336416124735	1.0309857355340952e-10	1.1617462171591046e-9	FALSE	FALSE	FALSE
CHPT1	135.13885972831807	0.24365764109122975	0.062154203339100766	3.9202117958440064	8.847118183289482e-5	3.476667024199495e-4	FALSE	FALSE	FALSE
CHRAC1	14.02951210185928	0.005643767355427657	0.09975760643131568	0.05657480724854259	0.9548839032968555	0.9807105066762966	FALSE	FALSE	FALSE
CHRD	31.43015561534499	-0.024283143101638163	0.08145656242285136	-0.29811156252311855	0.7656180169616451	0.8571182216387967	FALSE	FALSE	FALSE
CHRDL1	125.75851523630975	0.708205865273411	0.11148987430790919	6.352198974747344	2.1225851689649532e-10	2.2650370215626507e-9	TRUE	TRUE	FALSE
CHRDL2	19.664037039026464	0.34149411469687924	0.15454626243292596	2.209656249985921	0.027129028253066352	0.05691838676719394	FALSE	FALSE	FALSE
CHRFAM7A	1.232676333856031	0.8975131047340269	0.45002371118215495	1.9943684797771528	0.046111800528795814	0.08966414642535252	FALSE	FALSE	FALSE
CHRM1	28.036658340171282	-0.5848057614239225	0.09769501383025397	-5.986034890583342	2.150182626415437e-9	1.931041462531079e-8	FALSE	FALSE	FALSE
CHRM2	2.289771966120713	0.07129423828907801	0.5754328588661923	0.12389671043386895	0.9013970575741722	0.9509422176961494	FALSE	FALSE	FALSE
CHRM3	24.60606551256903	-0.9562040963335013	0.1911768138891828	-5.001673983790591	5.683464299241608e-7	3.3910340162603283e-6	TRUE	FALSE	TRUE
CHRM4	1.0277857409601752	-0.011212160278953736	0.42815962166193033	-0.026186869830071742	0.9791082886501178	0.9914875013614771	FALSE	FALSE	FALSE
CHRM5	0.593983661018186	-0.5960947752713585	1.0981504609438797	-0.5428170332497101	0.5872557843352469	0.7094155241661282	FALSE	FALSE	FALSE
CHRNA1	3.593831633847817	1.1785300387027982	0.3576426478208785	3.2952726580109997	9.83262266871841e-4	0.003063540931273147	TRUE	TRUE	FALSE
CHRNA10	6.340669545554742	-0.2216114417398099	0.15540936495219176	-1.425985118773143	0.15387263761576211	0.24642221679130774	FALSE	FALSE	FALSE
CHRNA2	85.63442142960206	-2.925164033454588	0.194435301772515	-15.044408123361082	3.7567854413636905e-51	2.8907122262207395e-48	TRUE	FALSE	TRUE
CHRNA3	1.726281757596109	-0.09955013023084787	0.3766804052166439	-0.26428274168812316	0.7915620577978802	0.8768101615559889	FALSE	FALSE	FALSE
CHRNA4	4.362752310505795	1.478099271249966	0.3153841356029878	4.686663355542489	2.776951828652061e-6	1.4671267079035961e-5	TRUE	TRUE	FALSE
CHRNA5	11.34628620682151	-0.23532477863080983	0.12986588320522677	-1.8120600485881777	0.06997691859411699	0.12776717890764835	FALSE	FALSE	FALSE
CHRNA6	2.297088513066657	-0.12726763071172192	0.3088760691277515	-0.41203461009821346	0.680314055573007	0.7879880827547139	FALSE	FALSE	FALSE
CHRNA7	4.912006778720365	0.8606069779814033	0.22634742020209594	3.8021505931589767	1.4344548776439842e-4	5.383266040557332e-4	TRUE	TRUE	FALSE
CHRNB1	11.836332915225498	0.1729794194609076	0.11576809529447736	1.4941890425069426	0.13512621577404418	0.22077002493757353	FALSE	FALSE	FALSE
CHRNB2	2.031703322729628	0.5583767527938618	0.3405211375852474	1.6397711952729384	0.10105274945474142	0.17377136938322324	FALSE	FALSE	FALSE
CHRNB3	0.08271042433772258	-0.04090042301618765	3.2001340434027843	-0.012780846821246644	0.9898026372713743	NA	FALSE	FALSE	FALSE
CHRND	0.382185205330952	0.5302302570460788	3.1976640920984902	0.16581799769284442	0.8683001820889384	0.9313251069401195	FALSE	FALSE	FALSE
CHRNE	5.309071988743925	0.24181976971226854	0.17352553054565426	1.3935688250130214	0.163447848066165	0.258552414580435	FALSE	FALSE	FALSE
CHRNG	0.6089009525139004	0.3808630938457575	3.1972857734479323	0.11912075455020625	0.9051796880621713	0.9535668322829072	FALSE	FALSE	FALSE
CHST1	3.2264842269790894	-0.5247268562472671	0.228094488019111	-2.3004802124078623	0.021421029073215567	0.04635091607737565	FALSE	FALSE	FALSE
CHST10	28.07517494111586	-0.06229968688780953	0.07408588545623553	-0.840911686539963	0.40039741091568587	0.5301802113071385	FALSE	FALSE	FALSE
CHST11	35.49089462314998	0.37534814260122	0.08163308108102978	4.597990638484487	4.265851577318669e-6	2.1682757730901987e-5	FALSE	FALSE	FALSE
CHST12	21.292306226290627	-0.04730446475684519	0.0842083908360211	-0.5617547644267555	0.5742831161663484	0.6975380391139911	FALSE	FALSE	FALSE
CHST14	37.48394528202113	-0.03487283530587291	0.06575273135564086	-0.530363295742865	0.5958600692289333	0.7168354007223948	FALSE	FALSE	FALSE
CHST15	34.71774909848794	0.33460179144352437	0.08433976057871104	3.9673078171861	7.268908456750549e-5	2.9070817278948875e-4	FALSE	FALSE	FALSE
CHST2	10.885732928141378	0.1479591093968667	0.13330859037687412	1.1098992868994744	0.2670424278303383	0.3832298080067034	FALSE	FALSE	FALSE
CHST3	38.89046679987577	0.2735658361728201	0.08727954834166761	3.1343635636370344	0.001722273242465022	0.005024497944164257	FALSE	FALSE	FALSE
CHST6	2.988041695404541	0.47632297204827406	0.26441366981131226	1.8014309637931427	0.07163497941032483	0.13031965138862184	FALSE	FALSE	FALSE
CHST7	5.597239960945335	0.34025564855115187	0.16830879112286076	2.0216154265095674	0.04321609711108972	0.08485995901257176	FALSE	FALSE	FALSE
CHST8	1.544222610780654	-0.8675377034939195	0.3406583780198151	-2.5466501324193396	0.010876241593808254	0.025604089285248998	TRUE	FALSE	TRUE
CHST9	16.667271816034294	1.5256821059733308	0.21678219866477197	7.0378569613670985	1.9521893339873404e-12	2.82660747316917e-11	TRUE	TRUE	FALSE
CHSY1	223.3122990238571	-0.2019586330265942	0.04223901692313139	-4.781328916677401	1.7414016787389523e-6	9.51039269161742e-6	FALSE	FALSE	FALSE
CHSY3	8.837925707041924	0.21113967522291494	0.13183129279040365	1.601589962093464	0.10924631197115585	0.1853024556304954	FALSE	FALSE	FALSE
CHTF18	27.02146244917039	-0.26583737256549056	0.08204558443904127	-3.240117970797125	0.0011948025637203575	0.0036322874608939047	FALSE	FALSE	FALSE
CHTF8	95.49675729409957	-0.1457172557997329	0.04084653183041623	-3.5674327603800395	3.6049584317226455e-4	0.0012373558931251297	FALSE	FALSE	FALSE
CHTOP	62.81782389111017	-0.0974846752553105	0.04853532127432321	-2.0085305442674204	0.04458694363381197	0.08713948662830905	FALSE	FALSE	FALSE
CHUK	115.25170902855075	-0.1226484534027125	0.04145172929038572	-2.9588259766802896	0.003088134374937272	0.008460561432861587	FALSE	FALSE	FALSE
CHURC1	7.887792711123096	0.16927023818074188	0.13611733625180683	1.2435612012536352	0.21366110319420614	0.3208007923176381	FALSE	FALSE	FALSE
CIAO1	78.9811670288817	-0.13602715101817295	0.043189105773720066	-3.1495709063961095	0.0016351042437607944	0.004798191355465312	FALSE	FALSE	FALSE
CIAPIN1	37.52131186359591	-0.11706357470365836	0.06327599442484187	-1.8500471745679863	0.06430675062928941	0.11900781157086758	FALSE	FALSE	FALSE
CIAPIN1P	0.2986915844954018	0.07941604656877935	3.198454238397752	0.024829508459236975	0.9801909539632663	0.9921050244291287	FALSE	FALSE	FALSE
CIART	30.782301363759835	0.1263194001135937	0.13038389527188324	0.9688267086221496	0.3326316582278537	0.4567590233600451	FALSE	FALSE	FALSE
CIB1	63.27845117662774	-0.4040137246477903	0.05428454580824008	-7.4425182827349605	9.878378217013537e-14	1.7388044010257895e-12	FALSE	FALSE	FALSE
CIB2	11.219309936869047	0.08334358921755272	0.1217175204355317	0.6847296011234149	0.49351456623932494	0.6230382825281997	FALSE	FALSE	FALSE
CIB4	3.3728645488648867	0.10361229208295815	0.26337703878272906	0.3933991078411066	0.6940247284927468	0.799527471680902	FALSE	FALSE	FALSE
CIC	156.79990020766226	-0.018450131045008467	0.03995882082633746	-0.4617286161969952	0.6442759471538158	0.7577383867600375	FALSE	FALSE	FALSE
CICP14	0.0861198364175104	-0.12174461279207355	3.200123948931116	-0.03804371791059464	0.9696528253881935	NA	FALSE	FALSE	FALSE
CICP16	0.053824897760944	-0.12138912072445818	3.2001926399642113	-0.03793181673145018	0.969742045212845	NA	FALSE	FALSE	FALSE
CIDEB	14.611990439547435	0.2080074555184635	0.11034225589024559	1.8851115000346088	0.05941478574005301	0.11110941400654822	FALSE	FALSE	FALSE
CIDECP	7.081317101070989	-0.062417306486454376	0.14098643644749181	-0.44271852001664513	0.6579693449954216	0.7690527606969217	FALSE	FALSE	FALSE
CIITA	225.22003373444807	0.22159002125406177	0.07757358981482039	2.8565136895563277	0.004283215334709243	0.01130212791014215	FALSE	FALSE	FALSE
CILP	13.496262758329621	-0.24844323178169425	0.12604429842310338	-1.9710786992341707	0.04871487474105982	0.09380301870552632	FALSE	FALSE	FALSE
CILP2	2.576870739615007	-0.11513868010522006	0.2833142377052429	-0.4063992019526005	0.6844493059732832	0.7914587965432797	FALSE	FALSE	FALSE
CINP	39.300376026295005	-0.13064996809370924	0.06089732154644087	-2.1454140309615153	0.03191975825561176	0.065546243958935893	FALSE	FALSE	FALSE
CIPC	48.85588034958028	-0.11577618894191077	0.05628627823225839	-2.0569167580093786	0.03969423371330339	0.07890867921693316	FALSE	FALSE	FALSE
CIR1	100.32434045389529	0.2322340316817452	0.0418298735958508	5.551870271603714	2.8262931104085825e-8	2.1165271137905077e-7	FALSE	FALSE	FALSE
CIRBP	320.4359757012318	-0.1446712647138402	0.033905781804752434	-4.266861196327354	1.982424152127119e-5	8.88893410147321e-5	FALSE	FALSE	FALSE
CIRBP-AS1	2.2643839217867736	-1.341972852574021	0.3201471606940201	-4.19173747992914	2.768262121865834e-5	1.2041632831738217e-4	TRUE	FALSE	TRUE
CISD1	14.30122986376717	0.041828913029916544	0.10007711994260657	0.4179667945470962	0.6759713951551571	0.7843918623696807	FALSE	FALSE	FALSE
CISD2	34.470637422237516	-0.055687559120874516	0.06623494445532337	-0.8407579953273269	0.40048352323726233	0.5302616462725428	FALSE	FALSE	FALSE
CISD3	27.429149401038327	-0.43335208083526044	0.07527823806128431	-5.75667140990291	8.578866769891495e-9	6.982685476286825e-8	FALSE	FALSE	FALSE
CISH	10.6351279836153	-0.09655601275414358	0.11750528815210785	-0.821716318240538	0.41123836963522115	0.5412088860662659	FALSE	FALSE	FALSE
CIT	31.077668520589654	-0.4406362459871541	0.0782612412845829	-5.630325289434905	1.798700604514094e-8	1.388001594708315e-7	FALSE	FALSE	FALSE
