gene	ESR1_mutant	First_line	Resistant	Second_line	WM-2d	Tam-2d	Fulv-2d	Lted	Lted_Tam-7d	Lted_Fulv-7d	Lted_Palbo-7d	Lted_CDK7i-7d	TamR	TamR_WM-7d	TamR_Fulv-7d	TamR_Palbo-7d	TamR_CDK7i-7d	FulvR	D538G_WM-2d	D538G_RM	neoadj_score	neoadj_pvalue	neoadj_pvalue_BH	neoadj_lasso_est	neoadj_rf_imp	neoadj_class
ATF4	0.7037328469698361	0.8501489764739947	0.9739007319145828	-0.06163599372869729	1.1584711006135324	0.31773159377223814	1.0742442350362134	1.9421706465219652	-0.9042855435439312	-0.5005627958817704	-0.1967138833158587	-0.044593486799036075	0.1450319713988012	0.4519185572563793	0.3605971714827436	0.4192305316302537	0.6832880271587537	0.8344995778229819	0.7178981374156218	0.7037328469698361	3.431111261308494	6.024594809081079e-4	0.00450091687055453	0	0	up
ATF5	-0.21759719814940223	-0.20507635490927448	-0.37029212574245224	-0.06239060774288025	-0.3172183840613846	0.10220774579589642	-0.4002184264623353	-0.3538096365546369	-0.3778042154488607	-0.4932699555581863	-0.4635274139225296	0.93427484511923	-0.2974046865172127	0.35139881361386677	0.18068150943517253	0.42817761542325583	0.14009044312162783	-0.4596620541555071	-0.18190376127230598	-0.21759719814940223	1.565249183170644	0.11754201688222202	0.24756637184043223	NA	NA	nc
ATF6	0.1045024922278174	0.13281786386933206	-0.33478411527116814	0.13550321617714312	-0.10727475687847947	0.264367820539535	0.24136052794694066	-0.15377404264338282	-0.1416421198584905	-0.0757290774044094	0.29614684446237544	-0.1118235043086302	-0.2942539106289835	-0.15477522123394014	0.48883699619917487	0.4001818748981484	-0.13489244010404092	-0.5563243925411382	-0.17544328172721568	0.1045024922278174	0.2991558490299499	0.7648245777403979	0.8661866703051773	NA	NA	nc
BARX2	0.2349622796968187	0.11532666391893748	-0.4285233882109128	0.07357334962413034	0.6703035834351074	-0.0390257229010913	-0.2852978687772037	-0.3174695816802909	-0.260213028651711	0.06858682862824853	0.46074664303543167	0.13772418964519018	-0.58391002838081	-0.11016324480900502	-0.04270065460724348	0.32518355414906136	0.37603547365258877	-0.38419055457163753	-2.8964659340879884e-5	0.2349622796968187	0.1943257542247774	0.845923007082593	0.916523561543204	NA	NA	nc
BCL11B	0.5489878810735233	0.018458944986482168	0.46965687875737683	-0.5060518690223529	-0.1524559114749417	0.1523778361241711	0.0554549103102171	0.6958384662987736	-0.05826114502326951	-0.9534790417331063	-0.982699903493794	-1.0968623278117804	0.7941304926951736	-0.08830732234097655	-0.19221970755452603	-0.7613440939884448	-2.2840841580378877	-0.08099832272181656	0.03178462610866041	0.5489878810735233	1.3651919673279804	0.1722097302227948	0.3270152855826476	NA	NA	nc
BCL3	-0.18428721800785483	-0.3760060244094994	-0.45255913455704905	0.19388533326125096	-0.14760612640016085	-0.6065727052739933	-0.3738392415543439	-0.2332382959727583	-0.06565836085373952	0.12308738318729906	0.9199447009838717	1.425888604803446	-0.6570007242785079	0.049254693222253454	-0.04203269678739685	0.17871627981521793	0.29228657059507884	-0.467438383419881	-0.05407459353161004	-0.18428721800785483	1.8924562411018593	0.05844619860833915	0.1545577252087191	0	0	nc
BCL6	-0.28591905713899035	-0.11176008449217135	-0.1935073083310678	0.13685819841605262	0.12573740067310923	-0.20185773721257144	-0.25915991693705187	-0.11023966431346044	0.11499106344400295	-0.17510764717241326	0.203015147072163	-0.9123433301036816	-0.3253739600164131	0.2678888984497081	0.03572141659525338	0.37464031210760157	-0.9750609937995691	-0.14490830066332983	0.03834223232159638	-0.28591905713899035	3.5202532719067734	4.321967726733285e-4	0.0034287610632084	0	0	up
BHLHE40	-0.5588400640542559	-0.02938740333174619	0.08512006450959803	0.07182752329293936	-0.11411713534259899	-0.021486259992062884	0.0474411853394233	-0.014326419368332947	-0.09314003829827396	0.38827853118939376	0.4151413472389828	1.3211616092636658	0.28660759367033484	0.08355729425334063	-0.014604280179401685	-0.3482677144464054	-0.27743842648028333	-0.016920980773207826	-0.019344520859123637	-0.5588400640542559	-0.7549750609488661	0.4502737927381134	0.6166976054278165	NA	NA	nc
BMAL1	0.13286977068565786	0.6168743233656134	0.30628701246745527	0.5480739465085283	0.532456644508066	0.27684390318789415	1.0413224224008801	0.18272676429453666	0.2753898823607325	0.7959610417908154	0.6921231826562593	2.1843643020963617	0.20585432740664203	0.4355778030240275	0.6234275688460261	0.465964200373309	1.8169753319816515	0.5302799457011872	0.19764275622144234	0.13286977068565786	3.36934171558197	7.550558898062096e-4	0.00513438005068222	-0.3013128297292964	0.00626381951381951	up
BRCA1	-4.575161153947828	2.427866184810255	1.3912620443841202	0.6921315126055582	2.5948397556740828	2.297253110552802	2.3915056882038797	0.8192885052103361	0.5400335744669723	1.4822467596012792	1.1586750135909187	1.5451356186114547	1.51584298423206	0.05206977860922202	0.40350871642409014	0.5162552329408664	0.7594663956786584	1.8386546437099642	0.4554330788619678	-4.575161153947828	1.4058821984410592	0.15977631468329528	0.3125487361201995	NA	NA	nc
CDX1	0.7035419389105536	0.27362182387931444	0.3406705196713602	-0.013793486888362239	0.4622285929822517	0.20193507829868826	0.15670180035700332	0.04818623941264624	0.14356094470297626	-0.006283921326241226	-0.3597269728249026	0.11156156480513102	0.2941351613818893	0.12198205705158623	0.07299185538773713	-0.05528488432132919	0.050911848171110025	0.6796901582195451	-0.09758956352275894	0.7035419389105536	1.607360438567237	0.10799280725043188	0.23224959149641075	NA	NA	nc
CDX2	-0.08771454992471786	-0.0950701398405132	-0.3526656748680416	0.12217813879783782	0.05166126966187315	-0.32477762079163575	-0.012094068391777013	-0.40489734040088043	0.03310707001353577	-0.1961960811732385	-0.48608194595520365	1.0281712145121522	-0.41601373745281633	0.30392634869474955	0.164835719445807	0.9134777217613768	1.4893184597920932	-0.23708594675042816	0.05010629763580046	-0.08771454992471786	0.06658587312626833	0.946912129574302	0.9587717204175044	NA	NA	nc
CEBPA	-0.05777771013291925	0.3170425504993228	0.032616406639453005	0.01971290587434184	0.7727849665464428	0.30215958763349193	-0.12381690268196643	0.23978876491209175	0.12346221075810768	-0.3922430083633557	-0.18774007253798194	-0.08130864040343189	-0.39772614807025525	0.4295657071112319	-0.024239458646995005	0.16947205692504413	0.7455277549899336	0.2557866030765225	1.0275546142980032	-0.05777771013291925	6.52568770083746	6.948951327395397e-11	2.7564173598668406e-9	0	0	up
CEBPB	-1.8635267936562168	1.049287586096144	0.6054663320215506	0.5317419634859238	1.2805759026616346	0.6900525893642362	1.1772342662625608	0.7356757756420977	0.2599362353565476	0.4336217960337953	0.5518008116310227	0.03451926899863744	0.2658881240512963	0.5711790029213984	0.373458932060179	1.0004550029126	0.6599056238416419	0.8148350963712578	1.059610212527902	-1.8635267936562168	8.642632898119798	5.9452956250608196e-18	8.489882152586852e-16	0	9.090909090909084e-4	up
CEBPD	-0.0662615632934809	0.06927568980182336	0.13146479048387072	0.24827244730705056	0.41575183232047164	-0.23708289604248325	0.02915813312748168	0.09045285958729057	0.11000412797845369	0.06371441798875604	0.6001424031514443	0.7469597173461364	0.20011806206944724	0.34681933573681994	0.015722029043966676	0.35323236994286267	0.35539335639750735	0.10382344979487437	0.17301047276474496	-0.0662615632934809	5.708896479471822	1.1549641895631981e-8	2.748814771160412e-7	0	-3.418803418803407e-4	up
CEBPE	-0.3948665326768821	0.36914668228063263	0.022995652954664325	-0.13157995846541587	1.4647918157791224	0.05637934832695431	-0.41373111726417877	0.590061470811146	-0.6649828255593084	-0.18158253692948856	0.15364768364537668	-0.7625582193893297	-0.7136046004358283	0.22074035107981493	-0.12067650565534782	-0.19662591737354207	0.2405145488258763	0.19253008848867526	3.5963582669081933	-0.3948665326768821	1.0659022269491236	0.2864820938765842	0.4670050571412811	0	0	nc
CEBPG	-0.5992644938181949	0.4858169201136344	0.2381890386049287	0.395953592045829	0.9938309323475325	-0.018967068204942678	0.48258689619831346	0.5953431331045052	-0.13638625047040037	0.1970572200547523	0.5228242817946303	0.40970287305328607	-0.46211856085389313	0.8174498642127875	0.40889648331022893	0.5658799533729753	1.01821561890096	0.5813425435641741	1.7402192706646855	-0.5992644938181949	6.6144116169450475	3.8349316266599776e-11	1.7113382383970152e-9	0	0.0041025641025641	up
CIITA	1.6988298811413953	0.7891555976618682	0.22107405387007148	0.1834328578813102	1.4195475388517806	0.5116935709367492	0.43622568319707455	-0.2240674541391114	0.09618432345625272	0.13652097563309828	0.2572744565488862	0.46824463938760996	0.022476961002291573	0.08171659313001756	0.21867566799595983	0.31022513052364653	0.2874578703785624	0.8648126547470343	0.6039427222136602	1.6988298811413953	0.3554407936616534	0.722263544249535	0.8385303586897039	NA	NA	nc
CLOCK	6.32333918161157e-4	0.3194463123993302	0.019420737200230253	0.3126755269324084	0.16356185494046166	0.23033704441098257	0.5644400378465464	-0.09591088898436186	0.08010841336156643	0.3850177730800616	0.38650759334427953	1.1451453442937878	-0.10345352578696694	0.07208087921468813	0.43354848069837937	0.5187900218954754	0.8887154711637757	0.25762662637201955	0.14726265377470946	6.32333918161157e-4	3.107242276490368	0.00189134519916813	0.01040170417066537	0	0	up
CREB1	0.9217008856737016	0.531471872062635	0.19086449438021294	0.4539368642657446	1.1381167315399425	-0.09449957446614049	0.550798459114103	0.24950269301985506	-0.016937851682441746	0.3357519729613092	0.8820006877393838	1.166212787091387	-0.15051687657029955	0.39244869376426267	0.36169026287379064	0.768667419938163	1.2390982736105165	0.4736076666910833	0.1412850075575326	0.9217008856737016	8.149828042752313	3.8804460644826816e-16	3.4632981125507934e-14	-0.7169798339970463	0.00397435897435897	up
CREBBP	-0.10734041608767744	0.11987342064284208	0.24346875158711156	-0.21550107630639612	0.5323137705679127	-0.13427827036951703	-0.03841523826986948	0.6798510275277253	0.044164380689346916	-0.6515109248823873	-0.9187919425450857	-0.03870344873066872	-0.03361874570981993	0.41561257740648044	-0.012789446933418103	-0.16969110157331305	1.3918876778578324	0.08417397294342935	0.13182800108246207	-0.10734041608767744	0.07085478811596413	0.9435141114116502	0.9580303668024304	NA	NA	nc
CREM	-0.4750614679657417	-0.43928689499939594	-0.4429270042745566	-0.09548563349499134	-0.49112727899363584	-0.005289739914283831	-0.8214436660902682	-0.8412291184499437	0.35680405331205206	0.023175609029873367	-0.4800451799702962	0.19709256583418563	-0.1193200156249668	-0.10566269145964594	-0.248729243068596	-0.11845634881333528	0.2856364216320042	-0.3682318787487593	-0.09008594856678802	-0.4750614679657417	0.8449182526356841	0.3981676772534042	0.5697228888956525	NA	NA	nc
CTCF	-0.41686083224556164	0.08453313923853724	-0.44417195346757526	-0.05378536039627898	0.6758716258757893	-0.09453283703382376	-0.3277393711263538	-0.2921960423729202	-0.12669975129754174	-0.13851954024364713	4.0430224065995946e-5	0.41806817124675555	-0.49581279764141706	0.13384790101766764	-0.1033040367654029	-0.08807716531281576	0.8204418391961663	-0.5445070203883885	-0.022091486888272463	-0.41686083224556164	0.8589095138148329	0.3904018416401106	0.5676553974996658	NA	NA	nc
CTNNB1	0.17167380201233257	0.7986735007310598	0.8764187437341766	0.5750165137354034	0.8369985473957924	0.4382272583523832	1.1207946964450037	0.9585697875694942	0.1986266155363432	0.6729375136609833	1.1294287114566104	-0.7377143991428742	0.37053417421734713	0.4140357329657175	0.4129891612465504	0.6220813475462157	-0.4803935487315828	1.3001522694156886	0.12186541015769742	0.17167380201233257	3.899538256584679	9.672501057051496e-5	9.591896881576068e-4	0	0	up
CUX1	0.25562428594773146	-0.2057491096889677	0.100727372276845	0.13507563471996947	-0.3266109839524337	-0.06961383581832206	-0.22102250929614736	-0.010612045385119132	0.25432471164310794	0.4005652615371769	0.12370822277239354	-0.7409031944651134	-0.06512535252005813	0.12306747695990164	-0.10802389065597759	0.016812026063214303	-1.1086295260305565	0.3779195147357123	-0.4913087953424626	0.25562428594773146	1.673061347922955	0.0943325419080282	0.2108783768756096	NA	NA	nc
CXXC1	-0.07494522320756716	0.1972900325186903	0.19607022484650874	0.1595714817391535	0.15281635893269133	0.04881787808077293	0.3902358605426066	0.0875161071275473	0.08497564556889012	0.20948457688276853	0.4300574801064573	0.11570296263974252	0.054497160259526695	0.04374169618633353	0.018444923862761767	0.17072456782770984	0.32470564601644203	0.4461974071524522	0.08772806219263947	-0.07494522320756716	3.945510614814706	7.993127786403388e-5	8.271149622452201e-4	-0.1168941437852766	0	up
DDIT3	0.26568624058654156	0.32182412963215473	0.1795068270058408	0.14214065121560449	0.38067751143178863	0.035076960497095744	0.5497179169675799	0.2290294068263779	0.081785212818726	0.3701110436990974	0.5059691034380622	1.7926325413439013	0.19075341850071395	0.06476053957625402	-0.06145225171009061	-0.10832974052842209	1.4683334264374097	0.11873765569043057	0.06996051910858764	0.26568624058654156	1.19277952848014	0.2329714025374289	0.40870167423028064	NA	NA	nc
DLX4	-0.02692916249295288	0.5387189167893061	0.16702389199190337	0.3368346870324973	0.7572436130642268	0.3474161642953813	0.5114969730083101	0.2042104613569448	0.04923788348031516	0.5332867703687935	0.5958935014201209	-0.21223928714491286	0.0437129993288535	0.18969544016205298	0.29642821016389825	0.35646631659980327	-0.01876251247318536	0.2531482152899118	0.11286054230510763	-0.02692916249295288	3.222942629365523	0.00127106153173763	0.0076909994378023	0	-7.692307692307699e-4	up
DLX5	0.0981611566652843	0.22788941112706204	0.7243005018890382	0.3300155480789338	0.15099452322300522	-0.004412707206466027	0.5370864173646469	1.0506542543003015	0.3369094099476784	0.597329823261753	0.4911299636802513	-0.4769072374272385	0.28199190917494094	0.15583432548697201	0.17636962897478925	0.22252013712215887	0.15972243896297111	0.840255342191872	0.07884336922903884	0.0981611566652843	3.203380715846687	0.00136060001832824	0.00809557010905304	0	0.00333333333333333	up
DMTF1	3.2883167481692306	-0.2569819797303717	-0.5015210151845846	0.8871502158655526	-0.3206673825738734	-0.7892750958549617	0.33899653923772	-0.6935536325305882	0.2541828121601506	1.5787047247302917	1.7768387909821937	2.611616170237732	-1.0288752997978885	0.23147967066347008	0.7399485013138409	0.7417467953433687	2.699401461072175	0.21786588677472313	-0.6859387215840966	3.2883167481692306	3.946149579292405	7.971856675504123e-5	8.271149622452201e-4	-0.31501905435207644	-6.41025641025661e-5	up
DNMT1	-0.05470802892702551	-0.05286985656102725	-0.018295935175079315	0.09119230671771157	-0.15694136674139414	-0.01332065870911342	0.011652455767425806	0.16126836929820546	0.35834948175816383	0.00842022917693458	0.03852419107888863	0.5850211069690672	-0.09104554933961076	0.2316505237671917	-0.011861706631427604	-0.07792887884348168	0.8545043860618124	-0.12511062548383264	0.12596785367059002	-0.05470802892702551	3.812171411817523	1.3820882157819766e-4	0.00128157270917965	0	0	up
DNMT3A	-0.19468690026748156	-0.23450972923237617	-0.2428746725756353	-0.13303482807699762	-0.17931854931598964	-0.12251557810649888	-0.40169506027463997	-0.03171738746232697	-0.08960862036532333	-0.31487585506667404	-0.11610434810827398	-0.04871993639475736	-0.11716942439747693	-0.003949222618391202	-0.14635007280478549	-0.1273208494985377	-1.4289122727790102	-0.579737205867102	-0.10687045277612248	-0.19468690026748156	-1.1649318505323605	0.24406196892647933	0.4217697536018544	NA	NA	nc
DNMT3B	-0.3148978311327169	-0.7607814657598713	-0.1888429479795694	-0.25526784264531355	-1.3610285696777402	-0.3792405082010297	-0.5420753194008437	0.22337469489548495	-0.22604215321982507	-0.3742389945205043	-0.1583499221910908	-0.5349253475172904	-0.2661855967894823	-0.14292709023063413	-0.2730584359158443	-0.35699045979398286	-0.26483169647072824	-0.5237179420447109	-0.1658270758626145	-0.3148978311327169	0.8799161496605653	0.3789164453559982	0.5543982417708663	NA	NA	nc
E2F1	-1.5265993175924601	-2.446905117132468	-1.6090783582975696	-0.9189423675513334	-2.352797868093493	-2.155967328938158	-2.831950154365753	-1.9668968546720487	-0.0869450401558843	-0.4301805297055271	-1.3194782086226038	-0.1859302058610382	-1.163566795098156	-0.4033117640952513	-1.354276672148194	-1.91946199058054	-1.008804104077346	-1.6967714251225041	-0.9526110050487739	-1.5265993175924601	-3.374946147020513	7.398555368027461e-4	0.00507939281997269	0	0	down
