gs_name	gene	species
moghal-2023_DTP-down_microarray	LOC653079	human
moghal-2023_DTP-down_microarray	LOC653156	human
moghal-2023_DTP-down_microarray	LOC653232	human
moghal-2023_DTP-down_microarray	LOC653566	human
moghal-2023_DTP-down_microarray	LOC653737	human
moghal-2023_DTP-down_microarray	LOC653874	human
moghal-2023_DTP-down_microarray	LOC654194	human
moghal-2023_DTP-down_microarray	LOC727761	human
moghal-2023_DTP-down_microarray	LOC727803	human
moghal-2023_DTP-down_microarray	LOC727821	human
moghal-2023_DTP-down_microarray	LOC727865	human
moghal-2023_DTP-down_microarray	LOC728060	human
moghal-2023_DTP-down_microarray	LOC728126	human
moghal-2023_DTP-down_microarray	LOC728128	human
moghal-2023_DTP-down_microarray	LOC728188	human
moghal-2023_DTP-down_microarray	LOC728453	human
moghal-2023_DTP-down_microarray	LOC728481	human
moghal-2023_DTP-down_microarray	LOC728484	human
moghal-2023_DTP-down_microarray	LOC728553	human
moghal-2023_DTP-down_microarray	LOC728576	human
moghal-2023_DTP-down_microarray	LOC728643	human
moghal-2023_DTP-down_microarray	LOC728732	human
moghal-2023_DTP-down_microarray	LOC728782	human
moghal-2023_DTP-down_microarray	LOC728820	human
moghal-2023_DTP-down_microarray	LOC728843	human
moghal-2023_DTP-down_microarray	LOC729102	human
moghal-2023_DTP-down_microarray	LOC729208	human
moghal-2023_DTP-down_microarray	LOC729236	human
moghal-2023_DTP-down_microarray	LOC729423	human
moghal-2023_DTP-down_microarray	LOC729500	human
moghal-2023_DTP-down_microarray	LOC729617	human
moghal-2023_DTP-down_microarray	LOC729679	human
moghal-2023_DTP-down_microarray	LOC729708	human
moghal-2023_DTP-down_microarray	LOC729742	human
moghal-2023_DTP-down_microarray	LOC729769	human
moghal-2023_DTP-down_microarray	LOC729816	human
moghal-2023_DTP-down_microarray	LOC729926	human
moghal-2023_DTP-down_microarray	LOC729952	human
moghal-2023_DTP-down_microarray	LOC729964	human
moghal-2023_DTP-down_microarray	LOC730029	human
moghal-2023_DTP-down_microarray	LOC730167	human
moghal-2023_DTP-down_microarray	LOC730525	human
moghal-2023_DTP-down_microarray	LOC730534	human
moghal-2023_DTP-down_microarray	LOC730746	human
moghal-2023_DTP-down_microarray	LOC731049	human
moghal-2023_DTP-down_microarray	LOC731314	human
moghal-2023_DTP-down_microarray	LOC731640	human
moghal-2023_DTP-down_microarray	LOC731985	human
moghal-2023_DTP-down_microarray	LOC91561	human
moghal-2023_DTP-down_microarray	LOC92755	human
moghal-2023_DTP-down_microarray	LPIN1	human
moghal-2023_DTP-down_microarray	LSM5	human
moghal-2023_DTP-down_microarray	MAD2L1	human
moghal-2023_DTP-down_microarray	MCF2	human
moghal-2023_DTP-down_microarray	MCM10	human
moghal-2023_DTP-down_microarray	MCM3	human
moghal-2023_DTP-down_microarray	MCM4	human
moghal-2023_DTP-down_microarray	MCM5	human
moghal-2023_DTP-down_microarray	MCM6	human
moghal-2023_DTP-down_microarray	MELK	human
moghal-2023_DTP-down_microarray	MGC40489	human
moghal-2023_DTP-down_microarray	MLF1IP	human
moghal-2023_DTP-down_microarray	MND1	human
moghal-2023_DTP-down_microarray	MOXD1	human
moghal-2023_DTP-down_microarray	MRFAP1	human
moghal-2023_DTP-down_microarray	MRPL11	human
moghal-2023_DTP-down_microarray	MS4A7	human
moghal-2023_DTP-down_microarray	MTMR4	human
moghal-2023_DTP-down_microarray	MTUS1	human
moghal-2023_DTP-down_microarray	MUC1	human
moghal-2023_DTP-down_microarray	MYB	human
moghal-2023_DTP-down_microarray	NCAPD2	human
moghal-2023_DTP-down_microarray	NCAPG	human
moghal-2023_DTP-down_microarray	NDC80	human
moghal-2023_DTP-down_microarray	NEK2	human
moghal-2023_DTP-down_microarray	NELL2	human
moghal-2023_DTP-down_microarray	NLF2	human
moghal-2023_DTP-down_microarray	NMU	human
moghal-2023_DTP-down_microarray	NP	human
moghal-2023_DTP-down_microarray	NPTX1	human
moghal-2023_DTP-down_microarray	NRP1	human
moghal-2023_DTP-down_microarray	NUF2	human
moghal-2023_DTP-down_microarray	NUP107	human
moghal-2023_DTP-down_microarray	NUP37	human
moghal-2023_DTP-down_microarray	NUSAP1	human
moghal-2023_DTP-down_microarray	ODC1	human
moghal-2023_DTP-down_microarray	OIP5	human
moghal-2023_DTP-down_microarray	PAICS	human
moghal-2023_DTP-down_microarray	PBK	human
moghal-2023_DTP-down_microarray	PCNA	human
moghal-2023_DTP-down_microarray	PDGFRL	human
moghal-2023_DTP-down_microarray	PDK4	human
moghal-2023_DTP-down_microarray	PDXP	human
moghal-2023_DTP-down_microarray	PFKFB4	human
moghal-2023_DTP-down_microarray	PGAM1	human
moghal-2023_DTP-down_microarray	PGAM4	human
moghal-2023_DTP-down_microarray	PHF19	human
moghal-2023_DTP-down_microarray	PITPNC1	human
moghal-2023_DTP-down_microarray	PLA2G3	human
moghal-2023_DTP-down_microarray	PLK4	human
moghal-2023_DTP-down_microarray	PLOD2	human
moghal-2023_DTP-down_microarray	POLA2	human
moghal-2023_DTP-down_microarray	POLE2	human
moghal-2023_DTP-down_microarray	POLR1E	human
moghal-2023_DTP-down_microarray	PPIH	human
moghal-2023_DTP-down_microarray	PPIL5	human
moghal-2023_DTP-down_microarray	PRC1	human
moghal-2023_DTP-down_microarray	PRDX2	human
moghal-2023_DTP-down_microarray	PRDX3	human
moghal-2023_DTP-down_microarray	PRIM1	human
moghal-2023_DTP-down_microarray	PRTFDC1	human
moghal-2023_DTP-down_microarray	PSIP1	human
moghal-2023_DTP-down_microarray	PSRC1	human
moghal-2023_DTP-down_microarray	PTTG1	human
moghal-2023_DTP-down_microarray	PTTG3P	human
moghal-2023_DTP-down_microarray	RACGAP1	human
moghal-2023_DTP-down_microarray	RAD51AP1	human
moghal-2023_DTP-down_microarray	RANBP1	human
moghal-2023_DTP-down_microarray	RBM3	human
moghal-2023_DTP-down_microarray	RFC2	human
moghal-2023_DTP-down_microarray	RFC3	human
moghal-2023_DTP-down_microarray	RFC4	human
moghal-2023_DTP-down_microarray	RFC5	human
moghal-2023_DTP-down_microarray	RNASEH2A	human
moghal-2023_DTP-down_microarray	RPA3	human
moghal-2023_DTP-down_microarray	RPL10A	human
moghal-2023_DTP-down_microarray	RPL12	human
moghal-2023_DTP-down_microarray	RPL12P6	human
moghal-2023_DTP-down_microarray	RPL13A	human
moghal-2023_DTP-down_microarray	RPL14	human
moghal-2023_DTP-down_microarray	RPL14L	human
moghal-2023_DTP-down_microarray	RPL17	human
moghal-2023_DTP-down_microarray	RPL21	human
moghal-2023_DTP-down_microarray	RPL23A	human
moghal-2023_DTP-down_microarray	RPL26	human
moghal-2023_DTP-down_microarray	RPL36A	human
moghal-2023_DTP-down_microarray	RPL5	human
moghal-2023_DTP-down_microarray	RPL8	human
moghal-2023_DTP-down_microarray	RPLP0	human
moghal-2023_DTP-down_microarray	RPS15	human
moghal-2023_DTP-down_microarray	RPS18	human
moghal-2023_DTP-down_microarray	RPS2	human
moghal-2023_DTP-down_microarray	RPS21	human
moghal-2023_DTP-down_microarray	RPS24	human
moghal-2023_DTP-down_microarray	RPS4X	human
moghal-2023_DTP-down_microarray	RPS6	human
moghal-2023_DTP-down_microarray	RPS6P1	human
moghal-2023_DTP-down_microarray	RPS7	human
moghal-2023_DTP-down_microarray	RPS8	human
moghal-2023_DTP-down_microarray	RPSA	human
moghal-2023_DTP-down_microarray	RRM1	human
moghal-2023_DTP-down_microarray	RRM2	human
moghal-2023_DTP-down_microarray	RUVBL1	human
moghal-2023_DTP-down_microarray	SAAL1	human
moghal-2023_DTP-down_microarray	SAP30	human
moghal-2023_DTP-down_microarray	SC4MOL	human
moghal-2023_DTP-down_microarray	SCD	human
moghal-2023_DTP-down_microarray	SDCBP	human
moghal-2023_DTP-down_microarray	SHISA3	human
moghal-2023_DTP-down_microarray	SHMT1	human
moghal-2023_DTP-down_microarray	SIP1	human
moghal-2023_DTP-down_microarray	SKA2	human
moghal-2023_DTP-down_microarray	SKP2	human
moghal-2023_DTP-down_microarray	SLBP	human
moghal-2023_DTP-down_microarray	SLC12A2	human
moghal-2023_DTP-down_microarray	SLC25A19	human
moghal-2023_DTP-down_microarray	SLC25A21	human
moghal-2023_DTP-down_microarray	SLC39A8	human
moghal-2023_DTP-down_microarray	SLC7A2	human
moghal-2023_DTP-down_microarray	SLC7A5	human
moghal-2023_DTP-down_microarray	SMC4	human
moghal-2023_DTP-down_microarray	SNHG1	human
moghal-2023_DTP-down_microarray	SNRPA	human
moghal-2023_DTP-down_microarray	SNX30	human
moghal-2023_DTP-down_microarray	SNX5	human
moghal-2023_DTP-down_microarray	SPAG11B	human
moghal-2023_DTP-down_microarray	SPC24	human
moghal-2023_DTP-down_microarray	SPC25	human
moghal-2023_DTP-down_microarray	SPRY1	human
moghal-2023_DTP-down_microarray	SQLE	human
moghal-2023_DTP-down_microarray	SULF1	human
moghal-2023_DTP-down_microarray	SUV39H1	human
moghal-2023_DTP-down_microarray	TACC3	human
moghal-2023_DTP-down_microarray	TCP1	human
moghal-2023_DTP-down_microarray	TFDP1	human
moghal-2023_DTP-down_microarray	TFF3	human
moghal-2023_DTP-down_microarray	THOC4	human
moghal-2023_DTP-down_microarray	TIGA1	human
moghal-2023_DTP-down_microarray	TIMELESS	human
moghal-2023_DTP-down_microarray	TK1	human
moghal-2023_DTP-down_microarray	TKT	human
moghal-2023_DTP-down_microarray	TMEM194A	human
moghal-2023_DTP-down_microarray	TMEM97	human
moghal-2023_DTP-down_microarray	TOMM5	human
moghal-2023_DTP-down_microarray	TOP2A	human
moghal-2023_DTP-down_microarray	TPI1	human
moghal-2023_DTP-down_microarray	TPX2	human
moghal-2023_DTP-down_microarray	TRIP13	human
moghal-2023_DTP-down_microarray	TRMT11	human
moghal-2023_DTP-down_microarray	TROAP	human
moghal-2023_DTP-down_microarray	TTK	human
moghal-2023_DTP-down_microarray	TUBA1A	human
moghal-2023_DTP-down_microarray	TUBA4A	human
moghal-2023_DTP-down_microarray	TUBB	human
moghal-2023_DTP-down_microarray	TYMS	human
moghal-2023_DTP-down_microarray	UBE2C	human
moghal-2023_DTP-down_microarray	UBE2T	human
moghal-2023_DTP-down_microarray	UCHL5IP	human
moghal-2023_DTP-down_microarray	UHRF1	human
moghal-2023_DTP-down_microarray	UNG	human
moghal-2023_DTP-down_microarray	VAV3	human
moghal-2023_DTP-down_microarray	VCAN	human
moghal-2023_DTP-down_microarray	VRK1	human
moghal-2023_DTP-down_microarray	WDR51A	human
moghal-2023_DTP-down_microarray	WDR54	human
moghal-2023_DTP-down_microarray	XRCC6BP1	human
moghal-2023_DTP-down_microarray	ZWILCH	human
moghal-2023_DTP-down_microarray	ZWINT	human
moghal-2023_DTP-down_microarray	Abcc4	mouse
moghal-2023_DTP-down_microarray	Acat2	mouse
moghal-2023_DTP-down_microarray	Acat3	mouse
moghal-2023_DTP-down_microarray	Aldoc	mouse
moghal-2023_DTP-down_microarray	Anln	mouse
moghal-2023_DTP-down_microarray	Antxr1	mouse
moghal-2023_DTP-down_microarray	Arhgdib	mouse
moghal-2023_DTP-down_microarray	Asf1b	mouse
moghal-2023_DTP-down_microarray	Aspm	mouse
moghal-2023_DTP-down_microarray	Atpaf1	mouse
moghal-2023_DTP-down_microarray	Aurka	mouse
moghal-2023_DTP-down_microarray	Aurkb	mouse
moghal-2023_DTP-down_microarray	Birc5	mouse
moghal-2023_DTP-down_microarray	Bmp5	mouse
moghal-2023_DTP-down_microarray	Bola3	mouse
moghal-2023_DTP-down_microarray	Bri3bp	mouse
moghal-2023_DTP-down_microarray	Bub1	mouse
moghal-2023_DTP-down_microarray	Hc	mouse
moghal-2023_DTP-down_microarray	AI182371	mouse
moghal-2023_DTP-down_microarray	Capn13	mouse
moghal-2023_DTP-down_microarray	Ccdc106	mouse
moghal-2023_DTP-down_microarray	Ccdc3	mouse
moghal-2023_DTP-down_microarray	Ccdc34	mouse
moghal-2023_DTP-down_microarray	Ccdc74a	mouse
moghal-2023_DTP-down_microarray	Ccna2	mouse
moghal-2023_DTP-down_microarray	Ccnb1	mouse
moghal-2023_DTP-down_microarray	Ccnb1ip1	mouse
moghal-2023_DTP-down_microarray	Ccnb2	mouse
moghal-2023_DTP-down_microarray	Ccne2	mouse
moghal-2023_DTP-down_microarray	Ccnf	mouse
moghal-2023_DTP-down_microarray	Cct7	mouse
moghal-2023_DTP-down_microarray	Cdc20	mouse
moghal-2023_DTP-down_microarray	Cdc25b	mouse
moghal-2023_DTP-down_microarray	Cdc25c	mouse
moghal-2023_DTP-down_microarray	Cdca3	mouse
moghal-2023_DTP-down_microarray	Cdca4	mouse
moghal-2023_DTP-down_microarray	Cdca5	mouse
moghal-2023_DTP-down_microarray	Cdca7	mouse
moghal-2023_DTP-down_microarray	Cdca8	mouse
moghal-2023_DTP-down_microarray	Cdk2	mouse
moghal-2023_DTP-down_microarray	Cdkn3	mouse
moghal-2023_DTP-down_microarray	Cdt1	mouse
moghal-2023_DTP-down_microarray	Cenpa	mouse
moghal-2023_DTP-down_microarray	Cenpe	mouse
moghal-2023_DTP-down_microarray	Cenpf	mouse
moghal-2023_DTP-down_microarray	Cenpk	mouse
moghal-2023_DTP-down_microarray	Cenpm	mouse
moghal-2023_DTP-down_microarray	Cenpn	mouse
moghal-2023_DTP-down_microarray	Cep55	mouse
moghal-2023_DTP-down_microarray	Chaf1b	mouse
moghal-2023_DTP-down_microarray	Ckap2l	mouse
moghal-2023_DTP-down_microarray	Cks1b	mouse
moghal-2023_DTP-down_microarray	Cks2	mouse
moghal-2023_DTP-down_microarray	Clcc1	mouse
moghal-2023_DTP-down_microarray	Clec2g	mouse
moghal-2023_DTP-down_microarray	Clec2e	mouse
moghal-2023_DTP-down_microarray	Clec2d	mouse
moghal-2023_DTP-down_microarray	Clec2h	mouse
moghal-2023_DTP-down_microarray	Clec2i	mouse
moghal-2023_DTP-down_microarray	Cmtm7	mouse
moghal-2023_DTP-down_microarray	Coch	mouse
moghal-2023_DTP-down_microarray	Commd10	mouse
moghal-2023_DTP-down_microarray	Cops3	mouse
moghal-2023_DTP-down_microarray	Crabp2	mouse
moghal-2023_DTP-down_microarray	Crlf1	mouse
moghal-2023_DTP-down_microarray	Cse1l	mouse
moghal-2023_DTP-down_microarray	Cyb5r2	mouse
moghal-2023_DTP-down_microarray	Dars2	mouse
moghal-2023_DTP-down_microarray	Dck	mouse
moghal-2023_DTP-down_microarray	Ddit4	mouse
moghal-2023_DTP-down_microarray	Dek	mouse
moghal-2023_DTP-down_microarray	Dennd1a	mouse
moghal-2023_DTP-down_microarray	Depdc1a	mouse
moghal-2023_DTP-down_microarray	Depdc1b	mouse
moghal-2023_DTP-down_microarray	Dhcr24	mouse
moghal-2023_DTP-down_microarray	Dlgap5	mouse
moghal-2023_DTP-down_microarray	Dlk1	mouse
moghal-2023_DTP-down_microarray	Dnajc9	mouse
moghal-2023_DTP-down_microarray	Dscc1	mouse
moghal-2023_DTP-down_microarray	Dut	mouse
moghal-2023_DTP-down_microarray	Dysf	mouse
moghal-2023_DTP-down_microarray	E2f2	mouse
moghal-2023_DTP-down_microarray	Ect2	mouse
moghal-2023_DTP-down_microarray	Eef1b2	mouse
moghal-2023_DTP-down_microarray	Eef1g	mouse
moghal-2023_DTP-down_microarray	Elovl6	mouse
moghal-2023_DTP-down_microarray	Exo1	mouse
moghal-2023_DTP-down_microarray	F12	mouse
moghal-2023_DTP-down_microarray	Fads1	mouse
moghal-2023_DTP-down_microarray	Fancd2	mouse
moghal-2023_DTP-down_microarray	Fancg	mouse
moghal-2023_DTP-down_microarray	Fanci	mouse
moghal-2023_DTP-down_microarray	Fbl	mouse
moghal-2023_DTP-down_microarray	Fbn2	mouse
moghal-2023_DTP-down_microarray	Fbxo5	mouse
moghal-2023_DTP-down_microarray	Fdft1	mouse
moghal-2023_DTP-down_microarray	Fdps	mouse
moghal-2023_DTP-down_microarray	Fen1	mouse
moghal-2023_DTP-down_microarray	Fgb	mouse
moghal-2023_DTP-down_microarray	Fgl1	mouse
moghal-2023_DTP-down_microarray	Foxd1	mouse
moghal-2023_DTP-down_microarray	Foxm1	mouse
moghal-2023_DTP-down_microarray	Frzb	mouse
moghal-2023_DTP-down_microarray	Gal	mouse
moghal-2023_DTP-down_microarray	Gapdh	mouse
moghal-2023_DTP-down_microarray	Gm15294	mouse
moghal-2023_DTP-down_microarray	Gm3839	mouse
moghal-2023_DTP-down_microarray	Gm10358	mouse
moghal-2023_DTP-down_microarray	Gins2	mouse
moghal-2023_DTP-down_microarray	Gins3	mouse
moghal-2023_DTP-down_microarray	Gla	mouse
moghal-2023_DTP-down_microarray	Gldc	mouse
moghal-2023_DTP-down_microarray	Gmds	mouse
moghal-2023_DTP-down_microarray	Gmnn	mouse
moghal-2023_DTP-down_microarray	Gpi1	mouse
moghal-2023_DTP-down_microarray	Gpsm2	mouse
moghal-2023_DTP-down_microarray	Gtse1	mouse
moghal-2023_DTP-down_microarray	Hells	mouse
moghal-2023_DTP-down_microarray	Hes6	mouse
moghal-2023_DTP-down_microarray	Hey2	mouse
moghal-2023_DTP-down_microarray	Hjurp	mouse
moghal-2023_DTP-down_microarray	Hk2	mouse
moghal-2023_DTP-down_microarray	Hmgb2	mouse
moghal-2023_DTP-down_microarray	Hmgb3	mouse
moghal-2023_DTP-down_microarray	Hmgcr	mouse
moghal-2023_DTP-down_microarray	Hmgcs1	mouse
moghal-2023_DTP-down_microarray	Hmgn1	mouse
moghal-2023_DTP-down_microarray	Hmgn2	mouse
moghal-2023_DTP-down_microarray	Gm10282	mouse
moghal-2023_DTP-down_microarray	Hmmr	mouse
moghal-2023_DTP-down_microarray	Hnrnpa1	mouse
moghal-2023_DTP-down_microarray	Hsd17b11	mouse
moghal-2023_DTP-down_microarray	Hspa14	mouse
moghal-2023_DTP-down_microarray	Idh1	mouse
moghal-2023_DTP-down_microarray	Idi1	mouse
moghal-2023_DTP-down_microarray	Ifitm1	mouse
moghal-2023_DTP-down_microarray	Ifitm3	mouse
moghal-2023_DTP-down_microarray	Ifitm6	mouse
moghal-2023_DTP-down_microarray	Ifitm2	mouse
moghal-2023_DTP-down_microarray	Ifitm7	mouse
moghal-2023_DTP-down_microarray	Impa2	mouse
moghal-2023_DTP-down_microarray	Impdh2	mouse
moghal-2023_DTP-down_microarray	Insig1	mouse
moghal-2023_DTP-down_microarray	Kcnk2	mouse
moghal-2023_DTP-down_microarray	Kif11	mouse
moghal-2023_DTP-down_microarray	Kif20a	mouse
moghal-2023_DTP-down_microarray	Kif20b	mouse
moghal-2023_DTP-down_microarray	Kif23	mouse
moghal-2023_DTP-down_microarray	Kif2c	mouse
moghal-2023_DTP-down_microarray	Kif4	mouse
moghal-2023_DTP-down_microarray	Kifc5b	mouse
moghal-2023_DTP-down_microarray	Kifc1	mouse
moghal-2023_DTP-down_microarray	Kiss1r	mouse
moghal-2023_DTP-down_microarray	Kpna2	mouse
moghal-2023_DTP-down_microarray	Gm10184	mouse
moghal-2023_DTP-down_microarray	Krt18	mouse
moghal-2023_DTP-down_microarray	Ldlr	mouse
moghal-2023_DTP-down_microarray	Lmnb1	mouse
moghal-2023_DTP-down_microarray	Lmnb2	mouse
moghal-2023_DTP-down_microarray	Lpin1	mouse
moghal-2023_DTP-down_microarray	Lsm5	mouse
moghal-2023_DTP-down_microarray	Mad2l1	mouse
moghal-2023_DTP-down_microarray	Mcf2	mouse
moghal-2023_DTP-down_microarray	Mcm10	mouse
moghal-2023_DTP-down_microarray	Mcm3	mouse
moghal-2023_DTP-down_microarray	Mcm4	mouse
moghal-2023_DTP-down_microarray	Mcm5	mouse
moghal-2023_DTP-down_microarray	Mcm6	mouse
moghal-2023_DTP-down_microarray	Melk	mouse
moghal-2023_DTP-down_microarray	Mnd1	mouse
moghal-2023_DTP-down_microarray	Moxd1	mouse
moghal-2023_DTP-down_microarray	Mrfap1	mouse
moghal-2023_DTP-down_microarray	Mrpl11	mouse
moghal-2023_DTP-down_microarray	Mtmr4	mouse
moghal-2023_DTP-down_microarray	Mtus1	mouse
moghal-2023_DTP-down_microarray	Muc1	mouse
moghal-2023_DTP-down_microarray	Myb	mouse
moghal-2023_DTP-down_microarray	Ncapd2	mouse
moghal-2023_DTP-down_microarray	Ncapg	mouse
moghal-2023_DTP-down_microarray	Ndc80	mouse
moghal-2023_DTP-down_microarray	Nek2	mouse
moghal-2023_DTP-down_microarray	Nell2	mouse
moghal-2023_DTP-down_microarray	Nmu	mouse
moghal-2023_DTP-down_microarray	Nptx1	mouse
moghal-2023_DTP-down_microarray	Nrp1	mouse
moghal-2023_DTP-down_microarray	Nuf2	mouse
moghal-2023_DTP-down_microarray	Nup107	mouse
moghal-2023_DTP-down_microarray	Nup37	mouse
moghal-2023_DTP-down_microarray	Nusap1	mouse
moghal-2023_DTP-down_microarray	Odc1	mouse
moghal-2023_DTP-down_microarray	Oip5	mouse
moghal-2023_DTP-down_microarray	Paics	mouse
moghal-2023_DTP-down_microarray	Pbk	mouse
moghal-2023_DTP-down_microarray	Pcna	mouse
moghal-2023_DTP-down_microarray	Pdgfrl	mouse
moghal-2023_DTP-down_microarray	Pdk4	mouse
moghal-2023_DTP-down_microarray	Pdxp	mouse
moghal-2023_DTP-down_microarray	Pfkfb4	mouse
moghal-2023_DTP-down_microarray	Pgam1	mouse
moghal-2023_DTP-down_microarray	Pgam1	mouse
moghal-2023_DTP-down_microarray	Phf19	mouse
moghal-2023_DTP-down_microarray	Pla2g3	mouse
moghal-2023_DTP-down_microarray	Plk4	mouse
moghal-2023_DTP-down_microarray	Plod2	mouse
moghal-2023_DTP-down_microarray	Pola2	mouse
moghal-2023_DTP-down_microarray	Pole2	mouse
moghal-2023_DTP-down_microarray	Gm49384	mouse
moghal-2023_DTP-down_microarray	Polr1e	mouse
moghal-2023_DTP-down_microarray	Gm7879	mouse
moghal-2023_DTP-down_microarray	Ppih	mouse
moghal-2023_DTP-down_microarray	Prc1	mouse
moghal-2023_DTP-down_microarray	Prdx2	mouse
moghal-2023_DTP-down_microarray	Prdx3	mouse
moghal-2023_DTP-down_microarray	Prim1	mouse
moghal-2023_DTP-down_microarray	Psip1	mouse
moghal-2023_DTP-down_microarray	Psrc1	mouse
moghal-2023_DTP-down_microarray	Pttg1	mouse
moghal-2023_DTP-down_microarray	Racgap1	mouse
moghal-2023_DTP-down_microarray	Rad51ap1	mouse
moghal-2023_DTP-down_microarray	Ranbp1	mouse
moghal-2023_DTP-down_microarray	Rbm3	mouse
moghal-2023_DTP-down_microarray	Rfc2	mouse
moghal-2023_DTP-down_microarray	Rfc3	mouse
moghal-2023_DTP-down_microarray	Rfc4	mouse
moghal-2023_DTP-down_microarray	Rfc5	mouse
moghal-2023_DTP-down_microarray	Rnaseh2a	mouse
moghal-2023_DTP-down_microarray	Rpa3	mouse
moghal-2023_DTP-down_microarray	Rpl10a	mouse
moghal-2023_DTP-down_microarray	Rpl12	mouse
moghal-2023_DTP-down_microarray	Rpl13a	mouse
moghal-2023_DTP-down_microarray	Gm45713	mouse
moghal-2023_DTP-down_microarray	Rpl14	mouse
moghal-2023_DTP-down_microarray	Rpl26	mouse
moghal-2023_DTP-down_microarray	Rpl5	mouse
moghal-2023_DTP-down_microarray	Rpl8	mouse
moghal-2023_DTP-down_microarray	Rps15	mouse
moghal-2023_DTP-down_microarray	Gm10260	mouse
moghal-2023_DTP-down_microarray	Rps21	mouse
moghal-2023_DTP-down_microarray	Rps24	mouse
moghal-2023_DTP-down_microarray	Rps4x	mouse
moghal-2023_DTP-down_microarray	Rps7	mouse
moghal-2023_DTP-down_microarray	Rps8	mouse
moghal-2023_DTP-down_microarray	Rpsa	mouse
moghal-2023_DTP-down_microarray	Rrm1	mouse
moghal-2023_DTP-down_microarray	Rrm2	mouse
moghal-2023_DTP-down_microarray	Ruvbl1	mouse
moghal-2023_DTP-down_microarray	Saal1	mouse
moghal-2023_DTP-down_microarray	Sap30	mouse
moghal-2023_DTP-down_microarray	Scd2	mouse
moghal-2023_DTP-down_microarray	Scd4	mouse
moghal-2023_DTP-down_microarray	Sdcbp	mouse
moghal-2023_DTP-down_microarray	Shisa3	mouse
moghal-2023_DTP-down_microarray	Shmt1	mouse
moghal-2023_DTP-down_microarray	Ska2	mouse
moghal-2023_DTP-down_microarray	Skp2	mouse
moghal-2023_DTP-down_microarray	Slbp	mouse
moghal-2023_DTP-down_microarray	Slc12a2	mouse
moghal-2023_DTP-down_microarray	Slc25a19	mouse
moghal-2023_DTP-down_microarray	Slc25a21	mouse
moghal-2023_DTP-down_microarray	Slc39a8	mouse
moghal-2023_DTP-down_microarray	Slc7a2	mouse
moghal-2023_DTP-down_microarray	Slc7a5	mouse
moghal-2023_DTP-down_microarray	Smc4	mouse
moghal-2023_DTP-down_microarray	Snrpa	mouse
moghal-2023_DTP-down_microarray	Snx30	mouse
moghal-2023_DTP-down_microarray	Snx5	mouse
moghal-2023_DTP-down_microarray	Spc24	mouse
moghal-2023_DTP-down_microarray	Spc25	mouse
moghal-2023_DTP-down_microarray	Spry1	mouse
moghal-2023_DTP-down_microarray	Sqle	mouse
moghal-2023_DTP-down_microarray	Sulf1	mouse
moghal-2023_DTP-down_microarray	Suv39h1	mouse
moghal-2023_DTP-down_microarray	Tacc3	mouse
moghal-2023_DTP-down_microarray	Tcp1	mouse
moghal-2023_DTP-down_microarray	Tfdp1	mouse
moghal-2023_DTP-down_microarray	Tff3	mouse
moghal-2023_DTP-down_microarray	Timeless	mouse
moghal-2023_DTP-down_microarray	Tk1	mouse
moghal-2023_DTP-down_microarray	Tkt	mouse
moghal-2023_DTP-down_microarray	Tmem97	mouse
moghal-2023_DTP-down_microarray	Top2a	mouse
moghal-2023_DTP-down_microarray	Tpi1	mouse
moghal-2023_DTP-down_microarray	Tpx2	mouse
moghal-2023_DTP-down_microarray	Trip13	mouse
moghal-2023_DTP-down_microarray	Trmt11	mouse
moghal-2023_DTP-down_microarray	Troap	mouse
moghal-2023_DTP-down_microarray	Ttk	mouse
moghal-2023_DTP-down_microarray	Tuba1a	mouse
moghal-2023_DTP-down_microarray	Tuba4a	mouse
moghal-2023_DTP-down_microarray	Tubb5	mouse
moghal-2023_DTP-down_microarray	Tyms	mouse
moghal-2023_DTP-down_microarray	Ube2c	mouse
moghal-2023_DTP-down_microarray	Ube2t	mouse
moghal-2023_DTP-down_microarray	Uhrf1	mouse
moghal-2023_DTP-down_microarray	Ung	mouse
moghal-2023_DTP-down_microarray	Vav3	mouse
moghal-2023_DTP-down_microarray	Vcan	mouse
moghal-2023_DTP-down_microarray	Vrk1	mouse
moghal-2023_DTP-down_microarray	Wdr54	mouse
moghal-2023_DTP-down_microarray	Zwilch	mouse
moghal-2023_DTP-down_microarray	Zwint	mouse
moghal-2023_DTP-up_scrnaseq	AAK1	human
moghal-2023_DTP-up_scrnaseq	ABCA1	human
moghal-2023_DTP-up_scrnaseq	ABHD12	human
moghal-2023_DTP-up_scrnaseq	ABLIM1	human
moghal-2023_DTP-up_scrnaseq	ABRACL	human
moghal-2023_DTP-up_scrnaseq	AC015912.3	human
moghal-2023_DTP-up_scrnaseq	AC023157.3	human
moghal-2023_DTP-up_scrnaseq	AC245595.1	human
moghal-2023_DTP-up_scrnaseq	ACADVL	human
moghal-2023_DTP-up_scrnaseq	ACER3	human
moghal-2023_DTP-up_scrnaseq	ACTB	human
moghal-2023_DTP-up_scrnaseq	ACTN4	human
moghal-2023_DTP-up_scrnaseq	ADAM17	human
moghal-2023_DTP-up_scrnaseq	ADAM9	human
moghal-2023_DTP-up_scrnaseq	ADGRF1	human
moghal-2023_DTP-up_scrnaseq	ADGRG1	human
moghal-2023_DTP-up_scrnaseq	ADGRG2	human
moghal-2023_DTP-up_scrnaseq	ADI1	human
