gene	First_line	Resistant	Second_line	LNCaP_WM-7d	LNCaP95	LNCaP95_Enz-7d	LNCaP95_WM-7d
BMAL1	0.1373939323902423	0.013419820010891842	0.09124851014498801	0.1373939323902423	0.013419820010891842	0.11436287780506862	0.0681341424849074
BMAL2	0.0977241911871255	0.1671857065485961	-0.08890049237732978	0.0977241911871255	0.1671857065485961	-0.09939767424420187	-0.07840331051045768
BRCA1	0.06766851923566608	0.3670497084172551	-0.06555400422817101	0.06766851923566608	0.3670497084172551	-0.08970736130142747	-0.04140064715491456
BRD4	-0.09561151425826164	-0.13416486112934728	0.05955139539215021	-0.09561151425826164	-0.13416486112934728	0.04034304480524248	0.07875974597905794
BTG2	0.31207512639710466	0.06195793977273434	-0.12243462243935599	0.31207512639710466	0.06195793977273434	-0.2576178709932718	0.012748626114559847
CDX1	0.28908384582317215	0.18762132753332983	-0.11696201108626414	0.28908384582317215	0.18762132753332983	-0.19744847311409175	-0.03647554905843653
CDX2	0.43972555706717087	-0.11743653922393249	-0.21763482458950922	0.43972555706717087	-0.11743653922393249	-0.24725226115878407	-0.18801738802023438
CEBPA	0.5941566925271534	0.5311620140919074	0.032696460524200666	0.5941566925271534	0.5311620140919074	-0.12239322487394375	0.18778614592234508
CEBPB	0.5470231682330531	0.3990291155099258	-0.2696100664043856	0.5470231682330531	0.3990291155099258	-0.41560347352696964	-0.12361665928180163
CEBPD	0.3694139050126728	0.4419835136205674	-0.1714176501658144	0.3694139050126728	0.4419835136205674	-0.19132298203990927	-0.15151231829171952
CEBPE	0.5856934671822974	0.41506542050119244	-0.49074916024610854	0.5856934671822974	0.41506542050119244	-0.5831826809341107	-0.39831563955810634
CEBPG	0.9671371982590762	0.6288697269932291	-0.28687214621158225	0.9671371982590762	0.6288697269932291	-0.4571295216423978	-0.1166147707807667
CEBPZ	0.22579347749628556	0.1058383015988846	-0.001891319388299506	0.22579347749628556	0.1058383015988846	0.025012601509303622	-0.028795240285902635
CIITA	0.32399751453625214	0.32377839474291475	0.3093136695636909	0.32399751453625214	0.32377839474291475	0.3410548317761976	0.27757250735118416
CLOCK	0.04258618493326763	-0.1826847016648389	0.06022472964950029	0.04258618493326763	-0.1826847016648389	0.1260919781836984	-0.005642518884697828
CREB1	0.07434514686421645	-0.20550214859230298	-0.10200680603437046	0.07434514686421645	-0.20550214859230298	-0.15374605149561094	-0.05026756057312998
CREB3	0.014786519514097263	0.38684022193873946	-0.17989353063537702	0.014786519514097263	0.38684022193873946	-0.2614178405608321	-0.09836922070992193
CREB3L1	-0.00828023703866032	0.16922067198198176	-0.11470807472117861	-0.00828023703866032	0.16922067198198176	-0.18684205253177932	-0.0425740969105779
CREB3L3	0.2697346366926216	0.16740834755751252	-0.12151629137740771	0.2697346366926216	0.16740834755751252	-0.22968840242054847	-0.013344180334266958
CREB5	-0.41331172049340903	0.08086177335961164	-0.1360324982456558	-0.41331172049340903	0.08086177335961164	-0.05912597254590385	-0.21293902394540776
CREBBP	0.40047343460569135	0.4133584602689599	-0.2678246359620896	0.40047343460569135	0.4133584602689599	-0.4204835955799897	-0.11516567634418945
CREBZF	0.4867470746082396	0.3914660387232524	-0.06889553564151218	0.4867470746082396	0.3914660387232524	-0.20570034106713536	0.067909269784111
CREM	-0.057337826919120594	0.1847163160362304	-0.2844656396858035	-0.057337826919120594	0.1847163160362304	-0.35328827728736145	-0.21564300208424558
CRX	0.18072786432797772	0.21633584481634083	-0.22744797143390677	0.18072786432797772	0.21633584481634083	-0.297311317158251	-0.15758462570956255
CTBP1	-0.053852885663038474	-0.12577967395026057	0.1057104747432639	-0.053852885663038474	-0.12577967395026057	0.032881817101053645	0.17853913238547414
CTBP2	0.1580329723641915	0.05055614886995652	-0.02992189704470033	0.1580329723641915	0.05055614886995652	-0.021237247777026513	-0.038606546312374146
CTCF	-0.03374303823075642	0.22327269148247986	0.07953606972293409	-0.03374303823075642	0.22327269148247986	0.08353148642285879	0.07554065302300939
CTCFL	-0.3503501017541097	-0.4636577477071878	0.07729283605901383	-0.3503501017541097	-0.4636577477071878	0.1026221366109629	0.05196353550706474
CTNNB1	0.02687325434694432	0.0066781585920985265	-0.017599428603965017	0.02687325434694432	0.0066781585920985265	-0.08082581666422106	0.04562695945629103
CUX1	0.28211443441333384	-0.17765922477096724	-0.06532817061840897	0.28211443441333384	-0.17765922477096724	-0.007905903365631378	-0.12275043787118656
CXXC1	0.2038710929527878	0.543991639568076	0.2115924284031471	0.2038710929527878	0.543991639568076	0.27792269026666755	0.14526216653962665
DACH1	-0.2973200490189411	-0.07407342392762617	0.00705725369817467	-0.2973200490189411	-0.07407342392762617	0.07917441780157375	-0.06505991040522441
DBP	0.08276073049370603	-0.42175160643197385	-0.262220400660337	0.08276073049370603	-0.42175160643197385	-0.2725857141906246	-0.2518550871300494
DDIT3	0.1602509239783556	0.31741747583997126	0.19086600633038864	0.1602509239783556	0.31741747583997126	0.16067647784409722	0.22105553481668005
DEAF1	0.24984288604150962	-0.08138429764730848	-0.11761716661072985	0.24984288604150962	-0.08138429764730848	-0.10292423489887081	-0.1323100983225889
DLX2	0.0036356187770925086	-0.08954748616766939	-0.04856301830550919	0.0036356187770925086	-0.08954748616766939	-0.0601092923095905	-0.03701674430142787
DLX3	0.08670580796041416	0.2803559112568542	-0.1409455448022367	0.08670580796041416	0.2803559112568542	0.003657604008519111	-0.2855486936129925
DLX4	0.018397412468886806	0.025321882747040506	-0.08701241192594604	0.018397412468886806	0.025321882747040506	-0.05797405017720417	-0.11605077367468791
DLX5	0.15275595577056045	0.3304814381233043	0.09234994267027913	0.15275595577056045	0.3304814381233043	0.13618283868872194	0.048517046651836315
DMAP1	0.06607656517748095	0.26373127367393356	0.06865343778126265	0.06607656517748095	0.26373127367393356	0.1280340368004128	0.00927283876211249
DMTF1	0.5650815714141071	0.2897014054216734	0.1949711083039501	0.5650815714141071	0.2897014054216734	0.23071009951200294	0.15923211709589724
DNMT1	0.26370326835108615	0.15730361480922128	0.06643862747941405	0.26370326835108615	0.15730361480922128	0.06915117358024778	0.06372608137858032
DNMT3A	-0.2911341905647816	-0.6201285693518895	-0.030306680469154218	-0.2911341905647816	-0.6201285693518895	-0.10196324536728552	0.04134988442897708
DNMT3B	-0.08589671294408918	-0.17452729378443466	0.15478393253407097	-0.08589671294408918	-0.17452729378443466	0.19941733025108765	0.11015053481705428
DOT1L	0.3085672082019184	0.29849713168463443	-0.11514786829173207	0.3085672082019184	0.29849713168463443	-0.20567566752594302	-0.02462006905752112
E2F1	-0.8997418027490949	-0.4453682384301111	0.3696339167141721	-0.8997418027490949	-0.4453682384301111	0.6022765517301985	0.13699128169814584
E2F2	-0.4710851961830153	-0.2917410533455603	0.12199528437590962	-0.4710851961830153	-0.2917410533455603	0.267705957454608	-0.023715388702788776
E2F3	-0.6128304298043626	-0.29361086920553015	0.13465335979546608	-0.6128304298043626	-0.29361086920553015	0.28941805584898306	-0.020111336258050894
E2F4	-0.6610301372424177	0.23290419000294005	0.28111381605254504	-0.6610301372424177	0.23290419000294005	0.38196692185449344	0.18026071025059665
E2F5	-0.24877841058267047	-0.18959434439260725	0.034851635795524416	-0.24877841058267047	-0.18959434439260725	0.14629225431260984	-0.076588982721561
E2F6	-0.1343750103086419	-0.2987517213455298	0.08668786642357634	-0.1343750103086419	-0.2987517213455298	0.0722840370144997	0.10109169583265298
E2F7	-0.026015953173352757	-0.09038653442217848	-0.08581553197911405	-0.026015953173352757	-0.09038653442217848	-0.14974198665605443	-0.021889077302173682
E4F1	-0.2454829914702562	-0.21300435584225552	0.17387655686470954	-0.2454829914702562	-0.21300435584225552	0.24920575108821585	0.09854736264120323
EBF1	0.04543887585856843	-0.06108795703917247	-0.0712265271697744	0.04543887585856843	-0.06108795703917247	-0.07601968965763972	-0.06643336468190908
EBF3	0.14176475359312413	0.4151063169642795	-0.04861550492618788	0.14176475359312413	0.4151063169642795	0.05856125846011889	-0.15579226831249465
EGR1	0.13558247298061527	0.07414048823095248	0.09693662558362072	0.13558247298061527	0.07414048823095248	0.09616329005820368	0.09770996110903776
EGR2	0.4362680085904518	0.4292459931138399	0.008663096676446366	0.4362680085904518	0.4292459931138399	0.009432604099709141	0.007893589253183592
EGR3	0.18491740198881113	-0.12158141525146371	-0.04448082088156302	0.18491740198881113	-0.12158141525146371	-0.011695838841393247	-0.0772658029217328
EGR4	0.03532278525382082	0.04733277709956463	-0.13680281283603002	0.03532278525382082	0.04733277709956463	-0.1057415341174428	-0.16786409155461723
EHF	0.02054960825711477	0.0626415377001078	0.0028366558106466405	0.02054960825711477	0.0626415377001078	-0.007992607332729898	0.013665918954023179
ELF1	0.032057890781014065	0.0903760828901547	0.01613859075877988	0.032057890781014065	0.0903760828901547	-0.05247532024970891	0.08475250176726867
ELF2	0.06510864968704655	0.035567541755691656	0.04733703366096931	0.06510864968704655	0.035567541755691656	0.038758554087606256	0.05591551323433236
ELF3	0.5676053083043375	0.6930551780654213	0.13729676620562836	0.5676053083043375	0.6930551780654213	0.18280443384157996	0.09178909856967676
ELF4	-0.06530277406451268	-0.23574262868576357	-0.09264695285772745	-0.06530277406451268	-0.23574262868576357	-0.09246908136148069	-0.09282482435397421
ELF5	0.20412423956998205	0.21443106871026552	-0.007501895511311973	0.20412423956998205	0.21443106871026552	0.06285548407430586	-0.0778592750969298
ELK1	0.3964967733618193	-0.10486225438285673	-0.060444247259862804	0.3964967733618193	-0.10486225438285673	-0.07995845182450506	-0.04093004269522055
ELK3	0.4374570718897569	0.2238559503515078	-0.13947631154858836	0.4374570718897569	0.2238559503515078	-0.15431155726200574	-0.12464106583517098
ELK4	0.2189119871499331	-0.2380133245553685	0.20771050471408115	0.2189119871499331	-0.2380133245553685	0.08186359529546727	0.333557414132695
EMX2	0.18730763680657458	0.1323705385223829	-0.17433454066101473	0.18730763680657458	0.1323705385223829	-0.22496138508155616	-0.12370769624047329
EN1	0.1164772223879742	0.21462220632330908	-0.0971778931575788	0.1164772223879742	0.21462220632330908	-0.10287875525662504	-0.09147703105853255
ENO1	0.33730970562949336	0.28674692319774164	0.08915331309080748	0.33730970562949336	0.28674692319774164	0.1382772164575965	0.04002940972401847
EOMES	0.05227112602329148	-0.09296822820369194	0.05095683390401187	0.05227112602329148	-0.09296822820369194	0.04879987208446229	0.05311379572356145
EP300	0.13364874281745176	0.2420575835395557	-0.0723688148976202	0.13364874281745176	0.2420575835395557	0.008822826527039973	-0.15356045632228038
EPAS1	0.07088646821267686	-0.11192416785667536	-0.05255180952346311	0.07088646821267686	-0.11192416785667536	-0.09569324242065591	-0.009410376626270311
ERF	0.3891401161255352	0.22702850820899378	0.2978942946336185	0.3891401161255352	0.22702850820899378	0.2873108499765862	0.3084777392906508
ERG	0.11036887360698633	-0.36264201931160356	-0.06799581910417674	0.11036887360698633	-0.36264201931160356	-0.14470184278385223	0.008710204575498759
ESR1	-0.04665038200346627	0.16543874641662248	0.3498785587879967	-0.04665038200346627	0.16543874641662248	0.41186891310018847	0.2878882044758049
ESR2	0.5396296328481712	0.6021988160977001	0.09975109363352477	0.5396296328481712	0.6021988160977001	0.029521517041884937	0.1699806702251646
ESRRA	-0.1756118140125451	-0.2543048863631593	-0.10016542820565219	-0.1756118140125451	-0.2543048863631593	-0.02949896877540681	-0.17083188763589757
ESRRB	0.24174480854536623	0.4011771571625596	-0.048117181108727924	0.24174480854536623	0.4011771571625596	-0.056571579029317365	-0.039662783188138484
ESRRG	-0.14914025443781806	-0.1416342002268694	-0.059750401756456704	-0.14914025443781806	-0.1416342002268694	-0.07329549395535188	-0.046205309557561525
ETS1	0.8467812208368328	0.7645528749282979	0.033067405913513724	0.8467812208368328	0.7645528749282979	0.07002152967093796	-0.003886717843910509
ETS2	0.5923779495162143	0.5357705949576654	-0.04138308326996806	0.5923779495162143	0.5357705949576654	0.004729206769754524	-0.08749537330969065
ETV1	0.1564053688957759	0.12511154587320866	-0.02379960837498446	0.1564053688957759	0.12511154587320866	0.013735332001462597	-0.06133454875143152
ETV3	0.01868461371300606	-0.08214824278282318	-0.05017123228178699	0.01868461371300606	-0.08214824278282318	-0.11375442378401457	0.013411959220440584
ETV4	0.22845460743716106	0.002803455633452412	-0.24548805612081648	0.22845460743716106	0.002803455633452412	-0.2890196286284119	-0.20195648361322105
ETV5	0.06450248635421363	0.015073600059094638	-0.08788096831156089	0.06450248635421363	0.015073600059094638	-0.10916311338679585	-0.06659882323632593
ETV6	0.25350753597870324	-0.00140951917233606	-0.19643991457623414	0.25350753597870324	-0.00140951917233606	-0.2274032257361061	-0.16547660341636217
ETV7	0.04160860701672772	-0.0026980857490221943	0.060240749391431314	0.04160860701672772	-0.0026980857490221943	0.10304672593476366	0.017434772848098967
EWSR1	-0.2400880984223781	-0.3048527315811615	0.03444546076947356	-0.2400880984223781	-0.3048527315811615	-0.005539921585991495	0.07443084312493861
EZH2	-0.14430432629186318	-0.2885223941149895	0.10479471039795285	-0.14430432629186318	-0.2885223941149895	0.12265038028891428	0.08693904050699142
FEV	0.5347647205022408	0.7570637224652242	-0.1634622004620893	0.5347647205022408	0.7570637224652242	-0.24594003733593817	-0.08098436358824046
FEZF2	-0.09250928527487873	-0.22750209035774704	0.04114775501606749	-0.09250928527487873	-0.22750209035774704	0.05804356359817403	0.024251946433960947
FGF2	-0.03436361520478186	-0.08341987553248738	0.00763352657459386	-0.03436361520478186	-0.08341987553248738	0.010656531009731435	0.004610522139456286
FHL2	0.07339429760657626	0.07534533877042536	0.015981759065415886	0.07339429760657626	0.07534533877042536	-0.08987397081546776	0.12183748894629953
FLI1	-0.04901526938755563	-0.08373833577015544	-0.0404847261500223	-0.04901526938755563	-0.08373833577015544	-0.06239489092190531	-0.018574561378139287
FOS	0.715268799956728	0.5932962999451974	-0.07673323189789995	0.715268799956728	0.5932962999451974	-0.06180981098530086	-0.09165665281049903
FOSB	-0.060558862454767604	0.14889090667685706	-0.15775239592750895	-0.060558862454767604	0.14889090667685706	-0.14641862274357087	-0.169086169111447
FOSL1	-0.016551900619671933	-0.16394904218100848	-0.035312370474931465	-0.016551900619671933	-0.16394904218100848	0.008403900016894839	-0.07902864096675777
FOSL2	0.4126858781964333	0.3430153457440147	-0.11938903282372354	0.4126858781964333	0.3430153457440147	-0.12732586941815685	-0.11145219622929023
FOXA1	0.1550596382974726	0.0453765168760879	-0.07084712802038695	0.1550596382974726	0.0453765168760879	-0.044793008656872524	-0.09690124738390138
FOXA2	0.4032059634762004	0.06678314143865893	-0.14103805138927433	0.4032059634762004	0.06678314143865893	-0.11521270924145777	-0.1668633935370909
FOXA3	-0.06635312061162532	-0.1404512963306536	-0.02883236822425947	-0.06635312061162532	-0.1404512963306536	-0.02739349222304327	-0.03027124422547567
FOXC1	-0.05826640192908106	-0.19740465401024188	0.0404724917912922	-0.05826640192908106	-0.19740465401024188	0.03711286741955	0.043832116163034396
FOXC2	0.33661125826070765	0.3832057846936684	-0.0829838858813202	0.33661125826070765	0.3832057846936684	-0.17566242833035245	0.00969465656771204
FOXD3	0.034227394302880354	-0.2543502623133092	-0.0410547467362097	0.034227394302880354	-0.2543502623133092	0.013712553561382235	-0.09582204703380164
FOXE1	0.06972205120053854	-0.09560451331280517	-0.13335523136839633	0.06972205120053854	-0.09560451331280517	-0.20557547024438616	-0.061134992492406504
FOXF2	0.15521820610849507	0.17326981367463706	0.23639764576432887	0.15521820610849507	0.17326981367463706	0.2949147115269801	0.17788058000167764
FOXG1	-0.0309276966141257	-0.04031417806137527	9.50458729736009e-4	-0.0309276966141257	-0.04031417806137527	0.01862203183225547	-0.016721114372783452
FOXH1	-0.09792545204160241	-0.5364166847342808	-0.03700624967121602	-0.09792545204160241	-0.5364166847342808	-0.0708541891067962	-0.0031583102356358417
FOXI1	0.3191383337051722	0.6731002589232984	-0.07357180943808914	0.3191383337051722	0.6731002589232984	-0.1316762423939561	-0.015467376482222184
FOXJ1	0.22897768500096574	0.36857916220569165	-0.07452387722882825	0.22897768500096574	0.36857916220569165	-0.11719848512767123	-0.03184926932998526
FOXL2	0.18054139597196955	-0.1592598706575297	0.029657638596579064	0.18054139597196955	-0.1592598706575297	0.020467834049121697	0.03884744314403643
FOXM1	0.11566334056100075	0.14040674746495854	-0.07414459644022804	0.11566334056100075	0.14040674746495854	-0.019075453947591074	-0.129213738932865
FOXN1	0.1581713443632943	0.1908023577191781	0.008950723034674007	0.1581713443632943	0.1908023577191781	0.05332879535523416	-0.035427349285886145
FOXN4	0.028355001241822164	-0.020253638416318054	-0.015378514488115808	0.028355001241822164	-0.020253638416318054	-0.01739681563883283	-0.013360213337398785
FOXO1	0.5336040885782298	0.24215793455504087	-0.22284664530013398	0.5336040885782298	0.24215793455504087	-0.24154083282849448	-0.2041524577717735
FOXO3	1.0818896122719435	0.9628531357018673	-0.29682728015202076	1.0818896122719435	0.9628531357018673	-0.43063439971006007	-0.1630201605939815
FOXO4	0.10868673646740828	0.21174885666842105	-0.031114144225741103	0.10868673646740828	0.21174885666842105	-0.02857775418340927	-0.033650534268072935
FOXO6	-0.06479340627319186	0.222551505739508	-0.15722087420066533	-0.06479340627319186	0.222551505739508	-0.14796960284312988	-0.16647214555820078
FOXP1	0.20661841766579903	0.4798816412690424	-0.0666543077918525	0.20661841766579903	0.4798816412690424	-0.09469726296658665	-0.038611352617118344
FOXP3	0.2192654239459394	0.2052397739959978	-0.09450541684359892	0.2192654239459394	0.2052397739959978	-0.12743875167184515	-0.06157208201535269
FOXQ1	0.22077012778728392	0.26288198949808644	-0.12032595932421974	0.22077012778728392	0.26288198949808644	-0.12998140365824545	-0.11067051499019404
GABPA	0.1560324631145562	-0.03490144345773816	-0.24209056667237627	0.1560324631145562	-0.03490144345773816	-0.3056079944792507	-0.17857313886550186
GATA1	0.3946697507539696	0.2706580699274408	-0.14585337715809246	0.3946697507539696	0.2706580699274408	-0.12166371633955672	-0.1700430379766282
GATA2	0.24576776460402694	0.541765241175213	-0.23708920230354122	0.24576776460402694	0.541765241175213	-0.31305747656122146	-0.16112092804586098
GATA3	0.08219767783721832	0.36903582767377013	-0.06836114262453324	0.08219767783721832	0.36903582767377013	-0.03259951291935803	-0.10412277232970846
GATA4	0.39412253039026357	0.23924632065007684	-0.05953524872528848	0.39412253039026357	0.23924632065007684	-0.020922255182834915	-0.09814824226774205
GATA5	0.09048040362174403	-0.04694706245668867	0.056521489755708254	0.09048040362174403	-0.04694706245668867	0.04200347877661337	0.07103950073480314
GATA6	0.21991932656240376	-0.09715953573921388	-0.20268774647977686	0.21991932656240376	-0.09715953573921388	-0.218199366280029	-0.1871761266795247
GBX2	0.11397180965910891	-0.7183910346077997	-0.5685061955330566	0.11397180965910891	-0.7183910346077997	-0.675296770627019	-0.4617156204390942
GCM1	0.4653142796179072	0.265055080128297	-0.05999953944126238	0.4653142796179072	0.265055080128297	-0.1103055016861901	-0.009693577196334652
GFI1	-0.002389992215987874	0.24029435138745847	0.22379474632389107	-0.002389992215987874	0.24029435138745847	0.22594229691631265	0.2216471957314695
GFI1B	-0.20115698789626463	-0.23478068686765707	0.04009499001227171	-0.20115698789626463	-0.23478068686765707	0.037225325726547576	0.04296465429799584
GLI1	0.17211866889798577	0.029491616337601112	-0.1240977486749536	0.17211866889798577	0.029491616337601112	-0.19412198950702841	-0.05407350784287879
GLI2	-0.19406028014991838	-0.29758234472770106	-0.08946633369623805	-0.19406028014991838	-0.29758234472770106	-0.09192189525537499	-0.08701077213710112
GLI3	0.1844260188070963	0.08231306457375429	0.1500005952931966	0.1844260188070963	0.08231306457375429	0.1295519825354681	0.17044920805092506
GRHL2	0.20204711103932205	0.09348846060034943	0.2819300250113951	0.20204711103932205	0.09348846060034943	0.34652424217057187	0.2173358078522183
GRHL3	0.24513289713621922	0.12236549990695211	-0.1347808969883299	0.24513289713621922	0.12236549990695211	-0.1200700580462217	-0.14949173593043813
GSC	0.19671433464857913	0.20281602286917064	-0.12437045934954002	0.19671433464857913	0.20281602286917064	-0.1682467986119397	-0.08049412008714034
GTF2I	0.10293820092689256	0.2832579135681627	0.15828939607695666	0.10293820092689256	0.2832579135681627	0.1483830216267671	0.16819577052714624
GTF2IRD1	0.031087394144477698	0.08654572743956723	-0.0298344670869109	0.031087394144477698	0.08654572743956723	-0.03428583354931447	-0.025383100624507327
GTF3A	-0.41438110211964296	-0.29401555416273906	0.03639057499808507	-0.41438110211964296	-0.29401555416273906	0.13786214156669763	-0.06508099157052749
HAND2	0.25568188154502347	0.48299605526298994	0.30175018545239396	0.25568188154502347	0.48299605526298994	0.3051191103212505	0.2983812605835374
HBP1	0.7317516498970005	0.4775927235836905	0.025647698524572687	0.7317516498970005	0.4775927235836905	0.07175327678932752	-0.02045787974018215
HCFC1	-0.09031782951061906	-0.10126532173967995	0.07817333131475823	-0.09031782951061906	-0.10126532173967995	0.12457507609242802	0.03177158653708845
HDAC1	-0.7290470601283067	-0.7746561992654158	0.1840418933965875	-0.7290470601283067	-0.7746561992654158	0.3658563295231698	0.002227457270005173
HDAC3	-0.04689510735746538	-0.0917053253625899	-0.33730876777769875	-0.04689510735746538	-0.0917053253625899	-0.4359556885226402	-0.23866184703275728
HDAC4	0.1427980417572306	-0.25364356526155374	-0.03227013728058631	0.1427980417572306	-0.25364356526155374	-0.03221982158114253	-0.032320452980030084
HDAC5	-0.20345344411523159	-0.1778521861318365	0.030956620081038	-0.20345344411523159	-0.1778521861318365	0.053320124148701575	0.008593116013374424
HDAC7	-0.04048287579792592	0.0270746194719087	-0.04147319959722934	-0.04048287579792592	0.0270746194719087	0.013681057786408268	-0.09662745698086694
HDAC9	-0.09318354580454938	-0.5921012906823087	0.09615168236728794	-0.09318354580454938	-0.5921012906823087	0.1726332097357819	0.019670154998793987
HDGF	-0.0038149021267287614	-0.15978811902364176	0.0014702096944412407	-0.0038149021267287614	-0.15978811902364176	0.0150056927348092	-0.01206527334592672
HES1	0.21857589823564988	-0.07579998969463468	0.04441940786133434	0.21857589823564988	-0.07579998969463468	0.08183560997960009	0.007003205743068591
HES6	0.06620140570652008	0.11359083428088665	0.07301034198525305	0.06620140570652008	0.11359083428088665	0.0487132332189158	0.09730745075159031
