target_id	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	b	pa_up	pa_down
RNGTT	3	10.816943144412114	0.9997561722129213	1	-0.1414776342891224	FALSE	FALSE
SPDYE3	2	7.6753266583064175	0.9941963543905786	1	0.09830164564952383	FALSE	FALSE
KCNK13	1	4.719632456417512	1	1	0.1458162981843168	FALSE	FALSE
PSMC1	5	28.13732995362247	0.9995085847634602	1	0.12039091909174574	FALSE	TRUE
MARK2	6	22.388067597325033	0.5216041395899166	1	0.4585797290339429	FALSE	FALSE
AC063976.2	1	3.231243874636514	0.144316621021338	1	0.6803105776953663	FALSE	FALSE
PDLIM4	7	27.548025580211814	0.6000616781083908	1	0.540988995749401	FALSE	FALSE
SLFNL1	2	5.652742370657634	0.26010812419389523	1	0.551958368586184	FALSE	FALSE
LRRC26	1	6.451227325772878	0.4603307511420719	1	0.44465546549914453	FALSE	FALSE
AC137936.2	1	2.0966776357341597	0.10699443446695446	1	-0.8874403960090009	FALSE	FALSE
TMEM210	1	1.2266901363357239	0.29872236525178464	1	0.6068789924802521	FALSE	FALSE
LINC01529	1	3.4332689782442314	0.3568551161543403	1	0.4474913781038436	FALSE	FALSE
DNASE1L3	2	5.216066659861905	0.9264102858269643	1	0.0823165876894478	FALSE	FALSE
ANAPC2	5	28.970660462795927	0.6498796657510892	1	0.3442156706687038	FALSE	FALSE
NRDE2	5	21.499278293587007	0.9997149744323224	1	0.2600169066520869	FALSE	FALSE
SCMH1	12	47.235204965994406	0.9024378632913486	1	0.3637275621913244	FALSE	FALSE
STAG3L5P	5	22.43653045746834	0.5677364439238497	1	0.17458051073023068	FALSE	FALSE
PNRC1	2	8.808131322436648	0.6095942180510402	1	0.36977000622902245	TRUE	FALSE
FAM186A	2	4.616905653927944	0.6447441748196363	1	0.1585072252079339	FALSE	FALSE
SLC22A4	3	9.510013747018306	0.5378836399174283	1	0.42051405148368265	FALSE	FALSE
SRSF12	1	3.5446094117620985	0.49099908789857283	1	0.3830949826562438	FALSE	FALSE
THAP10	1	4.785385142510807	0.7037675242277942	1	0.20144898446532472	FALSE	FALSE
ABHD6	2	7.278061379233717	0.9999595019967671	1	0.019859675728391903	FALSE	FALSE
RPIA	1	6.967022117188943	1	1	-0.026151419338891445	FALSE	TRUE
SSNA1	4	20.234169460190945	0.9999996281302457	1	0.144727095698679	FALSE	TRUE
THSD4	6	26.150326187732972	0.9990393887319735	1	0.05286331295534366	FALSE	FALSE
TPRN	3	16.486447593551762	0.8175395977725022	1	0.35363742207915555	FALSE	FALSE
LARP4	8	28.659002996712324	0.980770064206214	1	0.30140545001221253	FALSE	FALSE
CALM1	11	50.68914928879056	0.7024120198424343	1	0.606584519008315	FALSE	TRUE
PM20D2	1	6.482680622268415	0.5652176156454343	1	0.19863506974011536	FALSE	TRUE
TMEM203	1	7.303556872512451	1	1	-0.07019935251597122	FALSE	FALSE
NFKB2	9	43.30974021352274	0.9314916440662094	1	0.32183885898011116	FALSE	FALSE
SLC22A5	6	19.649006862148056	0.7896105864426424	1	0.3584915975510897	FALSE	FALSE
PILRB	12	59.53114035688808	0.9104810327370937	1	0.12722179684032509	FALSE	FALSE
NDOR1	5	22.618453579741427	0.36129996411370074	1	0.5227581316327665	FALSE	FALSE
RPP14	4	11.87882319027699	0.8791848922661498	1	0.13336345432478894	FALSE	FALSE
IGKC	1	10.447130152442094	0.03150353661162444	1	1.9654990023075458	FALSE	FALSE
HTD2	4	9.606221001131496	0.6795263525643463	1	0.35953155027815303	FALSE	FALSE
IGKV4-1	1	7.196755002659601	0.043246196433312456	1	2.1344919876722392	FALSE	FALSE
POU5F1B	2	5.984948929498374	1	1	-0.015591414390721727	FALSE	FALSE
