gs_name	gene	species
hangauer-2017_DTP-up	Agpat4	mouse
hangauer-2017_DTP-up	Agrp	mouse
hangauer-2017_DTP-up	Agxt2	mouse
hangauer-2017_DTP-up	Ahnak2	mouse
hangauer-2017_DTP-up	Aifm3	mouse
hangauer-2017_DTP-up	Ak7	mouse
hangauer-2017_DTP-up	Akap12	mouse
hangauer-2017_DTP-up	Akap6	mouse
hangauer-2017_DTP-up	Akna	mouse
hangauer-2017_DTP-up	Aknad1	mouse
hangauer-2017_DTP-up	Akt3	mouse
hangauer-2017_DTP-up	Alb	mouse
hangauer-2017_DTP-up	Aldh1a7	mouse
hangauer-2017_DTP-up	Aldh1a1	mouse
hangauer-2017_DTP-up	Aldh1l2	mouse
hangauer-2017_DTP-up	Aldh3a1	mouse
hangauer-2017_DTP-up	Aldh3a2	mouse
hangauer-2017_DTP-up	Aldh8a1	mouse
hangauer-2017_DTP-up	Aldob	mouse
hangauer-2017_DTP-up	Alk	mouse
hangauer-2017_DTP-up	Alox12	mouse
hangauer-2017_DTP-up	Alox5	mouse
hangauer-2017_DTP-up	Aloxe3	mouse
hangauer-2017_DTP-up	Alpk2	mouse
hangauer-2017_DTP-up	Alppl2	mouse
hangauer-2017_DTP-up	Akp3	mouse
hangauer-2017_DTP-up	Alpi	mouse
hangauer-2017_DTP-up	Als2cl	mouse
hangauer-2017_DTP-up	Alx3	mouse
hangauer-2017_DTP-up	Alx4	mouse
hangauer-2017_DTP-up	Amdhd1	mouse
hangauer-2017_DTP-up	Amer2	mouse
hangauer-2017_DTP-up	Amh	mouse
hangauer-2017_DTP-up	Amigo2	mouse
hangauer-2017_DTP-up	Amotl1	mouse
hangauer-2017_DTP-up	Amt	mouse
hangauer-2017_DTP-up	Ankdd1a	mouse
hangauer-2017_DTP-up	Ank	mouse
hangauer-2017_DTP-up	Ankk1	mouse
hangauer-2017_DTP-up	Ankle1	mouse
hangauer-2017_DTP-up	Ankrd1	mouse
hangauer-2017_DTP-up	Ankrd13a	mouse
hangauer-2017_DTP-up	Ankrd2	mouse
hangauer-2017_DTP-up	Ankrd24	mouse
hangauer-2017_DTP-up	Ankrd29	mouse
hangauer-2017_DTP-up	Ankrd31	mouse
hangauer-2017_DTP-up	Ankrd33b	mouse
hangauer-2017_DTP-up	Ankrd45	mouse
hangauer-2017_DTP-up	Ankrd53	mouse
hangauer-2017_DTP-up	Ankrd6	mouse
hangauer-2017_DTP-up	Ankzf1	mouse
hangauer-2017_DTP-up	Ano9	mouse
hangauer-2017_DTP-up	Antxr1	mouse
hangauer-2017_DTP-up	Ap3b2	mouse
hangauer-2017_DTP-up	Apba1	mouse
hangauer-2017_DTP-up	Apbb1	mouse
hangauer-2017_DTP-up	Apbb2	mouse
hangauer-2017_DTP-up	Aph1b	mouse
hangauer-2017_DTP-up	Aph1c	mouse
hangauer-2017_DTP-up	Apol10b	mouse
hangauer-2017_DTP-up	Apol10a	mouse
hangauer-2017_DTP-up	Apol9a	mouse
hangauer-2017_DTP-up	Apol9b	mouse
hangauer-2017_DTP-up	Apol11a	mouse
hangauer-2017_DTP-up	Apol11b	mouse
hangauer-2017_DTP-up	Apol6	mouse
hangauer-2017_DTP-up	Aqp7	mouse
hangauer-2017_DTP-up	Aqp8	mouse
hangauer-2017_DTP-up	Arhgap20	mouse
hangauer-2017_DTP-up	Arhgap24	mouse
hangauer-2017_DTP-up	Arhgap30	mouse
hangauer-2017_DTP-up	Arhgap4	mouse
hangauer-2017_DTP-up	Arhgap6	mouse
hangauer-2017_DTP-up	Arhgap9	mouse
hangauer-2017_DTP-up	Arhgef25	mouse
hangauer-2017_DTP-up	Arhgef37	mouse
hangauer-2017_DTP-up	Arid3c	mouse
hangauer-2017_DTP-up	Arid5a	mouse
hangauer-2017_DTP-up	Arl14	mouse
hangauer-2017_DTP-up	Arl15	mouse
hangauer-2017_DTP-up	Arl5c	mouse
hangauer-2017_DTP-up	Armc9	mouse
hangauer-2017_DTP-up	Armcx1	mouse
hangauer-2017_DTP-up	Armcx4	mouse
hangauer-2017_DTP-up	Arrdc3	mouse
hangauer-2017_DTP-up	Arrdc5	mouse
hangauer-2017_DTP-up	Arsa	mouse
hangauer-2017_DTP-up	Asb5	mouse
hangauer-2017_DTP-up	Ascl3	mouse
hangauer-2017_DTP-up	Aspdh	mouse
hangauer-2017_DTP-up	Asprv1	mouse
hangauer-2017_DTP-up	Astl	mouse
hangauer-2017_DTP-up	Atg14	mouse
hangauer-2017_DTP-up	Atg2b	mouse
hangauer-2017_DTP-up	Atoh1	mouse
hangauer-2017_DTP-up	Atoh8	mouse
hangauer-2017_DTP-up	Atp10d	mouse
hangauer-2017_DTP-up	Atp11a	mouse
hangauer-2017_DTP-up	Atp13a4	mouse
hangauer-2017_DTP-up	Atp6ap1l	mouse
hangauer-2017_DTP-up	Atp8a1	mouse
hangauer-2017_DTP-up	Atp8b2	mouse
hangauer-2017_DTP-up	Atxn3	mouse
hangauer-2017_DTP-up	Avil	mouse
hangauer-2017_DTP-up	Avpr1b	mouse
hangauer-2017_DTP-up	Avpr2	mouse
hangauer-2017_DTP-up	Axdnd1	mouse
hangauer-2017_DTP-up	Axl	mouse
hangauer-2017_DTP-up	Azin2	mouse
hangauer-2017_DTP-up	B3galt2	mouse
hangauer-2017_DTP-up	B3gnt7	mouse
hangauer-2017_DTP-up	B4galnt3	mouse
hangauer-2017_DTP-up	Bach1	mouse
hangauer-2017_DTP-up	Bach2	mouse
hangauer-2017_DTP-up	Baiap3	mouse
hangauer-2017_DTP-up	Barhl1	mouse
hangauer-2017_DTP-up	Barx2	mouse
hangauer-2017_DTP-up	Batf3	mouse
hangauer-2017_DTP-up	Baz2b	mouse
hangauer-2017_DTP-up	Bbox1	mouse
hangauer-2017_DTP-up	Bbs1	mouse
hangauer-2017_DTP-up	Bbs12	mouse
hangauer-2017_DTP-up	Bcl2	mouse
hangauer-2017_DTP-up	Bcl2l15	mouse
hangauer-2017_DTP-up	Bco2	mouse
hangauer-2017_DTP-up	Bdh2	mouse
hangauer-2017_DTP-up	Bdnf	mouse
hangauer-2017_DTP-up	Bean1	mouse
hangauer-2017_DTP-up	Bend4	mouse
hangauer-2017_DTP-up	Bend5	mouse
hangauer-2017_DTP-up	Best3	mouse
hangauer-2017_DTP-up	Bex2	mouse
hangauer-2017_DTP-up	Bex1	mouse
hangauer-2017_DTP-up	Bex2	mouse
hangauer-2017_DTP-up	Bex1	mouse
hangauer-2017_DTP-up	Gm5096	mouse
hangauer-2017_DTP-up	Bhmt	mouse
hangauer-2017_DTP-up	Bhmt2	mouse
hangauer-2017_DTP-up	Bicc1	mouse
hangauer-2017_DTP-up	Blnk	mouse
hangauer-2017_DTP-up	Bmf	mouse
hangauer-2017_DTP-up	Bmp3	mouse
hangauer-2017_DTP-up	Bmp4	mouse
hangauer-2017_DTP-up	Bmper	mouse
hangauer-2017_DTP-up	Bmt2	mouse
hangauer-2017_DTP-up	Bnc1	mouse
hangauer-2017_DTP-up	Bnipl	mouse
hangauer-2017_DTP-up	Boc	mouse
hangauer-2017_DTP-up	Brsk1	mouse
hangauer-2017_DTP-up	Bst1	mouse
hangauer-2017_DTP-up	Btbd16	mouse
hangauer-2017_DTP-up	Btk	mouse
hangauer-2017_DTP-up	Btn2a2	mouse
hangauer-2017_DTP-up	Gm36028	mouse
hangauer-2017_DTP-up	Gm5901	mouse
hangauer-2017_DTP-up	4931406C07Rik	mouse
hangauer-2017_DTP-up	2010003K11Rik	mouse
hangauer-2017_DTP-up	A930018P22Rik	mouse
hangauer-2017_DTP-up	D430019H16Rik	mouse
hangauer-2017_DTP-up	4930447C04Rik	mouse
hangauer-2017_DTP-up	4930562C15Rik	mouse
hangauer-2017_DTP-up	Gm11437	mouse
hangauer-2017_DTP-up	4930558K02Rik	mouse
hangauer-2017_DTP-up	1700028K03Rik	mouse
hangauer-2017_DTP-up	I830077J02Rik	mouse
hangauer-2017_DTP-up	BC028528	mouse
hangauer-2017_DTP-up	C1qa	mouse
hangauer-2017_DTP-up	C1qtnf1	mouse
hangauer-2017_DTP-up	C1qtnf9	mouse
hangauer-2017_DTP-up	C1ra	mouse
hangauer-2017_DTP-up	C1rb	mouse
hangauer-2017_DTP-up	C1s1	mouse
hangauer-2017_DTP-up	C1s2	mouse
hangauer-2017_DTP-up	4930402H24Rik	mouse
hangauer-2017_DTP-up	4932438H23Rik	mouse
hangauer-2017_DTP-up	C2cd4d	mouse
hangauer-2017_DTP-up	Gm34066	mouse
hangauer-2017_DTP-up	1700019D03Rik	mouse
hangauer-2017_DTP-up	6430571L13Rik	mouse
hangauer-2017_DTP-up	4930590J08Rik	mouse
hangauer-2017_DTP-up	1700102P08Rik	mouse
hangauer-2017_DTP-up	C4b	mouse
hangauer-2017_DTP-up	0610040J01Rik	mouse
hangauer-2017_DTP-up	1700029J07Rik	mouse
hangauer-2017_DTP-up	9130008F23Rik	mouse
hangauer-2017_DTP-up	Gm136	mouse
hangauer-2017_DTP-up	Gm11992	mouse
hangauer-2017_DTP-up	4933430I17Rik	mouse
hangauer-2017_DTP-up	1700001O22Rik	mouse
hangauer-2017_DTP-up	Car10	mouse
hangauer-2017_DTP-up	Car11	mouse
hangauer-2017_DTP-up	Car5b	mouse
hangauer-2017_DTP-up	Cabp1	mouse
hangauer-2017_DTP-up	Cabp4	mouse
hangauer-2017_DTP-up	Cacna1c	mouse
hangauer-2017_DTP-up	Cacna2d1	mouse
hangauer-2017_DTP-up	Cacna2d3	mouse
hangauer-2017_DTP-up	Cacnb1	mouse
hangauer-2017_DTP-up	Cacng1	mouse
hangauer-2017_DTP-up	Cacng5	mouse
hangauer-2017_DTP-up	Cacng6	mouse
hangauer-2017_DTP-up	Cacng8	mouse
hangauer-2017_DTP-up	Cadm2	mouse
hangauer-2017_DTP-up	Calb1	mouse
hangauer-2017_DTP-up	Calcb	mouse
hangauer-2017_DTP-up	Calcoco1	mouse
hangauer-2017_DTP-up	Calcr	mouse
hangauer-2017_DTP-up	Calcrl	mouse
hangauer-2017_DTP-up	Cald1	mouse
hangauer-2017_DTP-up	Calhm2	mouse
hangauer-2017_DTP-up	Calhm3	mouse
hangauer-2017_DTP-up	Calr3	mouse
hangauer-2017_DTP-up	Camk1d	mouse
hangauer-2017_DTP-up	Camk1g	mouse
hangauer-2017_DTP-up	Camk2b	mouse
hangauer-2017_DTP-up	Capn3	mouse
hangauer-2017_DTP-up	Capn8	mouse
hangauer-2017_DTP-up	Caprin2	mouse
hangauer-2017_DTP-up	Caps2	mouse
hangauer-2017_DTP-up	Capsl	mouse
hangauer-2017_DTP-up	Card6	mouse
hangauer-2017_DTP-up	Carf	mouse
hangauer-2017_DTP-up	Carmil2	mouse
hangauer-2017_DTP-up	Carns1	mouse
hangauer-2017_DTP-up	Catip	mouse
hangauer-2017_DTP-up	Catsperg2	mouse
hangauer-2017_DTP-up	Catsperg1	mouse
hangauer-2017_DTP-up	Cav1	mouse
hangauer-2017_DTP-up	Cav2	mouse
hangauer-2017_DTP-up	Cbln2	mouse
hangauer-2017_DTP-up	Cbln3	mouse
hangauer-2017_DTP-up	Cbx7	mouse
hangauer-2017_DTP-up	Cby3	mouse
hangauer-2017_DTP-up	Cc2d2a	mouse
hangauer-2017_DTP-up	Cc2d2b	mouse
hangauer-2017_DTP-up	Ccbe1	mouse
hangauer-2017_DTP-up	Ccdc114	mouse
hangauer-2017_DTP-up	Ccdc146	mouse
hangauer-2017_DTP-up	Ccdc152	mouse
hangauer-2017_DTP-up	Ccdc154	mouse
hangauer-2017_DTP-up	Ccdc158	mouse
hangauer-2017_DTP-up	Ccdc170	mouse
hangauer-2017_DTP-up	Ccdc173	mouse
hangauer-2017_DTP-up	Ccdc178	mouse
hangauer-2017_DTP-up	Ccdc191	mouse
hangauer-2017_DTP-up	Ccdc30	mouse
hangauer-2017_DTP-up	Ccdc36	mouse
hangauer-2017_DTP-up	Ccdc39	mouse
hangauer-2017_DTP-up	Ccdc62	mouse
hangauer-2017_DTP-up	Ccdc68	mouse
hangauer-2017_DTP-up	Ccdc73	mouse
hangauer-2017_DTP-up	Ccdc74a	mouse
hangauer-2017_DTP-up	Ccdc74a	mouse
hangauer-2017_DTP-up	Ccdc78	mouse
hangauer-2017_DTP-up	Ccdc82	mouse
hangauer-2017_DTP-up	Ccdc85a	mouse
hangauer-2017_DTP-up	Ccer2	mouse
hangauer-2017_DTP-up	Gm13306	mouse
hangauer-2017_DTP-up	Ccl27a	mouse
hangauer-2017_DTP-up	Ccl27	mouse
hangauer-2017_DTP-up	Ccl27b	mouse
hangauer-2017_DTP-up	Ccl28	mouse
hangauer-2017_DTP-up	Ccl3	mouse
hangauer-2017_DTP-up	Ccnd2	mouse
hangauer-2017_DTP-up	Ccng2	mouse
hangauer-2017_DTP-up	Ccr2	mouse
hangauer-2017_DTP-up	Ccr3	mouse
hangauer-2017_DTP-up	Cct6b	mouse
hangauer-2017_DTP-up	Cct8l1	mouse
hangauer-2017_DTP-up	Cd109	mouse
hangauer-2017_DTP-up	Cd177	mouse
hangauer-2017_DTP-up	Cd180	mouse
hangauer-2017_DTP-up	Cd19	mouse
hangauer-2017_DTP-up	Cd1d1	mouse
hangauer-2017_DTP-up	Cd1d2	mouse
hangauer-2017_DTP-up	Cd200	mouse
hangauer-2017_DTP-up	Cd22	mouse
hangauer-2017_DTP-up	Cd226	mouse
hangauer-2017_DTP-up	Cd27	mouse
hangauer-2017_DTP-up	Cd34	mouse
hangauer-2017_DTP-up	Cd44	mouse
hangauer-2017_DTP-up	Cd47	mouse
hangauer-2017_DTP-up	Cd5	mouse
hangauer-2017_DTP-up	Cd55	mouse
hangauer-2017_DTP-up	Cd55b	mouse
hangauer-2017_DTP-up	Cd7	mouse
hangauer-2017_DTP-up	Cdc42ep3	mouse
hangauer-2017_DTP-up	Cdcp2	mouse
hangauer-2017_DTP-up	Cdh11	mouse
hangauer-2017_DTP-up	Cdh12	mouse
hangauer-2017_DTP-up	Cdh18	mouse
hangauer-2017_DTP-up	Cdh2	mouse
hangauer-2017_DTP-up	Cdhr1	mouse
hangauer-2017_DTP-up	Cdhr3	mouse
hangauer-2017_DTP-up	Cdhr4	mouse
hangauer-2017_DTP-up	Cdhr5	mouse
hangauer-2017_DTP-up	Cdk5r2	mouse
hangauer-2017_DTP-up	Cdkl1	mouse
hangauer-2017_DTP-up	Cdkl4	mouse
hangauer-2017_DTP-up	Cdkn1c	mouse
hangauer-2017_DTP-up	Cdkn2b	mouse
hangauer-2017_DTP-up	Cdnf	mouse
hangauer-2017_DTP-up	Cdon	mouse
hangauer-2017_DTP-up	Cdsn	mouse
hangauer-2017_DTP-up	Cdx2	mouse
hangauer-2017_DTP-up	Ceacam19	mouse
hangauer-2017_DTP-up	Cela1	mouse
hangauer-2017_DTP-up	Celf4	mouse
hangauer-2017_DTP-up	Celf6	mouse
hangauer-2017_DTP-up	Celsr3	mouse
hangauer-2017_DTP-up	Cemip	mouse
hangauer-2017_DTP-up	Cend1	mouse
hangauer-2017_DTP-up	Cep162	mouse
hangauer-2017_DTP-up	Cep68	mouse
hangauer-2017_DTP-up	Cerk	mouse
hangauer-2017_DTP-up	Cers3	mouse
hangauer-2017_DTP-up	Ces4a	mouse
hangauer-2017_DTP-up	Ces5a	mouse
hangauer-2017_DTP-up	Cfap100	mouse
hangauer-2017_DTP-up	Cfap221	mouse
hangauer-2017_DTP-up	Cfap43	mouse
hangauer-2017_DTP-up	Cfap44	mouse
hangauer-2017_DTP-up	Cfap52	mouse
hangauer-2017_DTP-up	Cfap65	mouse
hangauer-2017_DTP-up	Cfap70	mouse
hangauer-2017_DTP-up	Cgn	mouse
hangauer-2017_DTP-up	Chad	mouse
hangauer-2017_DTP-up	Chd5	mouse
hangauer-2017_DTP-up	Chd6	mouse
hangauer-2017_DTP-up	Chil1	mouse
hangauer-2017_DTP-up	Chrd	mouse
hangauer-2017_DTP-up	Chrdl2	mouse
hangauer-2017_DTP-up	Chrm4	mouse
hangauer-2017_DTP-up	Chrm5	mouse
hangauer-2017_DTP-up	Chrne	mouse
hangauer-2017_DTP-up	Ciita	mouse
hangauer-2017_DTP-up	Cited2	mouse
hangauer-2017_DTP-up	Ckb	mouse
hangauer-2017_DTP-up	Ckmt2	mouse
hangauer-2017_DTP-up	Clcn4	mouse
hangauer-2017_DTP-up	Cldn11	mouse
hangauer-2017_DTP-up	Cldn8	mouse
hangauer-2017_DTP-up	Clec18a	mouse
hangauer-2017_DTP-up	Clec18a	mouse
hangauer-2017_DTP-up	Clec18a	mouse
hangauer-2017_DTP-up	Clec3b	mouse
hangauer-2017_DTP-up	Clec4a1	mouse
hangauer-2017_DTP-up	Clec4f	mouse
hangauer-2017_DTP-up	Clic5	mouse
hangauer-2017_DTP-up	Clip3	mouse
hangauer-2017_DTP-up	Clip4	mouse
hangauer-2017_DTP-up	Clk1	mouse
hangauer-2017_DTP-up	Clk4	mouse
hangauer-2017_DTP-up	Clrn1	mouse
hangauer-2017_DTP-up	Clybl	mouse
hangauer-2017_DTP-up	Cma1	mouse
hangauer-2017_DTP-up	Cmya5	mouse
hangauer-2017_DTP-up	Cnbd2	mouse
hangauer-2017_DTP-up	Cndp1	mouse
hangauer-2017_DTP-up	Cnga4	mouse
hangauer-2017_DTP-up	Cnot6l	mouse
hangauer-2017_DTP-up	Cnpy1	mouse
hangauer-2017_DTP-up	Cnr1	mouse
hangauer-2017_DTP-up	Cnrip1	mouse
hangauer-2017_DTP-up	Cntn1	mouse
hangauer-2017_DTP-up	Cntn3	mouse
hangauer-2017_DTP-up	Cntn4	mouse
hangauer-2017_DTP-up	Cntnap3	mouse
hangauer-2017_DTP-up	Cntnap3	mouse
hangauer-2017_DTP-up	Col12a1	mouse
hangauer-2017_DTP-up	Col15a1	mouse
hangauer-2017_DTP-up	Col16a1	mouse
hangauer-2017_DTP-up	Col17a1	mouse
hangauer-2017_DTP-up	Col18a1	mouse
hangauer-2017_DTP-up	Col23a1	mouse
hangauer-2017_DTP-up	Col25a1	mouse
hangauer-2017_DTP-up	Col27a1	mouse
hangauer-2017_DTP-up	Col28a1	mouse
hangauer-2017_DTP-up	Col4a3	mouse
hangauer-2017_DTP-up	Col4a4	mouse
hangauer-2017_DTP-up	Col4a5	mouse
hangauer-2017_DTP-up	Col5a1	mouse
hangauer-2017_DTP-up	Col5a3	mouse
hangauer-2017_DTP-up	Col6a3	mouse
hangauer-2017_DTP-up	Col6a6	mouse
hangauer-2017_DTP-up	Colec12	mouse
hangauer-2017_DTP-up	Colq	mouse
hangauer-2017_DTP-up	Coq10a	mouse
hangauer-2017_DTP-up	Cpa2	mouse
hangauer-2017_DTP-up	Cpq	mouse
hangauer-2017_DTP-up	Cpxm2	mouse
hangauer-2017_DTP-up	Cr2	mouse
hangauer-2017_DTP-up	Crebrf	mouse
hangauer-2017_DTP-up	Creg2	mouse
hangauer-2017_DTP-up	Crim1	mouse
hangauer-2017_DTP-up	Crip3	mouse
hangauer-2017_DTP-up	Crispld1	mouse
hangauer-2017_DTP-up	Crocc	mouse
hangauer-2017_DTP-up	Crygs	mouse
hangauer-2017_DTP-up	Csf2ra	mouse
hangauer-2017_DTP-up	Csmd2	mouse
hangauer-2017_DTP-up	Cspg4	mouse
hangauer-2017_DTP-up	Ctdsp2	mouse
hangauer-2017_DTP-up	Ctnna3	mouse
hangauer-2017_DTP-up	Ctrb1	mouse
hangauer-2017_DTP-up	Ctrb1	mouse
hangauer-2017_DTP-up	Ctsf	mouse
hangauer-2017_DTP-up	Ctsk	mouse
hangauer-2017_DTP-up	Ctss	mouse
hangauer-2017_DTP-up	Cubn	mouse
hangauer-2017_DTP-up	Cxcl10	mouse
hangauer-2017_DTP-up	Cxcl12	mouse
hangauer-2017_DTP-up	Cxcl13	mouse
hangauer-2017_DTP-up	Cxcr3	mouse
hangauer-2017_DTP-up	Cybrd1	mouse
hangauer-2017_DTP-up	Cyp1a1	mouse
hangauer-2017_DTP-up	Cyp1a2	mouse
hangauer-2017_DTP-up	Cyp21a1	mouse
hangauer-2017_DTP-up	Cyp26a1	mouse
hangauer-2017_DTP-up	Cyp2a5	mouse
hangauer-2017_DTP-up	Cyp2a12	mouse
hangauer-2017_DTP-up	Cyp2a4	mouse
hangauer-2017_DTP-up	Cyp2a22	mouse
hangauer-2017_DTP-up	Cyp2a5	mouse
hangauer-2017_DTP-up	Cyp2a12	mouse
hangauer-2017_DTP-up	Cyp2a4	mouse
hangauer-2017_DTP-up	Cyp2a22	mouse
hangauer-2017_DTP-up	Cyp2a5	mouse
hangauer-2017_DTP-up	Cyp2a12	mouse
hangauer-2017_DTP-up	Cyp2a4	mouse
hangauer-2017_DTP-up	Cyp2a22	mouse
hangauer-2017_DTP-up	Cyp2d26	mouse
hangauer-2017_DTP-up	Cyp2d22	mouse
hangauer-2017_DTP-up	Cyp2d40	mouse
hangauer-2017_DTP-up	Cyp2d11	mouse
hangauer-2017_DTP-up	Cyp2d9	mouse
hangauer-2017_DTP-up	Cyp2d34	mouse
hangauer-2017_DTP-up	Cyp2d10	mouse
hangauer-2017_DTP-up	Cyp2d12	mouse
hangauer-2017_DTP-up	Cyp2e1	mouse
hangauer-2017_DTP-up	Cyp2w1	mouse
hangauer-2017_DTP-up	Cyp3a25	mouse
hangauer-2017_DTP-up	Cyp3a13	mouse
hangauer-2017_DTP-up	Cyp3a16	mouse
hangauer-2017_DTP-up	Cyp3a44	mouse
hangauer-2017_DTP-up	Cyp3a11	mouse
hangauer-2017_DTP-up	Cyp3a59	mouse
hangauer-2017_DTP-up	Cyp3a57	mouse
hangauer-2017_DTP-up	Cyp3a41a	mouse
hangauer-2017_DTP-up	Cyp3a41b	mouse
hangauer-2017_DTP-up	Cyp3a25	mouse
hangauer-2017_DTP-up	Cyp3a13	mouse
hangauer-2017_DTP-up	Cyp3a16	mouse
hangauer-2017_DTP-up	Cyp3a44	mouse
hangauer-2017_DTP-up	Cyp3a11	mouse
hangauer-2017_DTP-up	Cyp3a59	mouse
hangauer-2017_DTP-up	Cyp3a57	mouse
hangauer-2017_DTP-up	Cyp3a41a	mouse
hangauer-2017_DTP-up	Cyp3a41b	mouse
hangauer-2017_DTP-up	Cyp3a25	mouse
hangauer-2017_DTP-up	Cyp3a13	mouse
hangauer-2017_DTP-up	Cyp3a16	mouse
hangauer-2017_DTP-up	Cyp3a44	mouse
hangauer-2017_DTP-up	Cyp3a11	mouse
hangauer-2017_DTP-up	Cyp3a59	mouse
hangauer-2017_DTP-up	Cyp3a57	mouse
hangauer-2017_DTP-up	Cyp3a41a	mouse
hangauer-2017_DTP-up	Cyp3a41b	mouse
hangauer-2017_DTP-up	Cyp46a1	mouse
hangauer-2017_DTP-up	Cyp4a31	mouse
hangauer-2017_DTP-up	Cyp4a32	mouse
hangauer-2017_DTP-up	Cyp4a10	mouse
hangauer-2017_DTP-up	Cyp4a30b	mouse
hangauer-2017_DTP-up	Cyp4a31	mouse
hangauer-2017_DTP-up	Cyp4a32	mouse
hangauer-2017_DTP-up	Cyp4a10	mouse
hangauer-2017_DTP-up	Cyp4a30b	mouse
hangauer-2017_DTP-up	Cyp4a31	mouse
hangauer-2017_DTP-up	Cyp4a32	mouse
hangauer-2017_DTP-up	Cyp4a10	mouse
hangauer-2017_DTP-up	Cyp4a30b	mouse
hangauer-2017_DTP-up	Cyp4f14	mouse
hangauer-2017_DTP-up	Cyp4f15	mouse
hangauer-2017_DTP-up	Cyp4f40	mouse
hangauer-2017_DTP-up	Cyp4f39	mouse
hangauer-2017_DTP-up	Cyp4f18	mouse
hangauer-2017_DTP-up	Cyp4f13	mouse
hangauer-2017_DTP-up	Cyp4f16	mouse
hangauer-2017_DTP-up	Cyp4f37	mouse
hangauer-2017_DTP-up	Cyp4f17	mouse
hangauer-2017_DTP-up	Cyp7a1	mouse
hangauer-2017_DTP-up	Cysrt1	mouse
hangauer-2017_DTP-up	Daam2	mouse
hangauer-2017_DTP-up	Dact1	mouse
hangauer-2017_DTP-up	Dapk2	mouse
hangauer-2017_DTP-up	Dapp1	mouse
hangauer-2017_DTP-up	Dbh	mouse
hangauer-2017_DTP-up	Dbp	mouse
hangauer-2017_DTP-up	Dcaf4	mouse
hangauer-2017_DTP-up	Dcdc2a	mouse
hangauer-2017_DTP-up	Dclk2	mouse
hangauer-2017_DTP-up	Dcstamp	mouse
hangauer-2017_DTP-up	Ddit4	mouse
hangauer-2017_DTP-up	Defb22	mouse
hangauer-2017_DTP-up	Defb15	mouse
hangauer-2017_DTP-up	Defb34	mouse
hangauer-2017_DTP-up	Dennd3	mouse
hangauer-2017_DTP-up	Deptor	mouse
hangauer-2017_DTP-up	Dhdh	mouse
hangauer-2017_DTP-up	Gm45808	mouse
hangauer-2017_DTP-up	Dio1	mouse
hangauer-2017_DTP-up	Diras2	mouse
hangauer-2017_DTP-up	Dixdc1	mouse
hangauer-2017_DTP-up	Dlc1	mouse
hangauer-2017_DTP-up	Dlec1	mouse
hangauer-2017_DTP-up	Dlg2	mouse
hangauer-2017_DTP-up	Dlx2	mouse
hangauer-2017_DTP-up	Dmgdh	mouse
hangauer-2017_DTP-up	Dnaaf1	mouse
hangauer-2017_DTP-up	Dnah1	mouse
hangauer-2017_DTP-up	Dnah10	mouse
hangauer-2017_DTP-up	Dnah17	mouse
hangauer-2017_DTP-up	Dnah2	mouse
hangauer-2017_DTP-up	Dnajb4	mouse
hangauer-2017_DTP-up	Dnajc6	mouse
hangauer-2017_DTP-up	Dnm1	mouse
hangauer-2017_DTP-up	Dnm3	mouse
hangauer-2017_DTP-up	Dnmbp	mouse
hangauer-2017_DTP-up	Dok6	mouse
hangauer-2017_DTP-up	Dpep2	mouse
hangauer-2017_DTP-up	Dpp10	mouse
hangauer-2017_DTP-up	Dpy19l2	mouse
hangauer-2017_DTP-up	Dpyd	mouse
hangauer-2017_DTP-up	Dpysl3	mouse
hangauer-2017_DTP-up	Dqx1	mouse
hangauer-2017_DTP-up	Dscam	mouse
hangauer-2017_DTP-up	Dse	mouse
hangauer-2017_DTP-up	Dtx3	mouse
hangauer-2017_DTP-up	Duox1	mouse
hangauer-2017_DTP-up	Duox2	mouse
hangauer-2017_DTP-up	Duoxa1	mouse
hangauer-2017_DTP-up	Duoxa2	mouse
hangauer-2017_DTP-up	Dusp15	mouse
hangauer-2017_DTP-up	Dusp27	mouse
hangauer-2017_DTP-up	Dync2h1	mouse
hangauer-2017_DTP-up	Dynlrb2	mouse
hangauer-2017_DTP-up	Dyrk1b	mouse
hangauer-2017_DTP-up	Ebf1	mouse
hangauer-2017_DTP-up	Ebf2	mouse
hangauer-2017_DTP-up	Ebf3	mouse
hangauer-2017_DTP-up	Ebf4	mouse
hangauer-2017_DTP-up	Edar	mouse
hangauer-2017_DTP-up	Edil3	mouse
hangauer-2017_DTP-up	Ednra	mouse
hangauer-2017_DTP-up	Gm11639	mouse
hangauer-2017_DTP-up	Efcab5	mouse
hangauer-2017_DTP-up	Efcab7	mouse
hangauer-2017_DTP-up	Efemp2	mouse
hangauer-2017_DTP-up	Efhb	mouse
hangauer-2017_DTP-up	Efhc2	mouse
hangauer-2017_DTP-up	Efna1	mouse
hangauer-2017_DTP-up	Efna5	mouse
hangauer-2017_DTP-up	Efnb2	mouse
hangauer-2017_DTP-up	Efnb3	mouse
hangauer-2017_DTP-up	Eid2b	mouse
hangauer-2017_DTP-up	Elf4	mouse
hangauer-2017_DTP-up	Elfn1	mouse
hangauer-2017_DTP-up	Elmod1	mouse
hangauer-2017_DTP-up	Elovl4	mouse
hangauer-2017_DTP-up	Emx1	mouse
hangauer-2017_DTP-up	Enkur	mouse
hangauer-2017_DTP-up	Eno2	mouse
hangauer-2017_DTP-up	Eno3	mouse
hangauer-2017_DTP-up	Enpp5	mouse
