gs_name	gene	species
zhao-2020_DTP-up_GSE153183	Nrcam	mouse
zhao-2020_DTP-up_GSE153183	Nsf	mouse
zhao-2020_DTP-up_GSE153183	Nt5e	mouse
zhao-2020_DTP-up_GSE153183	Ntf5	mouse
zhao-2020_DTP-up_GSE153183	Ntn4	mouse
zhao-2020_DTP-up_GSE153183	Nucb1	mouse
zhao-2020_DTP-up_GSE153183	Nupr1	mouse
zhao-2020_DTP-up_GSE153183	Nxnl2	mouse
zhao-2020_DTP-up_GSE153183	Nynrin	mouse
zhao-2020_DTP-up_GSE153183	Obsl1	mouse
zhao-2020_DTP-up_GSE153183	Ocel1	mouse
zhao-2020_DTP-up_GSE153183	Odf3b	mouse
zhao-2020_DTP-up_GSE153183	Ogdhl	mouse
zhao-2020_DTP-up_GSE153183	Olr1	mouse
zhao-2020_DTP-up_GSE153183	Ophn1	mouse
zhao-2020_DTP-up_GSE153183	Oplah	mouse
zhao-2020_DTP-up_GSE153183	Opn3	mouse
zhao-2020_DTP-up_GSE153183	Optn	mouse
zhao-2020_DTP-up_GSE153183	Orai3	mouse
zhao-2020_DTP-up_GSE153183	Osbpl5	mouse
zhao-2020_DTP-up_GSE153183	Osbpl7	mouse
zhao-2020_DTP-up_GSE153183	Osr2	mouse
zhao-2020_DTP-up_GSE153183	Otud1	mouse
zhao-2020_DTP-up_GSE153183	Ovch2	mouse
zhao-2020_DTP-up_GSE153183	P2rx4	mouse
zhao-2020_DTP-up_GSE153183	P2rx6	mouse
zhao-2020_DTP-up_GSE153183	Palm3	mouse
zhao-2020_DTP-up_GSE153183	Paqr6	mouse
zhao-2020_DTP-up_GSE153183	Paqr7	mouse
zhao-2020_DTP-up_GSE153183	Pard6b	mouse
zhao-2020_DTP-up_GSE153183	Parva	mouse
zhao-2020_DTP-up_GSE153183	Pax8	mouse
zhao-2020_DTP-up_GSE153183	Pbxip1	mouse
zhao-2020_DTP-up_GSE153183	Pcmtd1	mouse
zhao-2020_DTP-up_GSE153183	Pcsk4	mouse
zhao-2020_DTP-up_GSE153183	Pcsk6	mouse
zhao-2020_DTP-up_GSE153183	Pcyox1	mouse
zhao-2020_DTP-up_GSE153183	Pdcd4	mouse
zhao-2020_DTP-up_GSE153183	Pde4dip	mouse
zhao-2020_DTP-up_GSE153183	Pde5a	mouse
zhao-2020_DTP-up_GSE153183	Pde6g	mouse
zhao-2020_DTP-up_GSE153183	Pdgfd	mouse
zhao-2020_DTP-up_GSE153183	Pdgfrl	mouse
zhao-2020_DTP-up_GSE153183	Pdk4	mouse
zhao-2020_DTP-up_GSE153183	Pdlim1	mouse
zhao-2020_DTP-up_GSE153183	Pdzk1	mouse
zhao-2020_DTP-up_GSE153183	Pdzk1ip1	mouse
zhao-2020_DTP-up_GSE153183	Peli1	mouse
zhao-2020_DTP-up_GSE153183	Peli3	mouse
zhao-2020_DTP-up_GSE153183	Pex6	mouse
zhao-2020_DTP-up_GSE153183	Pgam2	mouse
zhao-2020_DTP-up_GSE153183	Pgpep1	mouse
zhao-2020_DTP-up_GSE153183	Phactr2	mouse
zhao-2020_DTP-up_GSE153183	Phykpl	mouse
zhao-2020_DTP-up_GSE153183	Pik3ap1	mouse
zhao-2020_DTP-up_GSE153183	Pik3c2b	mouse
zhao-2020_DTP-up_GSE153183	Pik3ip1	mouse
zhao-2020_DTP-up_GSE153183	Pink1	mouse
zhao-2020_DTP-up_GSE153183	Pip5k1b	mouse
zhao-2020_DTP-up_GSE153183	Pja2	mouse
zhao-2020_DTP-up_GSE153183	Pkd1l2	mouse
zhao-2020_DTP-up_GSE153183	Pkd2	mouse
zhao-2020_DTP-up_GSE153183	Pla2g2f	mouse
zhao-2020_DTP-up_GSE153183	Pla2r1	mouse
zhao-2020_DTP-up_GSE153183	Plcd3	mouse
zhao-2020_DTP-up_GSE153183	Plce1	mouse
zhao-2020_DTP-up_GSE153183	Pld3	mouse
zhao-2020_DTP-up_GSE153183	Plekha6	mouse
zhao-2020_DTP-up_GSE153183	Plekhb1	mouse
zhao-2020_DTP-up_GSE153183	Plekhf1	mouse
zhao-2020_DTP-up_GSE153183	Plekhg6	mouse
zhao-2020_DTP-up_GSE153183	Plekhh3	mouse
zhao-2020_DTP-up_GSE153183	Plekho2	mouse
zhao-2020_DTP-up_GSE153183	Pllp	mouse
zhao-2020_DTP-up_GSE153183	Plxna1	mouse
zhao-2020_DTP-up_GSE153183	Plxnb1	mouse
zhao-2020_DTP-up_GSE153183	Pmaip1	mouse
zhao-2020_DTP-up_GSE153183	Pmel	mouse
zhao-2020_DTP-up_GSE153183	Pnck	mouse
zhao-2020_DTP-up_GSE153183	Pnpla3	mouse
zhao-2020_DTP-up_GSE153183	Pnpla7	mouse
zhao-2020_DTP-up_GSE153183	Pnrc1	mouse
zhao-2020_DTP-up_GSE153183	Ppm1d	mouse
zhao-2020_DTP-up_GSE153183	Ppm1h	mouse
zhao-2020_DTP-up_GSE153183	Ppm1l	mouse
zhao-2020_DTP-up_GSE153183	Ppme1	mouse
zhao-2020_DTP-up_GSE153183	Ppp1r15a	mouse
zhao-2020_DTP-up_GSE153183	Ppp2r3a	mouse
zhao-2020_DTP-up_GSE153183	Prcp	mouse
zhao-2020_DTP-up_GSE153183	Prdx6	mouse
zhao-2020_DTP-up_GSE153183	Prdx6b	mouse
zhao-2020_DTP-up_GSE153183	Prickle1	mouse
zhao-2020_DTP-up_GSE153183	Gm21981	mouse
zhao-2020_DTP-up_GSE153183	Prickle4	mouse
zhao-2020_DTP-up_GSE153183	Prkar2b	mouse
zhao-2020_DTP-up_GSE153183	Prkch	mouse
zhao-2020_DTP-up_GSE153183	Prr15	mouse
zhao-2020_DTP-up_GSE153183	Prr15l	mouse
zhao-2020_DTP-up_GSE153183	Prr16	mouse
zhao-2020_DTP-up_GSE153183	Prrc1	mouse
zhao-2020_DTP-up_GSE153183	Prrg2	mouse
zhao-2020_DTP-up_GSE153183	Prrt4	mouse
zhao-2020_DTP-up_GSE153183	Prss16	mouse
zhao-2020_DTP-up_GSE153183	Prss8	mouse
zhao-2020_DTP-up_GSE153183	Psapl1	mouse
zhao-2020_DTP-up_GSE153183	Psca	mouse
zhao-2020_DTP-up_GSE153183	Psg18	mouse
zhao-2020_DTP-up_GSE153183	Psg17	mouse
zhao-2020_DTP-up_GSE153183	Psg19	mouse
zhao-2020_DTP-up_GSE153183	Ceacam9	mouse
zhao-2020_DTP-up_GSE153183	Ceacam5	mouse
zhao-2020_DTP-up_GSE153183	Psg29	mouse
zhao-2020_DTP-up_GSE153183	Ceacam14	mouse
zhao-2020_DTP-up_GSE153183	Ceacam12	mouse
zhao-2020_DTP-up_GSE153183	Ceacam11	mouse
zhao-2020_DTP-up_GSE153183	Psg28	mouse
zhao-2020_DTP-up_GSE153183	Psg22	mouse
zhao-2020_DTP-up_GSE153183	Ceacam3	mouse
zhao-2020_DTP-up_GSE153183	Ceacam10	mouse
zhao-2020_DTP-up_GSE153183	Ceacam2	mouse
zhao-2020_DTP-up_GSE153183	Ceacam13	mouse
zhao-2020_DTP-up_GSE153183	Psg20	mouse
zhao-2020_DTP-up_GSE153183	Psg16	mouse
zhao-2020_DTP-up_GSE153183	Psg21	mouse
zhao-2020_DTP-up_GSE153183	Psg27	mouse
zhao-2020_DTP-up_GSE153183	Psg25	mouse
zhao-2020_DTP-up_GSE153183	Psg26	mouse
zhao-2020_DTP-up_GSE153183	Ceacam1	mouse
zhao-2020_DTP-up_GSE153183	Psg23	mouse
zhao-2020_DTP-up_GSE153183	Gm5155	mouse
zhao-2020_DTP-up_GSE153183	Ceacam15	mouse
zhao-2020_DTP-up_GSE153183	Ptk6	mouse
zhao-2020_DTP-up_GSE153183	Ptpn14	mouse
zhao-2020_DTP-up_GSE153183	Ptpn21	mouse
zhao-2020_DTP-up_GSE153183	Ptpn6	mouse
zhao-2020_DTP-up_GSE153183	Ptpru	mouse
zhao-2020_DTP-up_GSE153183	Pus10	mouse
zhao-2020_DTP-up_GSE153183	Pvrig	mouse
zhao-2020_DTP-up_GSE153183	Pyroxd2	mouse
zhao-2020_DTP-up_GSE153183	Qprt	mouse
zhao-2020_DTP-up_GSE153183	Rab11fip4	mouse
zhao-2020_DTP-up_GSE153183	Rab17	mouse
zhao-2020_DTP-up_GSE153183	Rab40b	mouse
zhao-2020_DTP-up_GSE153183	Rab43	mouse
zhao-2020_DTP-up_GSE153183	Rab5b	mouse
zhao-2020_DTP-up_GSE153183	Rabac1	mouse
zhao-2020_DTP-up_GSE153183	Rabgap1l	mouse
zhao-2020_DTP-up_GSE153183	Ulbp1	mouse
zhao-2020_DTP-up_GSE153183	Rasgrf1	mouse
zhao-2020_DTP-up_GSE153183	Rassf2	mouse
zhao-2020_DTP-up_GSE153183	Rassf5	mouse
zhao-2020_DTP-up_GSE153183	Rbbp8nl	mouse
zhao-2020_DTP-up_GSE153183	Rcan1	mouse
zhao-2020_DTP-up_GSE153183	Rerg	mouse
zhao-2020_DTP-up_GSE153183	Rgl1	mouse
zhao-2020_DTP-up_GSE153183	Rgl3	mouse
zhao-2020_DTP-up_GSE153183	Rgma	mouse
zhao-2020_DTP-up_GSE153183	Rhbdf1	mouse
zhao-2020_DTP-up_GSE153183	Rhob	mouse
zhao-2020_DTP-up_GSE153183	Rhou	mouse
zhao-2020_DTP-up_GSE153183	Rhov	mouse
zhao-2020_DTP-up_GSE153183	Rilpl2	mouse
zhao-2020_DTP-up_GSE153183	Rimklb	mouse
zhao-2020_DTP-up_GSE153183	Rin2	mouse
zhao-2020_DTP-up_GSE153183	Rnase4	mouse
zhao-2020_DTP-up_GSE153183	Rnd3	mouse
zhao-2020_DTP-up_GSE153183	Rnf103	mouse
zhao-2020_DTP-up_GSE153183	Rnf144b	mouse
zhao-2020_DTP-up_GSE153183	Rnf146	mouse
zhao-2020_DTP-up_GSE153183	Rnf215	mouse
zhao-2020_DTP-up_GSE153183	Rnf222	mouse
zhao-2020_DTP-up_GSE153183	Rnf224	mouse
zhao-2020_DTP-up_GSE153183	Rnf225	mouse
zhao-2020_DTP-up_GSE153183	Rsrp1	mouse
zhao-2020_DTP-up_GSE153183	Rtn2	mouse
zhao-2020_DTP-up_GSE153183	Rtn3	mouse
zhao-2020_DTP-up_GSE153183	Rwdd2a	mouse
zhao-2020_DTP-up_GSE153183	S100a4	mouse
zhao-2020_DTP-up_GSE153183	Saa2	mouse
zhao-2020_DTP-up_GSE153183	Saa1	mouse
zhao-2020_DTP-up_GSE153183	Saa2	mouse
zhao-2020_DTP-up_GSE153183	Saa1	mouse
zhao-2020_DTP-up_GSE153183	Sall4	mouse
zhao-2020_DTP-up_GSE153183	Samd4	mouse
zhao-2020_DTP-up_GSE153183	Sash1	mouse
zhao-2020_DTP-up_GSE153183	Sat1	mouse
zhao-2020_DTP-up_GSE153183	Sc5d	mouse
zhao-2020_DTP-up_GSE153183	Scara3	mouse
zhao-2020_DTP-up_GSE153183	Scarb2	mouse
zhao-2020_DTP-up_GSE153183	Scd2	mouse
zhao-2020_DTP-up_GSE153183	Scd4	mouse
zhao-2020_DTP-up_GSE153183	Scin	mouse
zhao-2020_DTP-up_GSE153183	Scrn2	mouse
zhao-2020_DTP-up_GSE153183	Scx	mouse
zhao-2020_DTP-up_GSE153183	Sdcbp2	mouse
zhao-2020_DTP-up_GSE153183	Sdsl	mouse
zhao-2020_DTP-up_GSE153183	Sec24d	mouse
zhao-2020_DTP-up_GSE153183	Sec31b	mouse
zhao-2020_DTP-up_GSE153183	Sectm1a	mouse
zhao-2020_DTP-up_GSE153183	Sectm1b	mouse
zhao-2020_DTP-up_GSE153183	Sema3c	mouse
zhao-2020_DTP-up_GSE153183	Sema3f	mouse
zhao-2020_DTP-up_GSE153183	Sema5a	mouse
zhao-2020_DTP-up_GSE153183	Serinc2	mouse
zhao-2020_DTP-up_GSE153183	Serinc5	mouse
zhao-2020_DTP-up_GSE153183	Serpinb2	mouse
zhao-2020_DTP-up_GSE153183	Serping1	mouse
zhao-2020_DTP-up_GSE153183	Sesn1	mouse
zhao-2020_DTP-up_GSE153183	Sez6l2	mouse
zhao-2020_DTP-up_GSE153183	Sfn	mouse
zhao-2020_DTP-up_GSE153183	Sgsm1	mouse
zhao-2020_DTP-up_GSE153183	Sh2b2	mouse
zhao-2020_DTP-up_GSE153183	Sh3bgrl	mouse
zhao-2020_DTP-up_GSE153183	Sh3d21	mouse
zhao-2020_DTP-up_GSE153183	Sh3tc1	mouse
zhao-2020_DTP-up_GSE153183	Sh3yl1	mouse
zhao-2020_DTP-up_GSE153183	Shisa4	mouse
zhao-2020_DTP-up_GSE153183	Skp2	mouse
zhao-2020_DTP-up_GSE153183	Slc12a4	mouse
zhao-2020_DTP-up_GSE153183	Slc15a2	mouse
zhao-2020_DTP-up_GSE153183	Slc16a13	mouse
zhao-2020_DTP-up_GSE153183	Slc16a4	mouse
zhao-2020_DTP-up_GSE153183	Slc17a5	mouse
zhao-2020_DTP-up_GSE153183	Slc19a2	mouse
zhao-2020_DTP-up_GSE153183	Slc1a6	mouse
zhao-2020_DTP-up_GSE153183	Slc22a23	mouse
zhao-2020_DTP-up_GSE153183	Slc25a29	mouse
zhao-2020_DTP-up_GSE153183	Slc25a42	mouse
zhao-2020_DTP-up_GSE153183	Slc25a45	mouse
zhao-2020_DTP-up_GSE153183	Slc26a1	mouse
zhao-2020_DTP-up_GSE153183	Slc26a11	mouse
zhao-2020_DTP-up_GSE153183	Slc26a2	mouse
zhao-2020_DTP-up_GSE153183	Slc27a1	mouse
zhao-2020_DTP-up_GSE153183	Slc28a3	mouse
zhao-2020_DTP-up_GSE153183	Slc29a2	mouse
zhao-2020_DTP-up_GSE153183	Slc2a10	mouse
zhao-2020_DTP-up_GSE153183	Slc31a2	mouse
zhao-2020_DTP-up_GSE153183	Slc34a3	mouse
zhao-2020_DTP-up_GSE153183	Slc35a1	mouse
zhao-2020_DTP-up_GSE153183	Slc35d1	mouse
zhao-2020_DTP-up_GSE153183	Slc38a9	mouse
zhao-2020_DTP-up_GSE153183	Slc40a1	mouse
zhao-2020_DTP-up_GSE153183	Slc41a1	mouse
zhao-2020_DTP-up_GSE153183	Slc44a2	mouse
zhao-2020_DTP-up_GSE153183	Slc46a3	mouse
zhao-2020_DTP-up_GSE153183	Slc4a3	mouse
zhao-2020_DTP-up_GSE153183	Slc4a8	mouse
zhao-2020_DTP-up_GSE153183	Slc6a12	mouse
zhao-2020_DTP-up_GSE153183	Slc6a9	mouse
zhao-2020_DTP-up_GSE153183	Slc7a6	mouse
zhao-2020_DTP-up_GSE153183	Slc7a7	mouse
zhao-2020_DTP-up_GSE153183	Slc7a8	mouse
zhao-2020_DTP-up_GSE153183	Slc9a2	mouse
zhao-2020_DTP-up_GSE153183	Slf2	mouse
zhao-2020_DTP-up_GSE153183	Slpi	mouse
zhao-2020_DTP-up_GSE153183	Smpd3	mouse
zhao-2020_DTP-up_GSE153183	Smpdl3a	mouse
zhao-2020_DTP-up_GSE153183	Sncg	mouse
zhao-2020_DTP-up_GSE153183	Sntb1	mouse
zhao-2020_DTP-up_GSE153183	Snx21	mouse
zhao-2020_DTP-up_GSE153183	Sod3	mouse
zhao-2020_DTP-up_GSE153183	Sos2	mouse
zhao-2020_DTP-up_GSE153183	Sox4	mouse
zhao-2020_DTP-up_GSE153183	Sp6	mouse
zhao-2020_DTP-up_GSE153183	Spaca4	mouse
zhao-2020_DTP-up_GSE153183	Spata25	mouse
zhao-2020_DTP-up_GSE153183	Spint1	mouse
zhao-2020_DTP-up_GSE153183	Spire2	mouse
zhao-2020_DTP-up_GSE153183	Spp1	mouse
zhao-2020_DTP-up_GSE153183	Spsb3	mouse
zhao-2020_DTP-up_GSE153183	Sqle	mouse
zhao-2020_DTP-up_GSE153183	Srms	mouse
zhao-2020_DTP-up_GSE153183	Ssbp2	mouse
zhao-2020_DTP-up_GSE153183	Stard13	mouse
zhao-2020_DTP-up_GSE153183	Stat2	mouse
zhao-2020_DTP-up_GSE153183	Stat3	mouse
zhao-2020_DTP-up_GSE153183	Stc1	mouse
zhao-2020_DTP-up_GSE153183	Steap4	mouse
zhao-2020_DTP-up_GSE153183	Stim1	mouse
zhao-2020_DTP-up_GSE153183	Stk38	mouse
zhao-2020_DTP-up_GSE153183	Stk38l	mouse
zhao-2020_DTP-up_GSE153183	Ston1	mouse
zhao-2020_DTP-up_GSE153183	Stx7	mouse
zhao-2020_DTP-up_GSE153183	Stxbp6	mouse
zhao-2020_DTP-up_GSE153183	Sumf1	mouse
zhao-2020_DTP-up_GSE153183	Sun1	mouse
zhao-2020_DTP-up_GSE153183	Susd6	mouse
zhao-2020_DTP-up_GSE153183	Swap70	mouse
zhao-2020_DTP-up_GSE153183	Syne2	mouse
zhao-2020_DTP-up_GSE153183	Syngr1	mouse
zhao-2020_DTP-up_GSE153183	Synpo	mouse
zhao-2020_DTP-up_GSE153183	Syt17	mouse
zhao-2020_DTP-up_GSE153183	Syt7	mouse
zhao-2020_DTP-up_GSE153183	Tac2	mouse
zhao-2020_DTP-up_GSE153183	Tacc1	mouse
zhao-2020_DTP-up_GSE153183	Tacstd2	mouse
zhao-2020_DTP-up_GSE153183	Tbc1d1	mouse
zhao-2020_DTP-up_GSE153183	Tbc1d17	mouse
zhao-2020_DTP-up_GSE153183	Tbc1d9	mouse
zhao-2020_DTP-up_GSE153183	Tbx2	mouse
zhao-2020_DTP-up_GSE153183	Tbx20	mouse
zhao-2020_DTP-up_GSE153183	Tceal8	mouse
zhao-2020_DTP-up_GSE153183	Tcf7l1	mouse
zhao-2020_DTP-up_GSE153183	Tcn2	mouse
zhao-2020_DTP-up_GSE153183	Tcp11l1	mouse
zhao-2020_DTP-up_GSE153183	Tcp11l2	mouse
zhao-2020_DTP-up_GSE153183	Tesk2	mouse
zhao-2020_DTP-up_GSE153183	Tfdp2	mouse
zhao-2020_DTP-up_GSE153183	Tgfb3	mouse
zhao-2020_DTP-up_GSE153183	Tgfbr3	mouse
zhao-2020_DTP-up_GSE153183	Tgm1	mouse
zhao-2020_DTP-up_GSE153183	Thbd	mouse
zhao-2020_DTP-up_GSE153183	Thbs3	mouse
zhao-2020_DTP-up_GSE153183	Thnsl2	mouse
zhao-2020_DTP-up_GSE153183	Timp2	mouse
zhao-2020_DTP-up_GSE153183	Timp3	mouse
zhao-2020_DTP-up_GSE153183	Gm20219	mouse
zhao-2020_DTP-up_GSE153183	Tjp3	mouse
zhao-2020_DTP-up_GSE153183	Tle1	mouse
zhao-2020_DTP-up_GSE153183	Tle2	mouse
zhao-2020_DTP-up_GSE153183	Tm4sf1	mouse
zhao-2020_DTP-up_GSE153183	Tm7sf2	mouse
zhao-2020_DTP-up_GSE153183	Tmem132a	mouse
zhao-2020_DTP-up_GSE153183	Tmem139	mouse
zhao-2020_DTP-up_GSE153183	Tmem150a	mouse
zhao-2020_DTP-up_GSE153183	Tmem159	mouse
zhao-2020_DTP-up_GSE153183	Tmem178	mouse
zhao-2020_DTP-up_GSE153183	Tmem198	mouse
zhao-2020_DTP-up_GSE153183	Tmem25	mouse
zhao-2020_DTP-up_GSE153183	Tmem263	mouse
zhao-2020_DTP-up_GSE153183	Tmem45a	mouse
zhao-2020_DTP-up_GSE153183	Tmem45a2	mouse
zhao-2020_DTP-up_GSE153183	Tmem52b	mouse
zhao-2020_DTP-up_GSE153183	Tmem74b	mouse
zhao-2020_DTP-up_GSE153183	Tmem86a	mouse
zhao-2020_DTP-up_GSE153183	Tmem86b	mouse
zhao-2020_DTP-up_GSE153183	Tmod1	mouse
zhao-2020_DTP-up_GSE153183	Tmprss13	mouse
zhao-2020_DTP-up_GSE153183	Tmprss3	mouse
zhao-2020_DTP-up_GSE153183	Tmprss6	mouse
zhao-2020_DTP-up_GSE153183	Tmub2	mouse
zhao-2020_DTP-up_GSE153183	Tnfaip1	mouse
zhao-2020_DTP-up_GSE153183	Tnfsf12	mouse
zhao-2020_DTP-up_GSE153183	Tnfsf4	mouse
zhao-2020_DTP-up_GSE153183	Tnnc1	mouse
zhao-2020_DTP-up_GSE153183	Tnnt2	mouse
zhao-2020_DTP-up_GSE153183	Tns1	mouse
zhao-2020_DTP-up_GSE153183	Tom1	mouse
zhao-2020_DTP-up_GSE153183	Tor1aip2	mouse
zhao-2020_DTP-up_GSE153183	Trp53inp1	mouse
zhao-2020_DTP-up_GSE153183	Trp53inp2	mouse
zhao-2020_DTP-up_GSE153183	Tppp3	mouse
zhao-2020_DTP-up_GSE153183	Tpra1	mouse
zhao-2020_DTP-up_GSE153183	Trappc6a	mouse
zhao-2020_DTP-up_GSE153183	Trim13	mouse
zhao-2020_DTP-up_GSE153183	Trim17	mouse
zhao-2020_DTP-up_GSE153183	Trim29	mouse
zhao-2020_DTP-up_GSE153183	Trim38	mouse
zhao-2020_DTP-up_GSE153183	Trpm4	mouse
zhao-2020_DTP-up_GSE153183	Tsc22d3	mouse
zhao-2020_DTP-up_GSE153183	Tspan10	mouse
zhao-2020_DTP-up_GSE153183	Tssk3	mouse
zhao-2020_DTP-up_GSE153183	Ttc14	mouse
zhao-2020_DTP-up_GSE153183	Ttc7b	mouse
zhao-2020_DTP-up_GSE153183	Ttll3	mouse
zhao-2020_DTP-up_GSE153183	Tuft1	mouse
zhao-2020_DTP-up_GSE153183	U2af1l4	mouse
zhao-2020_DTP-up_GSE153183	Gm49396	mouse
zhao-2020_DTP-up_GSE153183	Uba7	mouse
zhao-2020_DTP-up_GSE153183	Ube2h	mouse
zhao-2020_DTP-up_GSE153183	Ubl3	mouse
zhao-2020_DTP-up_GSE153183	Ucp2	mouse
zhao-2020_DTP-up_GSE153183	Ucp3	mouse
zhao-2020_DTP-up_GSE153183	Ulk2	mouse
zhao-2020_DTP-up_GSE153183	Upk2	mouse
zhao-2020_DTP-up_GSE153183	Upk3b	mouse
zhao-2020_DTP-up_GSE153183	Usp11	mouse
zhao-2020_DTP-up_GSE153183	Usp2	mouse
zhao-2020_DTP-up_GSE153183	Usp43	mouse
zhao-2020_DTP-up_GSE153183	Usp53	mouse
zhao-2020_DTP-up_GSE153183	Ust	mouse
zhao-2020_DTP-up_GSE153183	Vamp1	mouse
zhao-2020_DTP-up_GSE153183	Vamp5	mouse
zhao-2020_DTP-up_GSE153183	Vangl2	mouse
zhao-2020_DTP-up_GSE153183	Vav3	mouse
zhao-2020_DTP-up_GSE153183	Vgll3	mouse
zhao-2020_DTP-up_GSE153183	Vgll4	mouse
zhao-2020_DTP-up_GSE153183	Vipr1	mouse
zhao-2020_DTP-up_GSE153183	Vldlr	mouse
zhao-2020_DTP-up_GSE153183	Vps18	mouse
zhao-2020_DTP-up_GSE153183	Vps9d1	mouse
zhao-2020_DTP-up_GSE153183	Vstm2l	mouse
zhao-2020_DTP-up_GSE153183	Vtn	mouse
zhao-2020_DTP-up_GSE153183	Wfdc2	mouse
zhao-2020_DTP-up_GSE153183	Wipi1	mouse
zhao-2020_DTP-up_GSE153183	Wnt10a	mouse
zhao-2020_DTP-up_GSE153183	Wnt6	mouse
zhao-2020_DTP-up_GSE153183	Wnt9a	mouse
zhao-2020_DTP-up_GSE153183	Wwc1	mouse
zhao-2020_DTP-up_GSE153183	Wwc2	mouse
zhao-2020_DTP-up_GSE153183	Xbp1	mouse
zhao-2020_DTP-up_GSE153183	Yipf1	mouse
zhao-2020_DTP-up_GSE153183	Ypel3	mouse
zhao-2020_DTP-up_GSE153183	Ypel5	mouse
zhao-2020_DTP-up_GSE153183	Zbtb10	mouse
zhao-2020_DTP-up_GSE153183	Zbtb18	mouse
zhao-2020_DTP-up_GSE153183	Zbtb42	mouse
zhao-2020_DTP-up_GSE153183	Zfand5	mouse
zhao-2020_DTP-up_GSE153183	Zfyve1	mouse
zhao-2020_DTP-up_GSE153183	Zhx2	mouse
zhao-2020_DTP-up_GSE153183	Zfp219	mouse
zhao-2020_DTP-up_GSE153183	Zfp358	mouse
zhao-2020_DTP-up_GSE153183	Zfp362	mouse
zhao-2020_DTP-up_GSE153183	Zfp385a	mouse
zhao-2020_DTP-up_GSE153183	Zfp462	mouse
zhao-2020_DTP-up_GSE153183	Zfp467	mouse
zhao-2020_DTP-up_GSE153183	Zfp580	mouse
zhao-2020_DTP-up_GSE153183	Zfp703	mouse
zhao-2020_DTP-up_GSE153183	Zfp750	mouse
zhao-2020_DTP-down_GSE153183	43894	human
zhao-2020_DTP-down_GSE153183	44085	human
zhao-2020_DTP-down_GSE153183	AADAC	human
zhao-2020_DTP-down_GSE153183	AADACP1	human
zhao-2020_DTP-down_GSE153183	AARSD1	human
zhao-2020_DTP-down_GSE153183	ABAT	human
zhao-2020_DTP-down_GSE153183	ABCC2	human
zhao-2020_DTP-down_GSE153183	ABCC3	human
zhao-2020_DTP-down_GSE153183	ABCC4	human
zhao-2020_DTP-down_GSE153183	ABCE1	human
zhao-2020_DTP-down_GSE153183	ABCF2	human
zhao-2020_DTP-down_GSE153183	ACOT7	human
zhao-2020_DTP-down_GSE153183	ACOX2	human
zhao-2020_DTP-down_GSE153183	ACSL4	human
zhao-2020_DTP-down_GSE153183	ACTL6A	human
zhao-2020_DTP-down_GSE153183	ADCY3	human
zhao-2020_DTP-down_GSE153183	ADORA1	human
zhao-2020_DTP-down_GSE153183	ADORA2B	human
zhao-2020_DTP-down_GSE153183	ADSL	human
zhao-2020_DTP-down_GSE153183	AEN	human
zhao-2020_DTP-down_GSE153183	AFAP1	human
zhao-2020_DTP-down_GSE153183	AGPAT5	human
zhao-2020_DTP-down_GSE153183	AGR2	human
zhao-2020_DTP-down_GSE153183	AHR	human
zhao-2020_DTP-down_GSE153183	AIM1	human
zhao-2020_DTP-down_GSE153183	AIMP2	human
zhao-2020_DTP-down_GSE153183	AK2	human
zhao-2020_DTP-down_GSE153183	AK4	human
zhao-2020_DTP-down_GSE153183	AKR1B10	human
zhao-2020_DTP-down_GSE153183	ALDH1A1	human
zhao-2020_DTP-down_GSE153183	ALG8	human
zhao-2020_DTP-down_GSE153183	ALYREF	human
zhao-2020_DTP-down_GSE153183	AMD1	human
zhao-2020_DTP-down_GSE153183	AMIGO2	human
zhao-2020_DTP-down_GSE153183	AMN1	human
zhao-2020_DTP-down_GSE153183	ANAPC11	human
zhao-2020_DTP-down_GSE153183	ANAPC7	human
zhao-2020_DTP-down_GSE153183	ANKRD1	human
zhao-2020_DTP-down_GSE153183	ANKRD2	human
zhao-2020_DTP-down_GSE153183	ANKRD22	human
zhao-2020_DTP-down_GSE153183	ANLN	human
zhao-2020_DTP-down_GSE153183	ANO1	human
zhao-2020_DTP-down_GSE153183	ANP32A	human
zhao-2020_DTP-down_GSE153183	ANP32B	human
zhao-2020_DTP-down_GSE153183	ANP32E	human
zhao-2020_DTP-down_GSE153183	ANXA1	human
zhao-2020_DTP-down_GSE153183	ANXA10	human
zhao-2020_DTP-down_GSE153183	ANXA3	human
zhao-2020_DTP-down_GSE153183	AOX1	human
zhao-2020_DTP-down_GSE153183	AP2S1	human
zhao-2020_DTP-down_GSE153183	APOO	human
zhao-2020_DTP-down_GSE153183	AREG	human
zhao-2020_DTP-down_GSE153183	ARHGAP11B	human
zhao-2020_DTP-down_GSE153183	ARHGAP19	human
zhao-2020_DTP-down_GSE153183	ARL14	human
zhao-2020_DTP-down_GSE153183	ARNT2	human
zhao-2020_DTP-down_GSE153183	ARNTL2	human
zhao-2020_DTP-down_GSE153183	ARSB	human
zhao-2020_DTP-down_GSE153183	ASF1B	human
zhao-2020_DTP-down_GSE153183	ASPH	human
zhao-2020_DTP-down_GSE153183	ASPM	human
zhao-2020_DTP-down_GSE153183	ASUN	human
zhao-2020_DTP-down_GSE153183	ATAD2	human
zhao-2020_DTP-down_GSE153183	ATAD3A	human
zhao-2020_DTP-down_GSE153183	ATAD3B	human
