Regulator	BCa_MCF7_first	BCa_MCF7_resistant	BCa_MCF7_second	BCa_MCF7_ERmutant	PCa_LNCaP_first	PCa_LNCaP_resistant	PCa_LNCaP_second	BCa_NEO_new	BCa_NEO_new_LASSO	BCa_NEO_new_RF	Perv_NEO	Perv_DTP	BCa_NEO_new_ML	Selection_1	Selection_2	Selection_3
HNF1A	0.2075715238653057	0.5025507550207491	-0.13225145330289356	0.15624272841123854	0.8183373004439112	0.5669981211916072	-0.7969153669765393	0.8850497993409265	0	0	-0	0.4140106693538798	FALSE	FALSE	FALSE	FALSE
HNF1B	-0.12056583143753524	-0.56960077754784	0.34321177265694824	-0.729110749789393	0.20169151537378993	0.17125557754645415	-0.3388146284611555	4.74416753463787	0	0	1.1940309052321394	1.1042571322972379	FALSE	FALSE	FALSE	FALSE
HNF4A	0.7819330479824594	0.5200528066389376	0.4282795454761518	-0.2781710923115711	0.9735988473163496	1.0289399049293666	-0.21373727383039132	2.3459916516721164	0	0	2.031178654197342	0.5232270367236439	FALSE	FALSE	FALSE	FALSE
HOXA1	-0.3688782950305391	-0.34223366568545405	0.1885830680777853	-0.3512088748879237	-0.0528191360115694	0.26094511626744754	-0.01692340121015634	0.060310785524443834	0	0	0	0	FALSE	FALSE	FALSE	FALSE
HOXA10	-0.195764213675988	-0.1868684458537233	-0.00417367910917199	-0.0646704814717185	0.17169381525920546	0.496734113544158	0.19949686339893816	-0.49537482215339823	0	0	0	0	FALSE	FALSE	FALSE	FALSE
HOXA9	-0.35544394502728965	-0.1129274918420088	-0.22887799652530455	0.15492337005696513	-0.07100519151995455	-0.01643130791943886	0.07037412347303462	0.0291018152246551	0	0	2.693616421575935	-0	FALSE	FALSE	FALSE	FALSE
HR	0.06924857411018569	-0.5781731451273654	0.34142774420450606	0.6515788627310712	0.221251881471755	0.36565657760270354	-0.04472027900702158	0.1450398009185439	0	0	0	0	FALSE	FALSE	FALSE	FALSE
HSF1	0.23968780177677215	-0.02645077073909002	0.5128998063153183	-0.02079425799479081	0.2566133488850615	0.09178083521381096	0.00746999201059628	45.15655312443715	0	0.00333333333333333	0	0	TRUE	FALSE	FALSE	TRUE
HSF2	0.5049478305750229	0.2345923515383522	0.5329355405305343	0.9653893854655092	0.49159308859003126	-0.22484822844091612	0.00434611100889936	6.603328943887725	0	0	0	0	FALSE	FALSE	FALSE	FALSE
ID1	-0.2492395558821462	0.10219762165976144	0.08650149979254472	-0.11611167539304046	0.279620665946152	0.564953032274959	0.41938456422250553	1.1342233509124713	0	0	0	0	FALSE	FALSE	FALSE	FALSE
ID2	-1.7179453160839782	-1.7193414473042927	-0.3053434139459219	3.649967447652579	0.40919995600980574	0.8463453166672468	0.656698313026786	0.11675762832264563	0	0	0	0	FALSE	FALSE	FALSE	FALSE
ID3	0.5561410044345737	0.417399563878698	0.37969543516671533	0.3733344797139118	0.522346821684901	0.5226336268275216	0.5360883460580159	0.45331648663336904	0	0	0	0	FALSE	FALSE	FALSE	FALSE
IKZF1	-0.1094740423571747	-0.10929771821243084	-0.34087623986116905	-0.4433806143864288	0.09786929013941437	0.11133267465486008	-0.12291440109421824	2.8855258549151666	0	0	0.5409326065139369	0.14494915919265555	FALSE	FALSE	FALSE	FALSE
IRF1	2.052104295376224	1.22117942234531	0.5184190721138477	2.3758155463591932	0.6051852584950448	0.3911371068343359	-0.06745393674776312	47.695066365554375	0	0.00214285714285714	-0	0.9653993913118836	TRUE	TRUE	FALSE	TRUE
IRF2	0.512733309872592	0.8068227946695672	0.2765347781861558	7.762933256148353	0.13102216158544278	0.1213711355835978	0.05259867717567146	0.884955991058512	0	0	0.5508200711774952	0.6195529249183008	FALSE	FALSE	FALSE	FALSE
IRF3	0.5624945415068955	0.3856403425769965	0.2787447685754419	2.4923129501836243	0.3150135445708535	0.4433779875789927	0.096335550404269	4.992999599764111	0	0	-0.0996503732180057	-1.5051458575097458	FALSE	FALSE	FALSE	FALSE
IRF4	0.789122275955861	0.5313433324275092	0.3075535127284986	0.858007383238685	0.32585958274502586	0.30903475345476816	-0.1910042506489753	23.63542255404302	0	0	2.3772740285888325	6.439861384950236	FALSE	FALSE	FALSE	FALSE
IRF8	0.6066802816488015	0.47893629752162	0.1590287751716649	0.11441411420910497	0.00956430571458044	-0.13441075711767092	-0.14572391959336506	8.19011325084507	0	0	0	0	FALSE	FALSE	FALSE	FALSE
IRF9	0.3189656371774475	0.2938879822225412	-0.00671885496456258	2.562336222237153	0.15230137439133895	0.111168817358809	-0.09775183597012882	1.5953347550550199	0	0	0	0	FALSE	FALSE	FALSE	FALSE
ISL1	-0.274852135680949	-0.3184782048297259	0.2340689606182627	-0.461112398760987	0.17983074261960363	0.04323603228452652	0.01150340862192688	-0.10847980401646704	0	0	0	0	FALSE	FALSE	FALSE	FALSE
JDP2	1.222256821959138	0.18644276475146832	0.12190176940920658	-0.30863230048125084	0.22635998900135268	-0.3438354079474545	0.1775742918345753	1.5282978573129276	0	0	0	0	FALSE	FALSE	FALSE	FALSE
JUN	-0.34307699659580343	-1.3404766813404296	0.5452408494251515	2.6588658387761472	0.7575785903992516	0.3652051041213402	-0.06494927727141553	182.38382582498855	0	6.666666666666665e-4	4.1473811935516975	12.51789350050942	TRUE	TRUE	TRUE	TRUE
JUNB	0.3975482392710403	-0.2367986914807536	0.3723339499332301	0.35513623341012146	0.28222900658093175	-0.00402720855092053	0.05072140311567824	5.550926948457578	0	0.00199999999999999	1.8355788956475123	0.6158300368159849	TRUE	FALSE	FALSE	TRUE
JUND	0.999607376047036	0.22792415088915047	0.7278234298452919	0.8735597377777145	0.5735675125895319	0.2826512703614552	0.12212992638552445	7.768658112875598	0	0.00133333333333333	-0	3.237185516357515	TRUE	FALSE	FALSE	TRUE
KAT5	-0.4829602667153698	-0.30045686194552784	0.02506051329016903	-0.46983222088427823	0.19951526130127195	0.3499311004986835	0.1547066893238893	-0.5623419833455002	0	0	0	0	FALSE	FALSE	FALSE	FALSE
KAT7	0.6693625935132886	-0.2758220127502347	0.5722321526293676	-0.00270260130446869	0.6835274725387194	0.7885269606364839	0.2035363474427272	1.0831218294131892	0	0	0	0	FALSE	TRUE	FALSE	FALSE
KDM5B	0.47590726259050486	0.05999754542514565	0.5209290278481619	-0.2507081847619437	0.01211450640714486	-0.16844767838924032	0.04793793577331561	-1.2266401529734274	0	0	0	0	FALSE	FALSE	FALSE	FALSE
KLF10	0.8505801890754588	0.4263958744222862	0.510928118222489	0.436127055578556	0.453752393186666	0.229381730177737	-0.0813942233344206	0.21017531577397794	0	0	0	0	FALSE	FALSE	FALSE	FALSE
KLF15	-1.4315097562642456	-1.256685794649885	-0.22817646218767673	-0.22199505969368527	-0.503674327371995	-0.36201013690915573	0.12641347005440784	8.81396999250386	0	0	0	0	FALSE	FALSE	FALSE	FALSE
KLF2	0.2396245101490118	0.08008337937443971	-0.01696251212060308	0.5451725509460585	0.12408079543408528	0.25846960730426904	0.22559593331203648	0.8219769697521241	0	0	0	0	FALSE	FALSE	FALSE	FALSE
KLF4	0.12537853979254884	0.20496079024681169	0.18078028508934493	-0.228521602257637	-0.03914000999105627	-0.34445352487110037	-0.2044840524399665	2.098963048442425	0	0	-0	4.656155441322816	FALSE	FALSE	FALSE	FALSE
KLF5	-0.7183130673642497	-0.44594189584907823	-0.13103402179312207	-0.6777052422595946	0.0980059173522499	0.15228309980544363	0.05424326494583118	0.3868762915235231	0	0	-1.1667667040511767	16.486242635683897	FALSE	FALSE	FALSE	FALSE
KLF6	1.6495114666102466	1.0463746168844257	0.6320259318883374	0.5389418732749967	1.2698464941280585	0.773587845298014	-0.1596429288830555	11.681185286492099	-0.0038363178099508	0	0.8078772046064722	6.189890647617864	TRUE	TRUE	FALSE	TRUE
KLF8	-0.4648778052464274	-0.5626438950186812	-0.05112703956925501	-0.17786645308908303	0.02486861053320976	0.1911689946909891	-0.121623179394716	-0.03605991307459981	0	0	0	0	FALSE	FALSE	FALSE	FALSE
KLF9	0.33106551428932773	0.6784600467465769	-0.07805981571146275	0.33170663499530756	-0.04547376768360145	-0.4891418961406826	-0.25451958490222903	-0.3158664827179027	0	0	1.069317149318509	1.1896365546697134	FALSE	FALSE	FALSE	FALSE
KMT2A	0.285065084464795	0.01850209285546074	0.24336045589033048	-0.03404858822756398	0.06439666825413415	-0.14658525292578362	0.13894531708143343	0.013051139982099894	0	0	0	0	FALSE	FALSE	FALSE	FALSE
LEF1	-0.08053354638574652	0.06260800565018013	0.17003027344563637	-0.34183978265796855	-0.09066297627742714	0.09200363945809942	0.07046813399582863	1.3009878266613941	0	0	-2.1743737845495743	-0	FALSE	FALSE	FALSE	FALSE
LHX2	0.3369498675164758	0.34704768290767485	0.34830926145819474	0.22114261118644585	0.3616550869479144	0.43505851577662896	-0.06845837328943183	2.2676757009209525	0	0	0	0	FALSE	FALSE	FALSE	FALSE
LITAF	0.05195942458204811	-0.2076900156739053	0.3027331028121286	-0.2834890158108207	0.1875144575257748	0.3757779899322411	-0.0059178046398578	-0.23003991741732038	0	0	0	0	FALSE	FALSE	FALSE	FALSE
LMO2	0.01622461893217325	-0.06415559177493163	0.02176449861234441	-0.06757991944462649	0.09874956863775586	-0.03296414866018837	-0.27484285322583624	7.758596481147832	0	0	0	0	FALSE	FALSE	FALSE	FALSE
MAF	0.3797909281409585	0.08894487117449633	0.03223244042430381	0.8338798763754358	0.15585792547779467	0.19833975767732925	-0.10139479783925334	13.57813427022252	0	0	0.9305191991629022	1.7670955029794302	FALSE	FALSE	FALSE	FALSE
MAFB	0.5402134424853533	0.4440791596727238	0.3321729246911316	0.1832508449013846	0.2690300264719667	-0.08872852303928669	-0.14032497551244583	2.3735751367185722	0	0	2.4342953127804723	3.5787208396017425	FALSE	FALSE	FALSE	FALSE
MAFK	0.29343689802180406	0.42404609821691175	0.27185430550456313	1.237942663502681	0.22830911238574095	0.311225793083888	0.1740158651509644	1.1326580332400047	0	0	3.4621075471718523	12.013688479856825	FALSE	FALSE	FALSE	FALSE
MAX	0.5189504812337211	0.7104061960935532	-0.103109250769556	0.15062752606609153	-0.00915407802873691	0.3531377967736833	-0.18978930022215	7.02246851160622	0	0	-0.4170702040683854	2.3991663541482366	FALSE	FALSE	FALSE	FALSE
MAZ	-0.07014559416338657	-0.08915148607365113	0.11633655963586062	-0.27707557025473484	-0.06918145933070385	0.06841940638603614	-0.05512620798492945	1.5245430419317225	0.01958431390227517	0	0.4671826215886016	-0.2331792769497074	TRUE	FALSE	FALSE	TRUE
MBD2	-0.15382169356888786	-0.2753853346274084	0.11723084723224332	-0.2985562894213281	-0.02616842309894976	-0.16972165533713743	-1.5464305082718566e-4	-0.03421023035543843	0	0	-0.08403133925031124	1.5504356036837317	FALSE	FALSE	FALSE	FALSE
MECP2	3.196767660230435	2.4546814164418285	0.5480752268370155	-4.742129575517408	-0.18355059791841263	-0.2883637197405773	-0.4558202099551858	1.4941164999864105	0	0	0	0	FALSE	TRUE	FALSE	FALSE
MEF2A	0.39554319777537705	0.4459455489519699	0.32305277264516485	0.43632569142945	0.31161471362807847	0.08270339265063112	0.19499740430577697	21.398077241128828	-0.15222878606253692	0.0023076923076923	9.197626905082409	7.453420796646177	TRUE	FALSE	TRUE	TRUE
MEF2C	0.4066428486380649	-0.0823907622525187	0.2136196281464112	-0.26512862954614985	0.3381929339884551	0.2563502387589679	-0.07220991454879588	6.163372449484497	0	0	11.199855173772319	4.645312856245024	FALSE	FALSE	TRUE	FALSE
MEIS1	-0.3927764941828936	-0.5051517126226984	0.29413509409639116	-0.6183638641950164	0.03343529558180716	0.4584150177525096	0.0810298210617304	-6.879942635303625	0	0.002	11.245128712364851	7.850224880765966	TRUE	FALSE	TRUE	TRUE
MITF	0.5109726057762228	0.3999583561407843	0.15127054804261533	0.3103652372393821	0.18867901493407796	-0.01088614001245036	-0.0614802266432245	40.8498337710904	0	0	3.692418781149689	2.2215377924433257	FALSE	FALSE	FALSE	FALSE
MSX1	0.01397644096666853	-0.6520976668020065	0.08033472577703256	-0.04917455360400202	-0.1531266951836403	-0.3593746488679126	0.08925953901918082	1.5131117568121948	0	0	0	0	FALSE	FALSE	FALSE	FALSE
MSX2	-0.20171368871504283	-0.8981380126145502	-0.02478628630419907	-0.11388551188144258	0.09245465959914162	0.0933276186174356	0.430163636527818	-2.6949161653257123	0	0	0	0	FALSE	FALSE	FALSE	FALSE
MTA1	-1.991132452469423	-1.4537493431336077	-0.5409943898782035	3.348828797835489	-0.11171890777455074	-0.08698892208034126	0.11316016032470032	0.03823802537424986	0	0	0	0	FALSE	FALSE	FALSE	FALSE
MTF1	-0.9161400368568672	-1.0066268063775878	-0.21773284831631667	-0.09991974916835368	-0.4247738432449122	-0.09725930125058824	0.3759294114776493	0.6474561637877998	0	0	0	0	FALSE	FALSE	FALSE	FALSE
MXD1	-0.215572880122184	-0.2670289891436933	0.00558217097748085	-0.5388753766493124	-0.04356050588978288	0.20920024873105225	0.3077488553503037	0.32256769411769776	0	0	0	0	FALSE	FALSE	FALSE	FALSE
MYB	-0.4432553359075164	-0.1729502764743689	0.1113933740248488	0.04256183261142327	-0.01345498673757361	0.35167436255578843	0.21362076096889937	7.760429369291554	0	0	-0.4309499577689374	-0.5398880066708384	FALSE	FALSE	FALSE	FALSE
MYBL2	-0.7542597478501146	-0.5330461918096947	0.03652796491251847	-0.67182981569792255	-0.3876174360371314	0.17682724646866554	0.21223956339132144	-0.13589032216915542	0	0	-1.1315483990650974	-1.972942648478374	FALSE	TRUE	FALSE	FALSE
MYC	-1.9367354792541431	-0.8458283858009982	-0.5448787313063121	-1.3903061942890735	-1.294897259287282	-2.5372655348078226	0.05708252941245817	-0.00802628976185357	0	0	-7.345594351847368	-28.20533589157356	FALSE	TRUE	TRUE	FALSE
MYCN	-1.101617048299344	-1.0395356361770665	-0.5520404847727443	-0.4037427400787771	-0.4002467962745516	-0.20126383403211745	0.6119698016299076	-1.3024303597201399	0	-0.00115151515151515	0	0	TRUE	FALSE	FALSE	TRUE
MYOD1	0.20626229546609928	0.06753892143691746	0.2906654158516026	-0.3910207657740562	0.33458928476405086	0.232908955106297	0.1540737102653186	4.431057653119795	0	0.00272727272727272	0.8618564119131461	0.16817425714507744	TRUE	FALSE	FALSE	TRUE
MYOG	-0.03808185496532258	0.15451524733259828	0.04153217259354294	0.03719641203555153	0.528062103000484	0.711953041814678	-0.00845579129182816	0.067451729430282	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NANOG	-0.36264788343708937	-0.31291444800638746	0.11207236651334276	-0.5218721367180871	0.01301070039343593	0.34922128383575585	0.1029687873990337	0.0016944742723039579	0	0	1.0294554692234887	3.192718653393193	FALSE	FALSE	FALSE	FALSE
NCOA1	0.3298514703622246	0.16812843177081416	0.26522841217953413	-0.2424715952586211	0.20203947818669787	0.3044346286103613	0.03344139904340859	1.1488356325395022	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NCOA2	-0.6558738115169819	-0.68808761525327	0.2768323308035064	-0.8666926565144748	0.11693822862415187	0.24927248067164937	0.11116398198072534	0.1756092402589915	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NCOA3	-0.6710536592309786	-0.882154842738561	-0.08639473832893493	-0.8269110185643757	0.17790192987759956	0.4505513014792461	0.3738421654298256	-1.3460935504825475	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NCOR1	-0.5729954823839453	-0.5743354145445672	-0.2931762723256846	-0.47177921520801536	-0.4339909442863831	-0.2691850300922345	0.2595033941573981	-6.596897815869211	1.179807210342922	0.00595238095238095	0	0	TRUE	FALSE	FALSE	TRUE
NCOR2	-0.12983797004510336	-0.1906884331900308	-0.06551875020235627	-0.24537845633683125	0.15207939132484152	0.45084242749666614	0.4021563127872544	0.030677845647853336	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NEUROD1	0.5117061004722548	0.14373101239051805	0.20707689846434849	-0.09095458752676622	0.4043731446754127	-0.03718536831966285	-0.050625755672931	1.2168343211760297	0	0	-0	1.6172557628846898	FALSE	FALSE	FALSE	FALSE
NFAT5	0.8852273338743791	-0.1192419990383768	0.3675972148962096	-0.1402977123484894	0.3656046059444033	0.11632168028701706	-0.03622052321342189	2.8864217044776934	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NFATC1	0.8115722488684192	0.25298285455768765	0.5340379520628756	0.30149385955550423	0.1578615489016486	0.3928015259939123	0.3414218042301336	37.93778977693603	0	9.090909090909084e-4	2.3221490825541626	0.8411074965976993	TRUE	FALSE	FALSE	TRUE
NFATC2	0.761069308339972	0.5243534181917251	0.6248872174566606	0.47310880430029256	0.0871298009958219	0.02954447319014402	-0.1993941427770594	31.894231410661003	0	9.090909090909084e-4	0	0	TRUE	FALSE	FALSE	TRUE
NFATC3	-1.6710327359712849	-1.775426073674514	-0.1392907218549607	4.629575025140482	0.7462115692464012	0.4040310257772231	0.05068030713939261	3.9786959895923246	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NFATC4	-2.1463271664725916	-2.0958869421781903	-0.502196840515444	4.1873244364475175	0.1944520182629479	0.12763536937580733	0.08827752514540868	0.0038458641123392417	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NFE2L2	0.5170939186928097	0.4025344456738757	-0.0298559350336555	0.9059106597763736	0.23974193726341664	0.3682165395580887	0.2140178345959467	0.31446886179180955	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NFIA	-1.2479433165832414	-0.9217955583480114	-0.452101923727045	-0.20668209387965208	-0.7251865170147256	-0.8212947810263457	-0.239342192528912	0.3060756239008362	0	0	-0	1.1440973702696229	FALSE	TRUE	FALSE	FALSE
NFIB	0.2386759736071133	0.17155355787300944	-0.06650663251624139	-0.01197513055194948	-0.054991514762837423	-0.1087346499915146	-0.3036821228216582	2.1189303385856832	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NFIC	0.7250392270838381	0.4943505078796056	0.5614894822288875	-0.3103141788604109	-0.07594199156810799	-0.106699916330232	0.05590182122373582	2.542550249167405	0	0.001	-0	-1.6014637181136264	TRUE	FALSE	FALSE	TRUE
NFKB	-0.16498892947734026	-0.930953417635997	0.5073669664216035	0.23270218519461217	0.3528449669520506	0.17477894888967138	0.23310747244925367	115.64020138683368	0	0.00214285714285714	0	0	TRUE	FALSE	TRUE	TRUE
NFKB1	0.2311847195572634	-0.5894716573652558	0.4588636043876478	1.451023825838778	0.5075535411125074	0.2511081391856822	0.15804196868865117	130.8530260056341	0	0	6.454455692597135	8.782769396098509	FALSE	FALSE	TRUE	FALSE
NFKB2	0.28919452078019386	-0.12646366586838623	0.3703052256844317	0.19606597991487051	0.42691855264552214	0.5070692620721745	0.2934173694635327	18.37562069396807	0	0	-0	2.8018218336595755	FALSE	FALSE	FALSE	FALSE
NFYA	-0.27413454298541934	0.35264792059297506	-0.5421440260252047	-0.09748163135321664	0.9541310615622236	0.9659601739753744	-0.8770375028994453	0.26847983015495464	0	0	0	0	FALSE	TRUE	FALSE	FALSE
NFYB	0.44378044526940413	-0.08863719629037137	-0.00791342536933536	0.01315978334163892	0.08215394838224044	0.11963588311520644	-0.06755833104702846	7.982682771189218	0	0	0.16163286069525354	-1.6084521289763358	FALSE	FALSE	FALSE	FALSE
NFYC	0.05531582797231951	0.07601939534875046	-0.28356611868888243	-0.22470098120691215	0.48936124032195377	0.6492760461505829	-0.4986211183098912	0.06980502901269928	0	0	-0	0.07479857024222127	FALSE	FALSE	FALSE	FALSE
NKX2-1	-0.17104856252772965	-0.5396777368782073	-0.06485613361094526	-0.6014818464329239	-0.1766045624010981	0.21049765241291912	0.15340519710895886	0.017386161571135123	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NKX2-5	0.4634509374753065	0.6397136035392246	0.17305401798145856	0.31496710936023525	0.2328283985522771	0.5900652728096427	-0.02906953399788063	3.267660314116356	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NKX3-1	0.11091576175759026	0.4188530567854484	-0.09358418409849968	0.6260504053591738	-0.15510330453763344	-0.26482958632092135	0.2583533146485614	3.884886015780847	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NOTCH1	0.34947718774981384	0.24266926859580687	0.10681968077683816	0.14156709665759293	0.3239186524969916	0.21043444019186763	0.04367713112817584	1.7654714175097883	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NR0B1	-0.07397144247577063	-0.03360981988473981	-0.2107538015704231	-0.03792593768894299	0.12098636611860164	-0.1315819937403666	-0.1975684071905721	-0.3217803073190143	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NR0B2	0.636952371967606	0.3812436282592973	0.19487298848177365	-0.04175310746411559	0.37336395741524264	0.2916901782417245	-2.6520643478322725e-4	5.785122603645893	0	8.333333333333326e-4	0	0	TRUE	FALSE	FALSE	TRUE
NR1D1	0.05700622522970363	0.04678405532765661	0.3943104069019084	0.19232811697355656	-0.08100199389926288	-0.34125703244848227	0.34552741769401296	0.003569998965527017	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NR1H2	0.2523622566096002	0.3453532584321885	0.10210422198266716	-0.03536667950724737	0.8918029178073392	0.36780819134424536	-0.3759595542656145	2.39505779518263	0	0	-0	0.1167597599283329	FALSE	FALSE	FALSE	FALSE
NR1H3	0.7396197741529044	0.53132167594582	0.30247196417417677	-0.16093641654633284	1.2478577013641845	0.6548730928773702	-0.6471221338763286	0.25290603999651584	0	0	-0	0.8446925884249772	FALSE	FALSE	FALSE	FALSE
NR1H4	0.19498588597427471	0.10184709926660256	0.06420744526422699	-0.3973896000800922	0.3977500127682961	0.28718688490095756	-0.22297675451815	0.2687366408067573	0	0	-0	0.17951992603599895	FALSE	FALSE	FALSE	FALSE
NR1I2	-0.15862840492759311	-0.1726664650607259	0.05161261528112088	-0.21205731458042487	0.1267004197626274	0.09998939316855428	0.2012266386902196	0.0023529967541683367	0	0	2.093401247992027	3.0975533456638003	FALSE	FALSE	FALSE	FALSE
NR1I3	0.03221420296769888	-0.20736351753901391	0.2814513731571467	-0.20191739955112128	0.2586466213348627	0.3913326879765181	-0.08186447875149294	-0.7543221938985197	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NR2C2	0.33161178539247343	0.3194014109189804	0.05959933019226628	0.03643929509282656	0.7696236454657361	0.5313780218676825	-0.3066110975672442	2.2249147902988566	0	0	-3.3265923785084133	-6.368099736534506	FALSE	FALSE	FALSE	FALSE
NR2F1	0.06368489198118159	-0.04808965432687096	0.19175740562048155	-0.2271829195790701	-0.1885219724555367	-0.4574442824936882	0.05881880208393486	0.26503744570403226	0	0	2.6327250153092088	0.30009432570919076	FALSE	FALSE	FALSE	FALSE
NR2F2	0.12766373763678643	0.2469839401630228	-0.02176948445279202	0.107631849303549	0.27536929664870663	0.19162834677891105	0.0227335286599134	-0.05614908202801262	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NR3C1	0.02560477504589566	0.44725421311929137	0.24169865400367507	0.4909492272342762	0.06399717879067601	0.00296743525732845	0.058998181145251793	10.430718937714389	0	8.333333333333348e-4	0	0	TRUE	FALSE	FALSE	TRUE
NR3C2	-0.10222244594466136	-0.15398496741581638	0.09634976274300622	-0.297950024527089	0.2310057557878392	0.02549875543686952	0.16169060375684596	24.900598726876634	0	0.00524999999999999	0	0	TRUE	FALSE	FALSE	TRUE
NR4A1	0.5496306570782497	0.3930550631154743	0.10152506522540931	0.14841669007906283	0.1995641682176616	0.1630382417853371	-0.01497623021849001	3.4880601372815434	0	0	1.9683051675979335	0.32921678077532357	FALSE	FALSE	FALSE	FALSE
NR4A2	-0.03863006375900901	0.03593016308745116	0.10921798144596263	0.18954727218699352	0.5018791058964183	0.667033082232597	-0.3081083100875893	0.5985182652324756	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NR4A3	-0.15997442224517394	-0.2244772783276641	-0.09609859022561046	-0.04983681632841538	0.0109283998462345	-0.01706271366471817	0.2591295979065138	2.5059541298280186	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NR5A1	0.1476611575292603	-0.01699709038174057	0.3326832289847353	-0.08739764657483268	0.21457540684361423	-0.07532065808610255	-0.15156662795021003	8.191346979680932e-4	0	0	0	0	FALSE	FALSE	FALSE	FALSE
NR5A2	-3.1367412672712685	-2.8366929169420887	-0.71778119740184	3.633077630033256	0.5529561278402765	0.24913746194071196	-0.25391092386050573	-0.10016710525304802	0	0	0.8040933878269442	1.6953807365828828	FALSE	FALSE	FALSE	FALSE
NRF1	-0.5735695781196908	-0.4280315386749235	-0.15837955800835968	0.6521023916668787	-0.29662157913396925	0.14713617368519571	0.25322795557339983	0.052815285024262644	0	0	-1.869439090596689	-0.4119263729149993	FALSE	FALSE	FALSE	FALSE
OTX2	-0.330180939826138	-0.0399550111075081	-0.01687087761494675	-0.17177348903327255	0.15080273686545542	0.13131806435433058	-0.30098704643377117	0.027299191929209005	0	0	2.0551753886328554	-0.113407674422187	FALSE	FALSE	FALSE	FALSE
PAX2	-0.1351297645408483	-0.1443153020224687	-0.10313970296392604	0.09108263647784512	0.19253461336366232	-0.23833147531746313	-0.13753969147116918	-0.025515035253786844	0	0	0	0	FALSE	FALSE	FALSE	FALSE
PAX3	0.4706307107319068	0.17821638741611368	0.2858532959864858	0.01024636113209187	-0.20315116447156456	-0.04796319848766539	-0.1329837790219327	20.451107414521918	0	0	0	0	FALSE	FALSE	FALSE	FALSE
PAX5	0.7331350579569601	0.6605821485139729	0.15389671473956543	0.8282573256453543	0.3577319967261675	0.5221750177534055	-0.3564553423901694	36.23176180967773	0	0.00198412698412698	0.9832488468146097	1.201940353760326	TRUE	FALSE	FALSE	TRUE
PAX6	0.6623217772310671	0.46133398610307247	0.3828962133536066	0.12583149270365762	0.3892394581324222	0.3273296997765134	-0.07318458560613272	12.62469471006058	0	0	0	0	FALSE	FALSE	FALSE	FALSE
PAX8	-0.2197754037936535	-0.2991542024070555	0.31569861122724885	0.4334117165217707	-0.0247821375286576	-0.35812549497875956	0.1471780512758455	0.04114697463847046	0	0	0	0	FALSE	FALSE	FALSE	FALSE
PBX1	0.2940498723865569	0.2953450430350132	0.06877099245091102	0.44097797683486534	0.3297114143252965	0.321361593836193	-0.08843012615053392	2.436522660699161	0	0	0	0	FALSE	FALSE	FALSE	FALSE
PDX1	0.23089687745913215	-0.14380236637296462	0.31353523445210174	-0.6841743020653631	0.1439762545404167	-0.42809612909368666	0.15413500996469387	-0.03423960172218275	0	0	1.2942816757311346	3.602533967632453	FALSE	FALSE	FALSE	FALSE
PGR	1.329024250603897	1.2801200367053365	0.4878672998248494	-1.8527717162661772	-0.08886145625210884	0.29690553947662157	0.2668309425910793	2.831256021651114	0	-7.14285714285715e-4	0	0	TRUE	FALSE	FALSE	TRUE
PITX1	0.12069908964371329	-0.03436914953134088	-0.16924419866837928	0.21725199087694125	-0.11469517539216988	-0.06597416366500486	-0.2171682435654191	2.5369967091022887	0	0	0	0	FALSE	FALSE	FALSE	FALSE
PITX2	-0.03287549695589922	-0.33675630698300985	-0.04011119301890279	-0.3154785855913557	0.3665001356650329	0.5098631240338476	-0.302752984447609	29.702887352909112	0	6.666666666666665e-4	0	0	TRUE	FALSE	FALSE	TRUE
PML	0.3443767657024436	0.1601098666246304	-0.15569590344404968	-0.01668635872518284	0.06601609968408143	0.02926179119493686	-0.18984171829750593	-0.7162675208472428	0	0	0	0	FALSE	FALSE	FALSE	FALSE
POU1F1	-0.13624900718035107	-0.15011692486375558	0.0267907536189104	-0.15931628633411976	-0.2430320711614754	-0.4450719047724623	0.20253381211349689	-0.7223777206579541	0	0	0	0	FALSE	FALSE	FALSE	FALSE
