Regulator	BCa_MCF7_first	BCa_MCF7_resistant	BCa_MCF7_second	BCa_MCF7_ERmutant	PCa_LNCaP_first	PCa_LNCaP_resistant	PCa_LNCaP_second	BCa_NEO_new	BCa_NEO_new_LASSO	BCa_NEO_new_RF	Perv_NEO	Perv_DTP	BCa_NEO_new_ML	Selection_1	Selection_2	Selection_3
GFI1	0.08957743564731564	0.21990087339225448	0.08221953099068936	0.2438560468963898	-0.00238999221598787	0.24029435138745847	0.22594229691631265	1.0201727026227407	0	0	0	0	FALSE	FALSE	FALSE	FALSE
GLI1	-0.11186007632658274	-0.34731966440340556	0.2735971444205419	-0.5883820896963486	0.17211866889798577	0.02949161633760111	-0.1941219895070284	15.325545923091042	0	0	3.117735935375864	0.18772584855739222	FALSE	FALSE	FALSE	FALSE
GLI2	-1.0845943207752078	-0.8359687024869562	-0.4220495503126406	-1.063500306376184	-0.1940602801499184	-0.29758234472770106	-0.091921895255375	1.0964484531067498	0	0	-0.7760023876729586	-0	FALSE	FALSE	FALSE	FALSE
GLI3	0.4494383269369876	-0.18059786089898355	0.2927717460080456	-0.20847382378992188	0.1844260188070963	0.08231306457375429	0.1295519825354681	0.2946207011594903	0	0	-0	0.579632498487948	FALSE	FALSE	FALSE	FALSE
GTF2I	-0.16404728294132093	-0.6237674480844287	0.24799397909154272	-0.4115252127624523	0.10293820092689256	0.2832579135681627	0.1483830216267671	0.1063737584089788	0	0	0	0	FALSE	FALSE	FALSE	FALSE
GTF3A	-0.4906244949869525	-0.6167060344977748	0.13600208534667274	-0.2468667260418216	-0.41438110211964296	-0.29401555416273906	0.13786214156669763	0.10004204888623144	0	0	0	0	FALSE	FALSE	FALSE	FALSE
HAND2	-0.2829706665223526	-0.05915781708372387	0.05987885497725297	0.09864467071928087	0.25568188154502347	0.48299605526298994	0.3051191103212505	7.011153879681472	0	-3.8461538461538434e-4	0	0	TRUE	FALSE	FALSE	TRUE
HBP1	0.7247084484821354	0.3933131895786392	0.2446071646190492	0.0840120503952041	0.7317516498970005	0.4775927235836905	0.07175327678932752	1.8816437901519423	0	0	-0	0.9640790425173004	FALSE	FALSE	FALSE	FALSE
HDAC1	1.4417568186019525	1.319854912604606	0.27380463120514215	-2.3622932646456563	-0.7290470601283067	-0.7746561992654158	0.3658563295231698	-0.035556394638476534	0	0	0	0	FALSE	TRUE	FALSE	FALSE
HDAC3	-0.2458666069123076	-0.15331179856069918	-0.390604825047046	-0.07929275363502192	-0.04689510735746538	-0.0917053253625899	-0.4359556885226402	-0.27195635631010556	0	0	0	0	FALSE	FALSE	FALSE	FALSE
HDAC4	0.18800439103572344	0.0975911575968882	0.01271274967884518	-0.03368534035476558	0.1427980417572306	-0.25364356526155374	-0.03221982158114253	4.347340506738604	0	0	0	0	FALSE	FALSE	FALSE	FALSE
HES1	0.03820047613075003	0.39099418037864486	0.1795067365220766	0.364522061401528	0.21857589823564988	-0.07579998969463468	0.08183560997960009	0.4367860389918105	0	0	1.7612751776728885	2.199381943527184	FALSE	FALSE	FALSE	FALSE
HEY1	0.07312195414267178	0.11828798158892276	0.00413868479764985	-0.01112420316342724	0.1257373094515396	0.19482083265721428	-0.15116658938018257	-11.477556044827748	0	0	0	0	FALSE	FALSE	FALSE	FALSE
HIC1	-0.3431106456526452	-0.20799695585146671	-0.3160412799579177	-0.2423890612016278	0.06537272964585639	0.28768259517896994	0.0741299444827791	0.525242816511739	0	0	0	0	FALSE	FALSE	FALSE	FALSE
HIF1A	-0.18923313629187305	-0.5417707669712825	0.47765517807545654	0.7577731997107076	0.5507156300222027	0.42332971833035193	0.0916838780930429	36.870376521341285	0	0.01115384615384615	3.6016824824797187	3.8650355850432394	TRUE	FALSE	FALSE	TRUE
HMGA1	-0.3342815440079572	-0.5056541620543161	-0.03768755979692915	0.12817179118208427	-0.07596100865740293	-0.23282816507462192	-0.06526150002239611	11.143115616154624	0	0	-0	0.53700805031149	FALSE	FALSE	FALSE	FALSE
HMGA2	0.06180238620887601	0.08588599761378768	0.01942725459588782	0.3668823851721225	0.23436746100522457	-0.02117828040244751	0.08626779336522528	8.316847088476631	0	0.00142857142857142	0	0	TRUE	FALSE	FALSE	TRUE
