target_id	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	b	pa_up	pa_down
RIN3	5	18.250249997302678	5.636477846758295e-4	0.0016996018272601111	0.2272439797154226	FALSE	FALSE
NAB1	8	31.958714348991414	5.640418592466365e-4	0.0017005061662996675	-0.03834396626723238	FALSE	FALSE
FBH1	14	43.10073354511621	5.644420881766482e-4	0.0017013258499505104	0.05335429666187975	FALSE	FALSE
HSD17B6	3	6.81746982368073	5.645021591950528e-4	0.0017013258499505104	-0.8080850025128323	FALSE	FALSE
CD99L2	7	23.411754703322373	5.645965785337422e-4	0.0017013264828534707	-0.1329268009908827	FALSE	FALSE
GDF6	1	4.005790148352768	5.651385254867256e-4	0.0017026754474082045	0.663576502390665	FALSE	FALSE
VRK3	14	47.80334670512099	5.655832974386746e-4	0.0017037312374387032	-0.06462512202996665	FALSE	FALSE
LINC00888	3	10.35133564755712	5.657654866024689e-4	0.0017039958176374226	0.46151941746087505	FALSE	FALSE
YY1	6	21.002965185122534	5.670634540751739e-4	0.0017076202963387634	-0.0523649335054297	FALSE	FALSE
ADRA2C	1	2.6661885412834985	5.687163739635826e-4	0.0017122174121426438	0.9898440760642943	FALSE	FALSE
PNRC1	2	8.898941064383482	5.687796807931625e-4	0.0017122174121426438	0.4847979119965655	TRUE	FALSE
ALG11	4	19.708356476349252	5.69008873858891e-4	0.0017126218755029521	-0.11412985737039791	FALSE	FALSE
GID8	2	11.390626702939361	5.692145101484955e-4	0.0017129553139096283	-0.28812709157464733	FALSE	FALSE
DNAJC27	3	8.884060838091138	5.701032415315361e-4	0.0017153439584835072	0.35502018160289955	FALSE	FALSE
CD244	1	3.9324518956923953	5.703307159852381e-4	0.0017157425287318698	0.6053902610393112	FALSE	FALSE
INO80D	4	20.905313947506478	5.719406598255348e-4	0.001720299196500555	-0.04468354334012191	FALSE	FALSE
TMEM168	5	17.226090885339804	5.720936864594152e-4	0.0017204729198618783	-0.2411574957482217	FALSE	FALSE
PTMA	11	51.057637340292615	5.729081322943178e-4	0.0017226353581590217	0.06553658532554951	FALSE	TRUE
CHN2	5	10.027138609202053	5.730672359483613e-4	0.0017228269042769198	-0.2835700270548033	FALSE	FALSE
CCDC154	4	16.33128183362258	5.732019325462828e-4	0.0017229450232778497	-0.5689408754816367	FALSE	FALSE
LYRM9	6	21.35955134737763	5.740928246419157e-4	0.001725335716460036	0.13137421601008226	FALSE	FALSE
ENKD1	5	20.30139702435153	5.747948492203399e-4	0.001727158100178056	0.042420032786393475	FALSE	FALSE
HCFC2	4	16.864229544261637	5.763257683696805e-4	0.0017314701465626454	0.32458805748179403	FALSE	FALSE
ZNF500	4	16.60232324586339	5.764569339876108e-4	0.0017315761428613214	0.12559508966915212	FALSE	FALSE
NSL1	3	17.307355054782043	5.767881633065947e-4	0.0017322829604446688	-0.20368857527991494	FALSE	TRUE
HINFP	11	35.90657810422673	5.779518936945016e-4	0.0017354893994394752	0.029863621735939608	FALSE	FALSE
ALOX15B	4	13.307007982304347	5.813480255328427e-4	0.001745397172584806	0.817076642260661	FALSE	FALSE
GNPAT	6	26.910884791851014	5.822334194810989e-4	0.0017477648474749276	-0.0208984706274643	FALSE	FALSE
SUZ12	3	14.562216432391201	5.824721845218304e-4	0.0017481909889113737	-0.2701371302018258	FALSE	FALSE
DNAJA2	4	20.457038080287017	5.829347310500843e-4	0.0017491412610185883	-0.006868096457432374	FALSE	FALSE
CORO1B	9	45.83955680746987	5.829825156470947e-4	0.0017491412610185883	-0.030018027720985017	FALSE	FALSE
